,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,breakpoint_interval_left,breakpoint_interval_right,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_dist,parents_dist_days
549,USA/NY-CDC-LC0047794/2021,2021-04-16,B.1.1.7,258960,1,2,6,True,True,True,True,False,27972,26731,27973,243189,248189,B.1.1.7,B.1.1.7,179,2020-02-20,15.0,358.0613
550,USA/TX-CDC-LC0048679/2021,2021-04-16,B.1.1.7,259077,6,2,5,True,True,True,True,False,27925,27740,27926,243531,257485,B.1.1.7,B.1.1,179,2020-02-20,17.0,420.2
551,USA/IL-CDC-LC0049247/2021,2021-04-16,P.1,259146,4,2,9,False,True,True,True,False,24642,24507,24643,218771,242203,P.1,Unknown (R),179,2020-02-20,30.0,408.68
552,USA/TX-CDC-FG-027477/2021,2021-04-16,B.1.526,259227,1,2,11,True,False,False,False,False,23063,22321,23064,182201,254807,B.1,B.1.1.7,179,2020-02-20,,418.6
553,USA/MA-CDC-LC0048270/2021,2021-04-17,B.1.533,259772,1,2,8,False,True,True,True,False,23604,23064,23605,227893,212818,Unknown (R),B.1,6502,2020-03-10,15.0,378.9736054421769
554,USA/OR-CDC-LC0045032/2021,2021-04-17,B.1.1,259977,1,2,7,True,True,True,True,True,11514,11118,11515,225814,244384,Unknown (R),B.1.1.519,179,2020-02-20,0.0,374.64
555,USA/IL-CDC-LC0048826/2021,2021-04-17,P.1,260218,1,3,12,True,True,True,True,True,17259,16177,17260,228396,258837,P.1,B.1.1.7,144224,2021-01-11,0.0,95.40000000000003
556,USA/IL-CDC-LC0048826/2021,2021-04-17,P.1,260218,1,3,12,True,True,True,True,True,24914,24507,24915,258837,14893,B.1.1.7,B.1.1,179,2020-02-20,0.0,421.2
557,USA/IL-CDC-LC0049386/2021,2021-04-17,B.1.1.7,260341,1,2,4,True,True,True,True,True,27972,16177,27973,119661,227507,B.1.1.7,B.1.1.7,179,2020-02-20,10.0,401.2
558,USA/OR-CDC-LC0056192/2021,2021-04-17,P.1,260486,1,3,9,True,True,True,True,False,21600,21596,21601,236532,256176,P.1,B.1.427,179,2020-02-20,7.0,419.6
559,USA/OR-CDC-LC0056192/2021,2021-04-17,P.1,260486,1,3,9,True,True,True,True,False,22812,22133,22813,256176,236532,B.1.427,P.1,179,2020-02-20,7.0,419.6
560,Brazil/SP-IB_101306/2021,2021-04-18,B.1.1.7,261174,2,2,8,False,True,True,True,True,22801,22428,22802,210614,151951,B.1.1.7,B.1.1.7,60174,2020-09-03,7.0,195.12499999999994
561,USA/NH-CDC-LC0048415/2021,2021-04-18,B.1.1.7,261251,1,2,9,True,True,True,True,False,2110,1060,2111,188179,141703,B.1.2,B.1.1.7,179,2020-02-20,14.0,351.76540700808624
562,India/GJ-ICMR-NIV-INSAGOG-GSEQ-3088/2021,2021-04-18,B.1.617.1,261290,1,3,13,True,True,True,True,True,13019,11515,13020,225974,240653,B.1.617.1,B.1.617.2,5868,2020-02-21,0.0,404.948
563,India/GJ-ICMR-NIV-INSAGOG-GSEQ-3088/2021,2021-04-18,B.1.617.1,261290,1,3,13,True,True,True,True,True,22227,22023,22228,240653,225974,B.1.617.2,B.1.617.1,5868,2020-02-21,0.0,404.948
564,USA/CT-CDC-LC0048087/2021,2021-04-18,P.1,261335,9,3,10,False,True,True,True,True,13860,12779,13861,224693,196746,P.1,B.1.1,179,2020-02-20,4.0,391.8
565,USA/CT-CDC-LC0048087/2021,2021-04-18,P.1,261335,9,3,10,False,True,True,True,True,23012,22133,23013,196746,213211,B.1.1,P.1.10,179,2020-02-20,4.0,391.8
566,Germany/SN-RKI-I-134085/2021,2021-04-19,B.1.1.7,262244,1,2,21,False,False,False,False,False,28095,26257,28096,201452,213006,B.1.1.7,B.1.1.7,60174,2020-09-03,,196.92499999999995
567,USA/NH-CDC-LC0050057/2021,2021-04-19,B.1.1.7,262366,1,2,5,False,True,True,True,False,3267,2277,3268,134935,257923,B.1.2,Unknown (R),179,2020-02-20,25.0,418.24
568,USA/FL-CDC-LC0049971/2021,2021-04-19,B.1.1,262572,2,2,8,False,True,True,True,False,23709,23272,23710,256835,225108,Unknown,B.1.1,171705,2020-08-07,14.0,231.81884765625
569,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,9875,9530,9876,250646,250288,B.1.1.7,Q.3,42699,2020-08-29,17.0,225.45
570,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,10396,10083,10397,250288,244021,Q.3,B.1.1.7,66406,2020-10-03,0.0,190.3
571,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,16176,15280,16177,244021,139517,B.1.1.7,B.1.429,179,2020-02-20,0.0,416.2
572,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,28272,28272,28273,139517,125830,B.1.429,B.1.1.7,179,2020-02-20,0.0,416.2
573,CzechRepublic/191115-21cs/2021,2021-04-20,B.1.1.7,263727,1,2,13,True,True,True,True,True,26453,24623,26454,136206,254180,B.1.1.7,B.1.1.7,42699,2020-08-29,0.0,227.85000000000002
574,USA/WA-UW-21042015663/2021,2021-04-20,B.1.427,263855,4,3,21,False,True,True,True,True,9875,9739,9876,154333,250288,B.1.427,Q.3,179,2020-02-20,4.0,416.2
575,USA/WA-UW-21042015663/2021,2021-04-20,B.1.427,263855,4,3,21,False,True,True,True,True,10078,9899,10079,250288,169195,Q.3,B.1,179,2020-02-20,0.0,416.2
576,USA/WA-UW-21042028946/2021,2021-04-20,B.1.617.2,264206,4,2,18,True,False,False,False,False,4181,3268,4182,147342,261771,B.1.1.7,B.1.617.2,179,2020-02-20,,410.1325
577,Belgium/UZA-UA-CV2111271886/2021,2021-04-21,B.1.1.7,264555,1,2,9,True,True,True,True,False,26767,26306,26768,183337,178044,B.1.1.7,B.1.1,179,2020-02-20,3.0,319.072
578,USA/WA-UW-21042116425/2021,2021-04-21,Q.3,264681,1,3,12,True,True,True,True,False,9875,9739,9876,204169,263855,Q.3,Unknown (R),204169,2021-03-03,43.0,42.60000000000002
579,USA/WA-UW-21042116425/2021,2021-04-21,Q.3,264681,1,3,12,True,True,True,True,False,10396,9899,10397,263855,254790,Unknown (R),Q.3,179,2020-02-20,43.0,419.6
580,USA/FL-CDC-ASC210029492/2021,2021-04-21,B.1.1.7,264687,2,2,12,True,True,True,True,False,28887,28283,28888,257180,151364,B.1.1.7,B.1.429,179,2020-02-20,14.0,421.2
581,USA/WA-UW-21042185420/2021,2021-04-21,B.1.1.7,264689,1,2,14,True,True,True,True,True,2098,1346,2099,250288,149092,Q.3,B.1.1.7,179,2020-02-20,0.0,416.4
582,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,2597,2062,2598,250288,181995,Q.3,B.1.1.7,179,2020-02-20,,425.2
583,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,13001,12163,13002,181995,263168,B.1.1.7,B.1.533,66406,2020-10-03,,199.3
584,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,15279,15243,15280,263168,211956,B.1.533,B.1.1.7,143431,2020-08-19,,244.621875
585,USA/WA-UW-21042129951/2021,2021-04-21,Q.3,265035,1,3,18,False,True,True,True,False,9875,9739,9876,204169,263855,Q.3,Unknown (R),204169,2021-03-03,43.0,41.15999999999997
586,USA/WA-UW-21042129951/2021,2021-04-21,Q.3,265035,1,3,18,False,True,True,True,False,14676,9899,14677,263855,147915,Unknown (R),B.1.1.7,179,2020-02-20,43.0,418.15999999999997
587,USA/NY-CDC-LC0051076/2021,2021-04-21,B.1.526,265409,1,2,10,False,False,False,False,False,23664,23605,23665,170436,259077,B.1.526,Unknown (R),179,2020-02-20,,421.36
588,USA/WA-UW-21042125178/2021,2021-04-21,B.1.1.7,265415,2,2,12,True,False,False,False,False,15096,14677,15097,178597,252878,B.1,B.1.1.7,179,2020-02-20,,418.0
589,Germany/HE-RKI-I-126930/2021,2021-04-22,B.1.1.7,266038,7,2,10,True,False,False,False,False,28238,28234,28239,255512,240448,B.1.1.7,B.1.1.7,60174,2020-09-03,,215.12499999999994
590,CzechRepublic/191047-21cs/2021,2021-04-22,B.1.1.7,266420,2,2,13,True,True,True,True,True,16245,14268,16246,241373,223896,B.1.1.7,B.1.1.7,132381,2020-12-10,0.0,117.20000000000005
591,CzechRepublic/191051-21cs/2021,2021-04-22,B.1.1.7,266495,1,2,13,True,True,True,True,True,17561,15739,17562,223892,254181,B.1.1.7,Unknown (R),132381,2020-12-10,0.0,109.84000000000003
592,SriLanka/CDR47/2021,2021-04-22,B.1.1.7,266561,4,2,5,True,True,True,True,True,23709,21891,23710,264747,255485,B.1.1.7,B.1.1.7,60174,2020-09-03,8.0,231.12499999999994
593,CzechRepublic/191054-21cs/2021,2021-04-22,B.1.1.7,266633,1,2,8,True,True,True,True,True,17561,15739,17562,249615,254181,B.1.1.7,Unknown (R),132381,2020-12-10,0.0,122.80000000000007
594,CzechRepublic/191037-21cs/2021,2021-04-22,B.1.1.7,266680,1,2,6,True,True,True,True,True,26453,25438,26454,120535,254180,B.1.1.7,B.1.1.7,42699,2020-08-29,0.0,228.25
595,USA/TX-HMH-MCoV-43113/2021,2021-04-23,B.1.1.7,266940,2,2,5,False,True,True,True,True,27964,25909,27965,250642,136383,B.1.1.7,Unknown (R),179,2020-02-20,22.0,395.99
596,Latvia/2322/2021,2021-04-23,B.1.1.7,267082,3,2,5,False,True,True,True,False,19825,11297,19826,255263,231992,B.1.1.7,B.1.1.7,60174,2020-09-03,7.0,224.92499999999995
597,India/TG-CCMB-CIA1314/2021,2021-04-23,B.1.617,267424,2,3,17,False,True,True,True,False,10029,9560,10030,162964,243149,B.1.1.7,Unknown,179,2020-02-20,13.0,405.6
598,India/TG-CCMB-CIA1314/2021,2021-04-23,B.1.617,267424,2,3,17,False,True,True,True,False,22917,21619,22918,243149,180810,Unknown,B.1,179,2020-02-20,1.0,405.6
599,USA/CA-CDC-FG-026499/2021,2021-04-23,B.1.1,267734,1,2,18,False,True,True,True,True,7164,6353,7165,3196,205523,B.1.1.10,B.1.1,179,2020-02-20,0.0,388.0
600,Netherlands/NH-EMC-200/2021,2021-04-24,B.1.1.7,268728,3,2,6,True,True,True,True,True,28233,27470,28234,261425,240448,B.1.1.7,B.1.1.7,60989,2020-10-22,0.0,179.2
601,USA/IL-IDPH-C21WGS0486/2021,2021-04-24,B.1.1.28,269036,1,2,16,False,True,True,True,True,27972,26493,27973,152281,172117,P.1,B.1.1.7,179,2020-02-20,2.0,367.4
602,USA/TX-CDC-ASC210033375/2021,2021-04-25,B.1.1.7,269376,1,2,6,True,True,True,True,True,23271,23064,23272,257024,213104,B.1.1.7,Unknown (R),179,2020-02-20,0.0,422.0
603,USA/NJ-CDC-LC0053374/2021,2021-04-26,B.1.1.7,271225,1,2,6,True,True,True,True,True,23063,18556,23064,250359,256232,B.1.1.7,B.1.1.7,179,2020-02-20,0.0,421.4
604,Germany/NW-RKI-I-126220/2021,2021-04-26,B.1.1.7,271450,5,2,5,True,True,True,True,True,11440,8951,11441,129193,259851,B.1.1.7,B.1.1.7,60174,2020-09-03,0.0,228.72499999999997
605,USA/NH-CDC-LC0055009/2021,2021-04-26,B.1,271473,1,3,9,True,True,True,True,True,21846,20263,21847,226661,238948,B.1.526,B.1.1.7,179,2020-02-20,10.0,410.2
606,USA/NH-CDC-LC0055009/2021,2021-04-26,B.1,271473,1,3,9,True,True,True,True,True,25340,24433,25341,238948,208051,B.1.1.7,B.1.526,179,2020-02-20,10.0,410.2
607,CzechRepublic/192313-21cs/2021,2021-04-27,B.1.1.7,272127,1,2,3,True,True,True,True,True,27389,26626,27390,264813,264830,B.1.1.7,B.1.1.7,132381,2020-12-10,0.0,133.40000000000003
608,USA/FL-CDC-QDX24365416/2021,2021-04-27,B.1.526,272371,2,2,5,False,True,True,True,True,14403,12163,14404,121052,223954,B.1.1.7,B.1.526,179,2020-02-20,6.0,400.8
609,USA/CA-CDC-LC0056182/2021,2021-04-28,B.1.1.28,273611,5,3,9,False,True,True,True,False,6651,6320,6652,259145,162835,P.1,B.1.1.7,179,2020-02-20,10.0,423.4
610,USA/CA-CDC-LC0056182/2021,2021-04-28,B.1.1.28,273611,5,3,9,False,True,True,True,False,26149,25089,26150,162835,209743,B.1.1.7,B.1.1.28,179,2020-02-20,9.0,423.4
611,Germany/SL-SU-30135248/2021,2021-04-28,Q.4,273905,11,2,7,True,True,True,True,True,27383,23605,27384,270847,140986,Q.4,B.1.1.7,42699,2020-08-29,0.0,240.64999999999998
612,USA/WA-UW-21042879111/2021,2021-04-28,B.1.1.7,274066,1,2,6,True,True,True,True,True,23638,20000,23639,263480,117372,B.1.1.7,B.1.1.7,60174,2020-09-03,5.0,231.52499999999998
613,SriLanka/CDR84/2021,2021-04-28,Q.8,274069,2,2,5,True,True,True,True,True,23709,23272,23710,141723,265002,B.1.1.7,Q.8,141723,2021-01-12,0.0,100.39999999999998
614,USA/CO-CDC-LC0055902/2021,2021-04-29,B.1.1.28,274955,2,3,14,False,False,False,False,False,5648,4301,5649,174442,273055,B.1,P.1.10,179,2020-02-20,,433.2
615,USA/CO-CDC-LC0055902/2021,2021-04-29,B.1.1.28,274955,2,3,14,False,False,False,False,False,17259,16177,17260,273055,212312,P.1.10,B.1.1.7,179,2020-02-20,,433.2
616,USA/TX-CDC-LC0055815/2021,2021-04-29,B.1.1.7,275154,1,2,10,False,True,True,True,False,6954,6320,6955,261334,169387,P.1,B.1.1.7,179,2020-02-20,18.0,425.2
617,Switzerland/AG-ETHZ-610118/2021,2021-04-30,B.1.1.7,275758,1,2,7,True,True,True,True,True,15096,9986,15097,271312,113882,B.1.1.7,B.1.1.7,60174,2020-09-03,0.0,236.72499999999997
618,Germany/NW-RKI-I-131403/2021,2021-04-30,B.1.1.7,276477,6,2,4,True,True,True,True,True,28238,27770,28239,266037,101315,B.1.1.7,B.1.1.7,60174,2020-09-03,0.0,233.52499999999998
619,Switzerland/AG-ETHZ-610194/2021,2021-05-01,B.1.1,277461,1,3,15,False,False,False,False,False,9929,9204,9930,26494,273524,B.1.1.70,C.36.3,179,2020-02-20,,433.6
620,Switzerland/AG-ETHZ-610194/2021,2021-05-01,B.1.1,277461,1,3,15,False,False,False,False,False,22917,22601,22918,273524,150096,C.36.3,Unknown (R),179,2020-02-20,,433.6
621,USA/NM-CDC-LC0056326/2021,2021-05-01,B.1.1.7,277698,3,3,9,True,True,True,True,True,9749,6955,9750,152172,183134,B.1.1.7,B.1.637,179,2020-02-20,9.0,405.6
622,USA/NM-CDC-LC0056326/2021,2021-05-01,B.1.1.7,277698,3,3,9,True,True,True,True,True,23063,22033,23064,183134,230274,B.1.637,B.1.1.7,179,2020-02-20,0.0,405.6
623,USA/FL-CDC-LC0056677/2021,2021-05-02,B.1.1.7,278154,1,2,5,True,True,True,True,True,27972,15097,27973,203393,227507,B.1.1.7,B.1.1.7,179,2020-02-20,0.0,404.2
624,USA/IL-CDC-LC0057747/2021,2021-05-02,B.1.1.7,278400,1,2,9,True,True,True,True,True,24430,23588,24431,245674,268135,B.1.1.7,B.1.1.7,75373,2020-10-16,0.0,191.80000000000007
625,USA/NC-CDC-LC0058042/2021,2021-05-02,B.1.1.7,278636,1,2,6,True,True,True,True,False,12162,11297,12163,264407,227599,B.1.1.7,B.1.1.7,60174,2020-09-03,39.0,233.12499999999994
626,USA/FL-CDC-STM-000067525/2021,2021-05-02,P.1,278798,8,2,5,True,True,True,True,True,22812,22531,22813,269844,222214,P.1,P.1,144224,2021-01-11,0.0,105.60000000000002
627,Mexico/NLE-/LESPNL-20210512-454/2021,2021-05-02,B.1.1.7,278869,1,2,10,True,True,True,True,True,6954,5987,6955,252842,255245,B.1.1.7,B.1.1.7,59925,2020-09-23,0.0,206.2
628,Netherlands/UT-RIVM-32110/2021,2021-05-02,B.1.1.7,278929,2,2,6,True,True,True,True,True,28233,21860,28234,225889,268727,B.1.1.7,B.1.1.7,60989,2020-10-22,0.0,185.60000000000002
629,USA/KY-CDC-LC0056362/2021,2021-05-02,B.1.637,279029,3,3,13,False,True,True,True,False,9749,6955,9750,186742,196941,Unknown (R),B.1.637,179,2020-02-20,13.0,424.2
630,USA/KY-CDC-LC0056362/2021,2021-05-02,B.1.637,279029,3,3,13,False,True,True,True,False,24914,24507,24915,196941,259076,B.1.637,B.1.1.7,179,2020-02-20,0.0,424.2
631,USA/WA-CDC-UW21050338740/2021,2021-05-03,B.1.1.7,279722,1,2,7,True,True,True,True,True,21530,20963,21531,278787,233349,Q.3,Q.3,188211,2021-02-03,0.0,88.24999999999994
632,Denmark/DCGC-87334/2021,2021-05-03,B.1.1.7,279743,53,2,10,True,True,True,True,True,23709,21953,23710,157996,245920,B.1.1.7,B.1.1.7,157996,2020-12-18,0.0,115.33749999999998
633,USA/IN-INSPHL-01599/2021,2021-05-03,B.1.1.7,279927,1,2,14,True,True,True,True,False,23604,23272,23605,271703,158781,B.1.1.7,B.1,179,2020-02-20,7.0,410.1
634,CzechRepublic/194098-21cs/2021,2021-05-03,B.1.1.7,280231,1,2,11,True,True,True,True,True,27380,26802,27381,212310,266419,B.1.1.7,B.1.1.7,132381,2020-12-10,16.0,135.40000000000003
635,Netherlands/LI-RIVM-34150/2021,2021-05-03,B.1.1.7,280269,1,2,5,True,True,True,True,True,27382,19391,27383,255213,84508,B.1.1.7,B.1.1.7,75373,2020-10-16,9.0,183.20000000000005
636,Mexico/NLE-/LESPNL-20210512-457/2021,2021-05-03,B.1.1.519,280308,1,2,9,False,True,True,True,False,10954,10030,10955,12360,256871,B.6,B.1.1.519,1,2019-12-26,16.0,416.893275
637,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,11750,10984,11751,240261,273324,B.1.1.7,B.1.1.7,42699,2020-08-29,0.0,243.45
638,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,21614,19391,21615,273324,233324,B.1.1.7,P.1,179,2020-02-20,0.0,434.2
639,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,23709,23605,23710,233324,233336,P.1,B.1.1.7,179,2020-02-20,7.0,434.2
640,USA/NC-CDC-LC0058225/2021,2021-05-04,B.1.1.7,280720,1,2,6,True,True,True,True,True,23709,23272,23710,189552,215084,Unknown,B.1.1.7,119661,2020-08-09,13.0,226.19375000000002
641,USA/OH-CDC-LC0059149/2021,2021-05-04,P.1,280760,1,2,3,True,True,True,True,True,23709,23605,23710,228034,273611,P.1,Unknown (R),179,2020-02-20,0.0,426.52
642,Spain/AS-242198943/2021,2021-05-04,C.37,280777,1,2,9,False,False,False,False,False,23604,23272,23605,269521,211899,C.37,B.1,179,2020-02-20,,431.8
643,Switzerland/SO-ETHZ-610657/2021,2021-05-04,B.1.617,280926,1,3,12,True,True,True,True,True,3267,1268,3268,275140,251367,B.1.617.2,B.1.1.7,179,2020-02-20,0.0,435.0
644,Switzerland/SO-ETHZ-610657/2021,2021-05-04,B.1.617,280926,1,3,12,True,True,True,True,True,23604,23272,23605,251367,270588,B.1.1.7,B.1.617.2,179,2020-02-20,0.0,435.0
645,USA/IL-CDC-LC0057933/2021,2021-05-04,B.1.1,280995,1,3,9,True,True,True,True,True,6954,5987,6955,229212,240454,B.1.1.7,B.1.526,179,2020-02-20,13.0,423.96000000000004
646,USA/IL-CDC-LC0057933/2021,2021-05-04,B.1.1,280995,1,3,9,True,True,True,True,True,21846,20263,21847,240454,259077,B.1.526,Unknown (R),179,2020-02-20,0.0,423.96000000000004
647,Mexico/NLE-LESPNL-20210512-438/2021,2021-05-04,B.1.1.161,281065,1,2,6,False,True,True,True,True,23403,23272,23404,185757,181524,B.1.1.7,Unknown (R),1,2019-12-26,9.0,398.36
648,USA/MN-CDC-LC0058736/2021,2021-05-04,B.1.1.7,281076,1,2,3,True,True,True,True,True,23014,21138,23015,275339,246272,B.1.1.7,B.1.1.7,42699,2020-08-29,2.0,244.25
649,USA/WV-CDC-LC0058993/2021,2021-05-04,B.1.1.7,281291,9,2,6,True,True,True,True,True,2749,914,2750,236532,252614,P.1,B.1.1.7,179,2020-02-20,0.0,420.6
650,USA/WA-UW-21050452389/2021,2021-05-04,B.1,281383,1,2,10,False,True,True,True,True,27890,25564,27891,250646,191918,B.1.1.7,B.1,179,2020-02-20,23.0,381.4
651,Germany/HE-RKI-I-151832/2021,2021-05-04,B.1.1.7,281552,2,2,18,True,True,True,True,True,21530,19012,21531,237739,147711,B.1.1.7,B.1.1.7,42699,2020-08-29,0.0,220.25
652,Germany/un-RKI-I-139983/2021,2021-05-05,B.1.1.7,281851,2,2,6,True,True,True,True,True,20547,14373,20548,249220,156802,B.1.1.7,B.1.1.7,156802,2020-12-30,0.0,104.89999999999998
653,Portugal/PT7684/2021,2021-05-05,B.1.1.7,281915,24,2,4,True,True,True,True,True,27879,24110,27880,244695,240209,B.1.1.7,B.1.1.7,59925,2020-09-23,0.0,200.39999999999998
654,USA/MN-CDC-IBX106835426865/2021,2021-05-05,B.1.617.2,282283,1,2,19,True,True,True,True,True,28461,28283,28462,244226,243149,Unknown (R),Unknown,179,2020-02-20,0.0,408.0
655,Slovakia/UVZ_PL15_H1_10112/2021,2021-05-05,B.1.1.7,282486,1,2,9,False,True,True,True,False,28271,28112,28272,202534,1076,B.1.1.7,B.3,1,2019-12-26,26.0,444.8
656,USA/WV-CDC-LC0059110/2021,2021-05-05,B.1.533,282588,1,2,9,True,False,False,False,False,21801,20570,21802,132362,261464,B.1.1.7,B.1.637,179,2020-02-20,,426.4
657,USA/MI-CDC-LC0059294/2021,2021-05-06,B.1.1.7,283074,1,3,11,False,True,True,True,False,18546,18487,18547,247746,279029,B.1.1.7,Unknown (R),179,2020-02-20,20.0,427.56
658,USA/MI-CDC-LC0059294/2021,2021-05-06,B.1.1.7,283074,1,3,11,False,True,True,True,False,25135,24507,25136,279029,138931,Unknown (R),B.1.1.7,66406,2020-10-03,20.0,201.66000000000003
659,USA/MO-CDC-LC0059425/2021,2021-05-06,P.1,283090,1,2,9,True,True,True,True,True,24642,21836,24643,236532,279641,P.1,P.1,144224,2021-01-11,0.0,112.80000000000007
660,USA/OH-UHTL-791/2021,2021-05-06,C.37,283194,1,2,9,True,True,True,True,True,9857,7425,9858,1163,264198,B.1,C.37,179,2020-02-20,0.0,428.2
661,USA/MD-HP05540/2021,2021-05-06,B.1.1.7,283299,1,2,6,True,True,True,True,False,27879,24110,27880,238848,240209,B.1.1.7,B.1.1.7,59925,2020-09-23,13.0,197.39999999999998
662,USA/NJ-CDC-LC0058509/2021,2021-05-06,B.1.1.7,283322,1,2,5,True,True,True,True,True,14120,7985,14121,254866,279225,B.1.1.7,Unknown,143431,2020-08-19,0.0,243.46187499999996
663,USA/MT-CDC-LC0059408/2021,2021-05-06,B.1.427,283365,1,2,7,True,True,True,True,True,28887,28273,28888,222614,8645,B.1.427,B,1,2019-12-26,0.0,457.8
664,Germany/BW-RKI-I-149819/2021,2021-05-06,B.1.1.7,283430,1,2,4,True,True,True,True,True,16393,14319,16394,234312,221127,B.1.1.7,Unknown (R),59925,2020-09-23,0.0,193.39999999999998
665,Germany/BW-RKI-I-149544/2021,2021-05-06,B.1.1.7,283470,1,2,3,True,True,True,True,True,28271,26333,28272,222897,143453,B.1.1.7,B.1.1.7,42699,2020-08-29,13.0,205.28999999999996
666,SintMaarten/SX-RIVM-33629/2021,2021-05-06,B.1.617.2,283540,3,2,16,False,True,True,False,False,26767,25470,26768,17204,253063,B.1.1,B.1.617.2,5868,2020-02-21,,413.2
667,SouthKorea/KDCA3817/2021,2021-05-06,B.1.497,283653,1,2,21,True,False,False,False,False,28271,27460,28272,183115,203387,B.1.497,B.1.619,179,2020-02-20,,374.2625
668,USA/CO-CDC-LC0059030/2021,2021-05-06,B.1.1.7,283729,2,3,17,True,True,True,True,True,22917,22033,22918,279246,261464,B.1.1.7,B.1.637,179,2020-02-20,0.0,426.6
669,USA/CO-CDC-LC0059030/2021,2021-05-06,B.1.1.7,283729,2,3,17,True,True,True,True,True,26196,25704,26197,261464,239244,B.1.637,B.1.1.7,179,2020-02-20,0.0,426.6
670,Italy/CAM-TIGEM-IZSM-COLLI-14504/2021,2021-05-06,Q.2,283958,1,2,6,True,True,True,True,True,19813,18264,19814,209014,251169,Q.2,Q.2,190822,2020-12-26,0.0,110.81249999999994
671,USA/NJ-CDC-LC0058505/2021,2021-05-06,B.1.1.7,284013,2,2,15,True,False,False,False,False,14676,10370,14677,186257,197567,B.1.637,B.1.1.7,179,2020-02-20,,385.8
672,Germany/BY-RKI-I-168309/2021,2021-05-07,B.1.1.7,284227,1,2,4,True,True,True,True,False,29769,29403,29770,218898,1,B.1.1.7,B,1,2019-12-26,36.0,455.6
673,SouthAfrica/NICD-N6591/2021,2021-05-07,B.1,284440,1,2,8,True,True,True,True,True,22813,22207,22814,284182,3995,B.1.351,B.1,1484,2020-03-08,0.0,284.91214285714284
674,USA/WV-CDC-LC0059266/2021,2021-05-07,B.1,284524,1,2,5,True,True,True,True,True,27925,25704,27926,237047,232523,B.1.1.7,B.1.637,179,2020-02-20,0.0,387.8666666666667
675,Russia/BEL-RII-MH17716S/2021,2021-05-07,B.1.1.525,284607,4,2,19,True,True,True,True,True,16550,16112,16551,5170,220658,B.1.1,B.1.1.525,179,2020-02-20,0.0,400.4
676,USA/IL-CDC-LC0058662/2021,2021-05-07,B.1.1.7,284706,1,3,10,True,False,True,True,True,10983,6955,10984,240261,274954,B.1.1.7,B.1.1.28,179,2020-02-20,0.0,435.6
677,USA/IL-CDC-LC0058662/2021,2021-05-07,B.1.1.7,284706,1,3,10,True,False,True,True,True,26149,23710,26150,274954,222275,B.1.1.28,B.1.1.7,143431,2020-08-19,23.0,255.02187500000002
678,USA/WV-CDC-IBX200344085282/2021,2021-05-07,B.1.525,284775,1,2,10,False,True,True,True,True,28280,26909,28281,281694,253584,B.1.525,B.1.525,108788,2020-12-15,2.0,123.0
679,Germany/NW-RKI-I-142278/2021,2021-05-07,B.1.1.7,284916,6,2,4,True,True,True,True,True,22104,19510,22105,282955,180558,B.1.1.7,B.1.1.7,60174,2020-09-03,0.0,246.12499999999994
680,Mexico/NLE-/LESPNL-20210512-418/2021,2021-05-07,XB,285181,8,2,11,True,True,True,True,True,15451,9755,15452,13053,266716,B.1,Unknown,179,2020-02-20,0.0,391.2
681,Mexico/NLE-/LESPNL-20210512-467/2021,2021-05-07,B.1.1.409,285192,1,2,11,False,True,True,True,True,17259,13861,17260,4122,274258,B,P.1,1,2019-12-26,1.0,481.35
682,USA/PA-CDC-LC0058686/2021,2021-05-08,B.1.1.7,285463,1,3,7,True,True,True,True,True,12525,11297,12526,188595,245594,B.1.1.7,B.1.1.7,75373,2020-10-16,18.0,201.80000000000007
683,USA/PA-CDC-LC0058686/2021,2021-05-08,B.1.1.7,285463,1,3,7,True,True,True,True,True,28869,28283,28870,245594,282310,B.1.1.7,B.1.526,179,2020-02-20,0.0,440.6
684,USA/NM-CDC-LC0059144/2021,2021-05-08,B.1.1,286204,2,2,8,True,True,True,True,False,23604,23526,23605,261335,273611,Unknown (R),Unknown (R),179,2020-02-20,3.0,427.32
