,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,breakpoint_interval_left,breakpoint_interval_right,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_dist,parents_dist_days
1405,Slovakia/srUVZ_PL5_G9/2021,2021-03-17,B.1.1.7,597098,1,2,6,True,True,True,True,True,19079,11297,19080,352017,140442,B.1.1.7,B.1.1.7,79385,2020-11-03,14.0,102.16
1406,Slovenia/08-071198-MB/2021,2021-03-17,B.1.177,597110,1,2,8,False,True,True,True,True,28271,28112,28272,189488,587451,B.1.177,B.1.1.7,179,2020-02-20,11.0,335.0
1407,Slovenia/08-071818-MB/2021,2021-03-17,B.1.258.17,597125,1,2,9,True,True,True,True,True,28271,28084,28272,521979,587398,B.1.258.17,B.1.258.17,60918,2020-10-19,0.0,148.2
1408,USA/CO-CDC-FG-014181/2021,2021-03-17,B.1.1.519,598093,1,2,6,True,True,True,True,False,3140,2882,3141,319739,400811,B.1.177,B.1.1.519,179,2020-02-20,15.0,368.6
1409,USA/FL-CDC-LC0029883/2021,2021-03-17,B.1,598443,5,2,9,True,True,True,True,True,20748,20263,20749,332255,591723,Unknown (R),B.1.637,6502,2020-03-10,0.0,333.89360544217686
1410,USA/IL-CDC-LC0032568/2021,2021-03-17,B.1.2,598639,5,2,8,True,False,False,False,False,26499,25909,26500,548846,405898,B.1.2,B.1.1.7,179,2020-02-20,,386.2
1411,USA/IN-CDC-LC0032524/2021,2021-03-17,B.1.1.519,598705,7,2,10,True,True,True,True,False,3037,1458,3038,3239,347893,A.1,B.1.1.519,1,2019-12-26,13.0,418.2
1412,USA/IN-CDC-LC0033514/2021,2021-03-17,B.1.2,598713,1,3,17,False,True,True,True,False,5648,3829,5649,368493,251530,B.1.2,P.1,179,2020-02-20,12.0,368.6
1413,USA/IN-CDC-LC0033514/2021,2021-03-17,B.1.2,598713,1,3,17,False,True,True,True,False,22992,22133,22993,251530,400653,P.1,B.1.596,5867,2020-02-22,12.0,367.1
1414,USA/KY-CDC-LC0033425/2021,2021-03-17,B.1,598745,1,2,8,True,True,True,True,True,23403,22531,23404,372953,532411,B.1,Unknown (R),179,2020-02-20,0.0,365.4
1415,USA/KY-CDC-LC0033523/2021,2021-03-17,B.1.2,598751,3,2,14,False,True,True,True,False,21691,18425,21692,437603,550240,B.1.2,B.1.1.7,179,2020-02-20,12.0,373.4
1416,USA/MD-IGS-052107600187A/2021,2021-03-17,B.1.1.7,598948,59,2,3,True,True,True,True,True,28095,26694,28096,418502,585953,B.1.1.7,B.1.1.7,64513,2020-09-14,0.0,183.47499999999997
1417,USA/NJ-CDC-IBX515419659490/2021,2021-03-17,R.1,599376,1,2,6,False,False,True,True,False,8473,7686,8474,19213,562609,B.1.1,R.1,179,2020-02-20,14.0,387.8
1418,USA/NY-CDC-LC0031507/2021,2021-03-17,B.1.2,599551,1,3,10,True,True,True,True,True,13019,10376,13020,386264,485088,B.1.2,B.1.427,1484,2020-03-08,0.0,350.25714285714287
1419,USA/NY-CDC-LC0031507/2021,2021-03-17,B.1.2,599551,1,3,10,True,True,True,True,True,17014,16395,17015,485088,35176,B.1.427,B.1.2,1484,2020-03-08,0.0,350.25714285714287
1420,USA/NY-PRL-2021_03_19_00N01/2021,2021-03-17,B.1.526,599749,1,2,8,True,True,True,True,True,21846,20263,21847,556829,483983,B.1,B.1.526,6502,2020-03-10,0.0,368.6136054421769
1421,USA/OH-CDC-LC0032824/2021,2021-03-17,B.1.1,599790,8,2,13,False,True,True,True,True,23604,23272,23605,560388,532597,B.1.1.7,B.1.1,179,2020-02-20,6.0,387.8
1422,USA/SC-CDC-LC0033380/2021,2021-03-17,B.1.1.519,599923,1,2,3,True,True,True,True,True,3351,1060,3352,8738,588805,B.1,B.1.1.519,179,2020-02-20,5.0,384.44
1423,USA/VA-CDC-LC0029473/2021,2021-03-17,B.1.2,600033,1,2,6,False,True,True,True,False,5730,4256,5731,3526,588059,B.1.1,B.1.2,179,2020-02-20,7.0,382.6
1424,USA/VA-CDC-LC0033490/2021,2021-03-17,B.1.214.2,600040,1,3,12,True,True,True,True,True,14340,12313,14341,178533,402671,Unknown,B.1.1.459,179,2020-02-20,0.0,345.4
1425,USA/VA-CDC-LC0033490/2021,2021-03-17,B.1.214.2,600040,1,3,12,True,True,True,True,True,18877,17552,18878,402671,242127,B.1.1.459,B.1.214.2,179,2020-02-20,0.0,345.4
1426,USA/WA-UW-67452/2021,2021-03-17,B.1.429,600127,1,2,4,True,True,True,True,True,21530,19281,21531,307709,402189,B.1.429,B.1.429,112047,2020-10-27,0.0,118.725
1427,USA/WA-UW-67461/2021,2021-03-17,B.1.2,600140,1,2,3,True,True,True,True,True,21530,20010,21531,144827,563079,B.1.2,B.1.2,563365,2020-11-04,0.0,130.1085752791683
1428,USA/WA-UW-67476/2021,2021-03-17,B.1.429,600155,2,3,11,False,True,True,True,False,22917,22019,22918,446020,250207,B.1.429,B.1.1.7,179,2020-02-20,9.0,374.2
1429,USA/WA-UW-67476/2021,2021-03-17,B.1.429,600155,2,3,11,False,True,True,True,False,28111,28088,28112,250207,516424,B.1.1.7,B.1.427,179,2020-02-20,23.0,374.2
1430,USA/WI-CDC-LC0032826/2021,2021-03-17,B.1.2,600209,2,2,9,True,True,True,True,True,23709,23605,23710,557329,158644,B.1.2,B.1.1.7,179,2020-02-20,0.0,387.0
1431,Australia/NSW-R0167/2021,2021-03-18,B.1.617.2,600902,1688,2,5,True,True,True,True,False,9203,6028,9204,590229,590228,Unknown (R),B.1.617.2,590229,2021-03-07,11.0,10.0
1432,England/CAMC-141DB08/2021,2021-03-18,B.1.617.2,601947,129478,2,18,True,True,True,True,True,12053,11419,12054,119462,591284,B.1.1.28,B.1.617.2,5868,2020-02-21,0.0,376.26
1433,England/QEUH-14091B2/2021,2021-03-18,B.1.1.7,602369,1,2,3,True,True,True,True,True,28233,26417,28234,331196,148578,B.1.1.7,B.1.1.7,97302,2020-10-25,0.0,113.36875
1434,England/QEUH-140948C/2021,2021-03-18,B.1.1.7,602378,1,2,7,True,True,True,True,True,28233,28096,28234,245769,148578,B.1.1.7,B.1.1.7,64513,2020-09-14,0.0,139.67499999999998
1435,Finland/TRE23196_3/2021,2021-03-18,B.1.1.7,602792,2,2,6,True,True,True,True,True,23604,19270,23605,163233,593670,B.1.1.7,B.1.1.7,163233,2020-12-28,0.0,79.2
1436,Germany/BW-RKI-I-051736/2021,2021-03-18,B.1.214,603057,1,2,10,True,False,False,False,False,28280,28273,28281,194689,533601,B.1.214.2,B.1.214.2,194689,2020-12-30,,57.328125
1437,Germany/SN-RKI-I-057424/2021,2021-03-18,B.1.1.7,603996,10,2,8,True,True,True,True,True,29769,28110,29770,488622,519085,B.1.1.7,B.1.1.7,178815,2020-12-26,0.0,74.86666666666667
1438,Germany/SN-RKI-I-068123/2021,2021-03-18,B.1.1.7,604073,1,2,6,False,True,True,True,True,29769,29250,29770,324507,488625,B.1.1.7,B.1.1.7,64513,2020-09-14,5.0,173.27499999999998
1439,Italy/CAM-AMES-68-85/2021,2021-03-18,B.1.1,604972,2,2,13,True,True,True,True,True,13059,11292,13060,428223,566204,B.1.1.7,B.1.525,179,2020-02-20,0.0,388.8
1440,Italy/CAM-TIGEM-IZSM-COLLI-6017/2021,2021-03-18,B.1.177,605141,1,2,5,True,True,True,True,True,24418,23710,24419,309969,402771,B.1.177,B.1.1.7,179,2020-02-20,0.0,356.8
1441,Italy/CAM-TIGEM-IZSM-COLLI-6059/2021,2021-03-18,B.1.1.7,605177,3,2,3,True,True,True,True,True,11291,10139,11292,595550,585917,B.1.1.7,B.1.1.7,173067,2020-12-01,0.0,106.90625000000001
1442,Norway/7103/2021,2021-03-18,B.1.1.7,606090,4,2,7,True,True,True,True,True,26190,19165,26191,558982,215050,B.1.1.7,B.1.1.7,43626,2020-08-29,3.0,197.25
1443,Slovakia/UVZ_PL7_B7/2021,2021-03-18,B.1.1.7,606584,153,2,6,True,True,True,True,True,26262,25625,26263,597053,587348,B.1.1.7,B.1.1.7,547870,2021-02-03,0.0,42.733333333333334
1444,USA/AZ-ASPHL-3737/2021,2021-03-18,B.1.404,607256,1,3,13,False,True,True,True,False,10474,10324,10475,7380,197631,B.1,B.1.404,179,2020-02-20,12.0,336.8
1445,USA/AZ-ASPHL-3737/2021,2021-03-18,B.1.404,607256,1,3,13,False,True,True,True,False,27583,25909,27584,197631,299145,B.1.404,B.1.2,179,2020-02-20,27.0,336.8
1446,USA/FL-BPHL-1856/2021,2021-03-18,B.1.533,607920,2,2,11,True,True,True,True,True,15096,9121,15097,20303,167297,B.1,B.1.1.7,179,2020-02-20,0.0,328.8
1447,USA/FL-BPHL-1860/2021,2021-03-18,B.1,607928,1,2,6,True,True,True,True,True,8083,7835,8084,598278,31695,B.1.577,B.1,1434,2020-03-10,0.0,372.2749326145552
1448,USA/FL-BPHL-1865/2021,2021-03-18,B.1.577,607940,1,2,10,True,False,False,False,False,11782,7835,11783,598278,119438,B.1.577,B.1,119438,2020-06-22,,268.2443311994609
1449,USA/FL-BPHL-1869/2021,2021-03-18,B.1,607946,1,2,7,False,True,True,True,False,10954,10030,10955,589190,9979,B.1.1.519,B.1.371,179,2020-02-20,2.0,390.4
1450,USA/FL-CDC-LC0029428/2021,2021-03-18,B.1.1.7,608096,1,2,7,False,True,True,True,True,17615,15721,17616,586466,361871,B.1.1.7,B.1.1.7,43626,2020-08-29,6.0,160.45
1451,USA/GA-CDC-LC0029754/2021,2021-03-18,B.1.526,608257,1,2,11,True,True,True,True,True,25703,25518,25704,562792,211137,B.1.526,B.1.2,1484,2020-03-08,0.0,371.25714285714287
1452,USA/GA-CDC-STM-000040038/2021,2021-03-18,B.1.1.486,608276,1,2,4,True,True,True,True,True,21707,20029,21708,437464,108846,B.1.596,B.1.1.486,108846,2020-10-22,1.0,128.9
1453,USA/IL-CDC-LC0032853/2021,2021-03-18,B.1.1.519,608399,1,2,6,True,True,True,True,True,1663,242,1664,324797,598704,B.1.1.519,B.1.1.519,1,2019-12-26,15.0,447.2
1454,USA/MD-CDC-LC0032936/2021,2021-03-18,B.1.637,608734,4,3,7,True,True,True,True,True,22917,22033,22918,523657,437375,B.1.637,B.1.1.7,179,2020-02-20,0.0,384.0
1455,USA/MD-CDC-LC0032936/2021,2021-03-18,B.1.637,608734,4,3,7,True,True,True,True,True,28887,28283,28888,437375,465108,B.1.1.7,B.1.637,179,2020-02-20,0.0,384.0
1456,USA/MD-CDC-LC0033207/2021,2021-03-18,B.1.533,608741,6,2,6,True,True,True,True,True,21846,20263,21847,541551,345383,Unknown (R),Unknown (R),179,2020-02-20,0.0,380.86400000000003
1457,USA/MD-CDC-LC0033352/2021,2021-03-18,B.1.637,608749,2,3,12,True,True,True,True,True,11804,10320,11805,194783,317274,B.1.2,B.1.637,1484,2020-03-08,0.0,324.83214285714286
1458,USA/MD-CDC-LC0033352/2021,2021-03-18,B.1.637,608749,2,3,12,True,True,True,True,True,28869,28473,28870,317274,219355,B.1.637,B.1.2,1484,2020-03-08,0.0,324.83214285714286
1459,USA/MI-CDC-LC0034541/2021,2021-03-18,B.1,608948,1,2,11,True,True,True,True,True,17331,16085,17332,112596,300445,B.1,B.1,112596,2020-06-04,0.0,223.975
1460,USA/MN-CDC-IBX138024142030/2021,2021-03-18,B.1,609034,2,2,12,False,True,True,True,True,26681,25564,26682,408862,446679,B.1.1.7,B.1.429,179,2020-02-20,14.0,344.2617283950617
1461,USA/NJ-CDC-ASC210011549/2021,2021-03-18,B.1.575,609306,3,2,5,False,True,True,True,True,25276,22551,25277,157210,599653,B.1.575,B.1.575,157210,2020-11-10,0.0,127.3171875
1462,USA/NJ-CDC-LC0033588/2021,2021-03-18,B.1,609345,11,2,8,False,True,True,True,False,28095,26111,28096,557680,341137,Unknown,B.1.1.7,179,2020-02-20,10.0,383.68
1463,USA/NJ-CDC-LC0033687/2021,2021-03-18,B.1.526,609361,1,2,7,False,True,True,True,True,10323,8810,10324,599309,394028,B.1.526,B.1.526,19291,2020-04-05,2.0,346.50680272108843
1464,USA/NY-CDC-LC0031247/2021,2021-03-18,B.1.526,609446,4,3,12,True,True,True,True,True,21846,20593,21847,402568,352825,B.1.526,Unknown (R),179,2020-02-20,0.0,361.6
1465,USA/NY-CDC-LC0031247/2021,2021-03-18,B.1.526,609446,4,3,12,True,True,True,True,True,27972,26111,27973,352825,341137,Unknown (R),B.1.1.7,43626,2020-08-29,0.0,170.85
1466,USA/NY-CDC-LC0033569/2021,2021-03-18,B.1.526,609454,4,2,7,False,True,True,True,True,27925,27740,27926,226272,324267,B.1.526,B.1.1.7,179,2020-02-20,15.0,359.2
1467,USA/PA-CDC-LC0032461/2021,2021-03-18,B.1.1.519,609692,2,2,4,True,True,True,True,True,8733,1315,8734,483888,238464,Unknown (R),B.1.1.519,238464,2021-01-18,0.0,45.56
1468,USA/RI-CDC-LC0031513/2021,2021-03-18,B.1,609755,1,3,13,False,True,True,True,True,9867,9086,9868,475368,226272,B.1.2,B.1.526,1484,2020-03-08,6.0,361.65714285714284
1469,USA/RI-CDC-LC0031513/2021,2021-03-18,B.1,609755,1,3,13,False,True,True,True,True,21846,20263,21847,226272,30772,B.1.526,B.1,1484,2020-03-08,1.0,361.65714285714284
1470,USA/SC-CDC-LC0033492/2021,2021-03-18,B.1.2,609773,1,2,8,False,True,True,True,True,21600,19885,21601,500656,178445,B.1.427,B.1.2,1484,2020-03-08,11.0,346.45714285714286
1471,USA/VA-CDC-LC0032962/2021,2021-03-18,B.1.1.7,609905,35,2,4,True,True,True,True,False,27972,27926,27973,525240,464277,B.1.1.7,B.1.526,179,2020-02-20,27.0,376.8
1472,USA/VA-CDC-LC0033058/2021,2021-03-18,B.1,609907,1,2,12,True,True,True,True,True,25844,25421,25845,274405,30772,B.1.2,B.1,30772,2020-03-16,1.0,326.6211859838275
1473,USA/VA-CDC-LC0033167/2021,2021-03-18,B.1.533,609911,1,5,17,False,False,True,True,False,1348,1060,1349,548373,274405,B.1.1.519,B.1.2,179,2020-02-20,15.0,391.2
1474,USA/VA-CDC-LC0033167/2021,2021-03-18,B.1.533,609911,1,5,17,False,False,True,True,False,9565,8084,9566,274405,598564,B.1.2,B.1.1.519,179,2020-02-20,0.0,391.2
1475,USA/VA-CDC-LC0033167/2021,2021-03-18,B.1.533,609911,1,5,17,False,False,True,True,False,12400,11239,12401,598564,274405,B.1.1.519,B.1.2,179,2020-02-20,0.0,391.2
1476,USA/VA-CDC-LC0033167/2021,2021-03-18,B.1.533,609911,1,5,17,False,False,True,True,False,25844,25421,25845,274405,499849,B.1.2,B.1.1.519,179,2020-02-20,16.0,391.2
1477,USA/WI-CDC-LC0033282/2021,2021-03-18,B.1.1.7,610051,1,2,5,True,True,True,True,False,27972,27926,27973,402609,464277,B.1.1.7,B.1.526,179,2020-02-20,37.0,376.8
1478,Belgium/UZA-UA-CV0639012960/2021,2021-03-19,B.1.1.7,611056,1,2,6,True,True,True,True,True,25844,24092,25845,445484,300850,B.1.1.7,B.1.1.7,64513,2020-09-14,2.0,167.87499999999997
1479,Belgium/UZA-UA-CV2010036020/2021,2021-03-19,B.1.1.7,611060,1,2,6,False,True,True,True,True,15963,15280,15964,525740,387615,Unknown (R),B.1.1.7,3526,2020-03-19,8.0,349.32
1480,England/ALDP-1442724/2021,2021-03-19,B.1.1.7,611368,1,2,3,True,True,True,True,False,26491,25625,26492,248599,219665,B.1.1.7,B.1.1.7,43626,2020-08-29,9.0,156.65
1481,Germany/NW-RKI-I-060872/2021,2021-03-19,B.1.1.7,613178,1,2,7,True,True,True,True,False,28271,28112,28272,480879,246932,B.1.1.7,B.1.575,179,2020-02-20,16.0,379.4
1482,Netherlands/OV-RIVM-21982/2021,2021-03-19,B.1,614226,2,2,3,True,True,True,True,False,25563,23665,25564,360922,491030,B.1,B.1.351,179,2020-02-20,9.0,364.2
1483,Slovakia/UKBA-2496/2021,2021-03-19,B.1.1.351,614779,3,2,10,True,True,True,True,True,11417,10324,11418,188527,428316,B.1.1.351,B.1.1.351,72076,2020-08-19,0.0,192.52678571428572
1484,Slovenia/08-073881-MB/2021,2021-03-19,B.1.1.7,614810,1,2,6,True,True,True,True,True,16176,15599,16177,503307,342046,Unknown (R),B.1.1.7,179,2020-02-20,0.0,379.88
1485,Slovenia/17-030432-CE/2021,2021-03-19,B.1.258.17,614848,7,2,7,True,True,True,True,True,28048,25414,28049,587402,153860,B.1.258.17,B.1.1.7,179,2020-02-20,0.0,390.6
1486,Spain/CT-HUVH-E06676/2021,2021-03-19,B.1.1.7,614949,1,2,5,True,True,True,True,True,28111,27556,28112,402799,591638,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,173.53
1487,Switzerland/SO-ETHZ-550826/2021,2021-03-19,B.1.1.7,615410,1,2,18,True,True,True,True,True,24914,24507,24915,339776,427308,Unknown (R),B.1.1.7,179,2020-02-20,0.0,373.0
1488,Turkey/HSGM-15550/2021,2021-03-19,B.1.1.28,615468,2,3,31,False,True,True,True,False,23012,22814,23013,339411,610369,B.1,P.1.1,5867,2020-02-22,7.0,365.93938
1489,Turkey/HSGM-15550/2021,2021-03-19,B.1.1.28,615468,2,3,31,False,True,True,True,False,26149,25089,26150,610369,217878,P.1.1,Unknown (R),5867,2020-02-22,7.0,365.93938
1490,USA/CA-CDC-FG-011136/2021,2021-03-19,B.1.427,615708,4,2,5,True,True,True,True,True,20160,18952,20161,605771,190809,B.1.427,B.1.427,190809,2020-12-05,0.0,59.22
1491,USA/FL-BPHL-1792/2021,2021-03-19,R.1,616127,1,2,9,True,True,True,True,True,27972,27214,27973,569041,556845,R.1,B.1,179,2020-02-20,0.0,387.4
1492,USA/FL-CDC-FG-013486/2021,2021-03-19,B.1.526,616233,37,2,7,True,True,True,True,False,28311,28272,28312,369094,533535,B.1.526,B.1.575,6502,2020-03-10,21.0,362.0778632546769
1493,USA/FL-CDC-LC0029429/2021,2021-03-19,B.1.1,616319,3,2,8,False,True,True,True,True,12484,11118,12485,157276,189196,B.1,B.1.1.519,179,2020-02-20,9.0,328.9909375
1494,USA/FL-CDC-LC0029582/2021,2021-03-19,B.1.1.519,616322,2,2,8,False,True,True,True,True,12484,11118,12485,454397,542517,B.1,B.1.1.519,179,2020-02-20,6.0,369.9581875
1495,USA/IL-CDC-LC0032813/2021,2021-03-19,B.1.1,616578,5,3,12,False,True,True,True,False,5388,4587,5389,548921,598704,B.1.1.7,B.1.1.519,179,2020-02-20,0.0,391.4
1496,USA/IL-CDC-LC0032813/2021,2021-03-19,B.1.1,616578,5,3,12,False,True,True,True,False,16176,15280,16177,598704,289762,B.1.1.519,Unknown (R),179,2020-02-20,13.0,391.4
1497,USA/IL-CDC-LC0033257/2021,2021-03-19,B.1,616584,1,2,6,True,True,True,True,False,28472,28433,28473,608412,30772,B.1.427,B.1,1484,2020-03-08,10.0,375.45714285714286
1498,USA/IN-CDC-LC0032800/2021,2021-03-19,B.1.1,616641,2,2,11,False,True,True,True,True,23709,23605,23710,537879,21549,B.1.1.7,B.1,179,2020-02-20,10.0,385.8
1499,USA/IN-CDC-LC0032949/2021,2021-03-19,B.1.429,616655,1,2,5,True,True,True,True,False,25916,24350,25917,567803,402876,B.1.429,B.1.1.220,112084,2020-05-13,11.0,306.6
1500,USA/KY-CDC-LC0032638/2021,2021-03-19,B.1.2,616700,1,2,16,False,True,True,True,True,27964,27795,27965,175985,598750,B.1.2,B.1.2,179,2020-02-20,25.0,391.4
1501,USA/MA-CDC-ASC210014322/2021,2021-03-19,B.1.433,616722,1,2,5,True,True,True,True,True,6198,5185,6199,171453,492674,B.1.2,B.1.433,1484,2020-03-08,0.0,363.45714285714286
1502,USA/MD-CDC-LC0033271/2021,2021-03-19,B.1.1.7,616816,5,2,6,True,True,True,True,False,27925,24915,27926,291044,464283,B.1.1.7,B.1,179,2020-02-20,15.0,377.0
1503,USA/MN-CDC-IBX374556398820/2021,2021-03-19,B.1.1.7,617054,3,2,16,False,True,True,True,True,12878,12101,12879,348564,417547,B.1.429,B.1.1.7,179,2020-02-20,9.0,371.4
1504,USA/NC-CDC-LC0033239/2021,2021-03-19,B.1.2,617180,1,2,10,False,True,True,True,True,14805,8150,14806,30312,247580,B.1.2,B.1.2,21563,2020-03-22,7.0,279.23548079514825
1505,USA/NY-PRL-2021_03_22_00F07/2021,2021-03-19,B.1.1.7,617483,1,3,17,False,False,False,False,False,5388,3268,5389,468505,557674,B.1.1.7,Unknown,1,2019-12-26,,445.8
1506,USA/NY-PRL-2021_03_22_00F07/2021,2021-03-19,B.1.1.7,617483,1,3,17,False,False,False,False,False,11750,8783,11751,557674,578747,Unknown,B.1.1.7,1,2019-12-26,,445.8
1507,USA/VA-CDC-LC0033071/2021,2021-03-19,B.1.2,617897,1,2,11,False,False,False,False,False,21801,19131,21802,402077,609336,B.1.2,B.1.637,1484,2020-03-08,,375.45714285714286
1508,Germany/NW-RKI-I-065416/2021,2021-03-20,B.1.1.7,621165,1,2,5,True,True,True,True,False,28048,27707,28049,239230,594624,B.1.1.7,B.1.1.7,67434,2020-10-04,10.0,164.6
1509,Netherlands/GE-RIVM-21169/2021,2021-03-20,B.1.533,621665,1,2,8,False,True,True,True,False,27870,26731,27871,614226,166902,Unknown (R),B.1.375,1484,2020-03-08,18.0,353.41714285714284
1510,Spain/GA-CHUVI-19241170/2021,2021-03-20,B.1.525,622365,2,2,7,True,True,True,True,False,29728,29544,29729,550481,1196,B.1.525,A.1,1,2019-12-26,33.0,443.6
1511,USA/CA-CDC-LC0033921/2021,2021-03-20,B.1.429,622861,1,2,7,False,True,True,True,True,10078,4753,10079,190771,522732,B.1.429,B.1.429,112047,2020-10-27,2.0,134.525
1512,USA/CA-CDC-LC0033989/2021,2021-03-20,A.2.5,622867,1,3,15,True,True,True,True,True,25979,25614,25980,239326,568849,Unknown,B.1.1.519,1,2019-12-26,0.0,439.55561279296876
1513,USA/CA-CDC-LC0033989/2021,2021-03-20,A.2.5,622867,1,3,15,True,True,True,True,True,28863,28658,28864,568849,159175,B.1.1.519,A.2.5,1,2019-12-26,0.0,439.55561279296876
1514,USA/CA-CDC-LC0034126/2021,2021-03-20,B.1.1,622879,19,2,10,False,False,False,False,False,26681,26203,26682,491875,218652,Unknown (R),B.1.429,179,2020-02-20,,354.15999999999997
1515,USA/IL-CDC-LC0032703/2021,2021-03-20,B.1.1,623509,1,2,11,False,True,True,True,False,16830,11118,16831,616321,589186,B.1.1.519,B.1.1.519,189196,2020-12-29,16.0,80.21132812500001
1516,USA/IL-CDC-LC0032845/2021,2021-03-20,B.1.1.519,623514,1,2,3,True,True,True,True,False,3122,937,3123,19055,577689,B.1,B.1.1.519,179,2020-02-20,24.0,390.0
1517,USA/KY-CDC-LC0032627/2021,2021-03-20,B.1,623586,1,3,9,False,True,True,False,False,21757,19840,21758,556829,459300,B.1,B.1.1.316,179,2020-02-20,,387.6
1518,USA/KY-CDC-LC0032627/2021,2021-03-20,B.1,623586,1,3,9,False,True,True,False,False,26681,25564,26682,459300,505689,B.1.1.316,B.1.427,179,2020-02-20,,387.6
1519,USA/KY-CDC-LC0032897/2021,2021-03-20,B.1.1.7,623593,1,2,4,True,True,True,True,True,28977,28870,28978,616628,589352,B.1.1.7,B.1.2,179,2020-02-20,0.0,393.2
1520,USA/NV-NSPHL-352333/2021,2021-03-20,B.1.2,624169,1,2,7,False,True,True,True,True,12513,11196,12514,33849,475241,B.1.2,B.1.2,21563,2020-03-22,6.0,348.56743935309976
1521,USA/NY-PRL-2021_03_22_01D03/2021,2021-03-20,B.1.1.7,624246,1,2,11,True,True,True,True,False,23012,17763,23013,578526,485405,B.1.1.7,Unknown,179,2020-02-20,4.0,390.0
1522,USA/NY-PRL-2021_03_22_01D22/2021,2021-03-20,B.1,624250,1,2,6,True,True,True,True,True,27925,25564,27926,562775,532705,B.1,B.1.1.7,179,2020-02-20,0.0,388.4
1523,USA/NY-PRL-2021_03_22_01E03/2021,2021-03-20,B.1,624259,8,2,11,False,True,True,True,False,27925,27601,27926,491875,525540,Unknown (R),B.1.526,179,2020-02-20,25.0,385.2
1524,USA/RI-CDC-LC0031236/2021,2021-03-20,P.1.12,624448,1,3,10,True,True,True,True,False,3828,1060,3829,376958,598341,B.1.2,P.1.17,179,2020-02-20,19.0,391.6
1525,USA/RI-CDC-LC0031236/2021,2021-03-20,P.1.12,624448,1,3,10,True,True,True,True,False,28869,28604,28870,598341,143458,P.1.17,B.1.526,179,2020-02-20,10.0,391.6
1526,USA/TN-CDC-LC0032396/2021,2021-03-20,B.1.575,624482,2,2,12,True,True,True,True,True,10029,6955,10030,600774,291010,B.1,B.1.575,179,2020-02-20,0.0,354.0
1527,USA/WA-UW-67966/2021,2021-03-20,B.1.2,624706,1,2,9,False,True,True,True,False,18424,15241,18425,408940,215479,B.1,Unknown (R),1434,2020-03-10,4.0,309.5534537346277
1528,USA/WV-CDC-LC0032702/2021,2021-03-20,B.1.2,624774,1,2,11,True,False,False,False,False,27964,26919,27965,618438,598638,B.1.2,B.1.2,179,2020-02-20,,391.6
1529,Austria/CeMM6633/2021,2021-03-21,B.1,625271,1,2,4,True,True,True,True,True,27800,26973,27801,485152,435709,B.1.1.7,B.1.258,179,2020-02-20,0.0,374.2
1530,CzechRepublic/174069-21sc/2021,2021-03-21,B.1.1.7,625373,80,2,5,True,True,True,True,True,26453,20149,26454,486660,580396,B.1.1.7,B.1.1.7,486660,2021-01-11,0.0,65.41414141414143
1531,CzechRepublic/178695-21sc/2021,2021-03-21,B.1.1.7,625376,49,2,6,True,True,True,True,True,26453,20149,26454,580426,580396,B.1.1.7,B.1.1.7,486660,2021-01-11,0.0,65.41414141414143
1532,CzechRepublic/178664-21sc/2021,2021-03-21,B.1.1.7,625381,3,2,12,False,False,False,False,False,26453,20149,26454,580427,580396,B.1.1.7,B.1.1.7,486660,2021-01-11,,65.41414141414143
1533,CzechRepublic/178671-21sc/2021,2021-03-21,B.1.1.7,625383,12,2,15,False,False,False,False,False,26453,20149,26454,178815,580396,B.1.1.7,B.1.1.7,178815,2020-12-26,,81.86666666666667
1534,CzechRepublic/178690-21sc/2021,2021-03-21,B.1.1.7,625386,1,2,14,True,False,False,False,False,26453,20149,26454,312784,580396,B.1.1.7,B.1.1.7,178815,2020-12-26,,81.86666666666667
1535,CzechRepublic/178713-21sc/2021,2021-03-21,B.1.1.7,625388,1,3,9,True,True,True,True,True,16293,14268,16294,469573,611106,B.1.1.7,B.1.1.7,178815,2020-12-26,0.0,84.26666666666668
1536,CzechRepublic/178713-21sc/2021,2021-03-21,B.1.1.7,625388,1,3,9,True,True,True,True,True,26453,20149,26454,611106,580396,B.1.1.7,B.1.1.7,486660,2021-01-11,0.0,67.81414141414143
1537,Germany/NW-RKI-I-060810/2021,2021-03-21,B.1.1.7,627650,1,2,8,False,True,True,True,True,14676,14121,14677,398833,342196,B.1.1.7,B.1.1.7,64513,2020-09-14,14.0,162.67499999999998
1538,Germany/SN-RKI-I-052512/2021,2021-03-21,B.1.1.7,627711,1,3,30,False,False,False,False,False,20677,15097,20678,337836,488624,B.1.1.7,B.1.1.7,64513,2020-09-14,,177.87499999999997
1539,Germany/SN-RKI-I-052512/2021,2021-03-21,B.1.1.7,627711,1,3,30,False,False,False,False,False,21622,20958,21623,488624,519977,B.1.1.7,B.1.1.7,178815,2020-12-26,,75.46666666666667
