recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,oldest_child,oldest_child_pango,oldest_child_scorpio,oldest_child_time,oldest_child_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,is_rebar_recombinant,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4,k1000_muts
602056,ERR7092782,6,1,1,20759,21714,1,COVID-ARTIC-V3,3,2021-10-05,614593dd99,2,AY.120,Delta (B.1.617.2-like),507.891229973178,2021-10-02,602055,AY.120,Delta (B.1.617.2-like),504.0,2021-10-05,409922,AY.120,Delta (B.1.617.2-like),559.0000000003001,2021-08-11,583956,AY.4,Delta (AY.4-like),510.0,2021-09-29,602055,AY.120,Delta (B.1.617.2-like),504.0,2021-10-05,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,2,6,4,True,6
1197908,SRR20537517,1,1,1,15010,21721,1,COVID-ARTIC-V4.1,.,2022-04-09,791ba308fb,2,BA.2.12.1,Omicron (BA.2-like),322.70911688018936,2022-04-05,1197907,BA.2.12.1,Omicron (BA.2-like),318.0,2022-04-09,1160407,BA.2,Omicron (BA.2-like),338.0,2022-03-20,1115252,BA.2.12.1,Omicron (BA.2-like),396.0000000002002,2022-01-21,1197907,BA.2.12.1,Omicron (BA.2-like),318.0,2022-04-09,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,False,2,5,6,True,6
1288801,ERR9934875,2,1,1,16093,21721,1,COVID-ARTIC-V4.1,4.1alt,2022-07-04,d1808f6813,2,BA.5.1,Omicron (BA.5-like),236.28295634315177,2022-06-30,1288800,BA.5.1,Omicron (BA.5-like),232.0,2022-07-04,1191359,BA.2.12.1,Omicron (BA.2-like),339.42333056990697,2022-03-19,1267716,BA.5.1,Omicron (BA.5-like),253.0,2022-06-13,1288800,BA.5.1,Omicron (BA.5-like),232.0,2022-07-04,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,11,18,True,10
1258847,SRR19942335,1,1,1,15010,21721,1,COVID-ARTIC-V4.1,.,2022-06-05,12203c8949,2,BA.2,Omicron (BA.2-like),280.2776859546078,2022-05-17,1258846,BA.2,Omicron (BA.2-like),261.0,2022-06-05,1177585,BA.2.12.1,Omicron (BA.2-like),362.6550290845126,2022-02-24,1153256,BA.2,Omicron (BA.2-like),341.0,2022-03-17,1258846,BA.2,Omicron (BA.2-like),261.0,2022-06-05,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,True,2,5,6,True,5
1257342,SRR19941578,1,1,1,14098,21721,0,COVID-ARTIC-V4.1,.,2022-06-03,93eaad990d,2,BA.2.12.1,Omicron (BA.2-like),299.54384154275743,2022-04-28,1257341,BA.2.12.1,Omicron (BA.2-like),263.0,2022-06-03,1163249,BA.2,Omicron (BA.2-like),337.0000000001,2022-03-21,1236467,BA.2.12.1,Omicron (BA.2-like),396.0000000003002,2022-01-21,1257341,BA.2.12.1,Omicron (BA.2-like),263.0,2022-06-03,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,True,2,6,5,True,5
1296795,SRR21572245,2,1,1,17635,21721,1,COVID-ARTIC-V4.1,.,2022-07-08,b805828930,2,BA.5.1,Omicron (BA.5-like),238.11916214408544,2022-06-28,1296794,BA.5.1,Omicron (BA.5-like),228.0,2022-07-08,1187543,BA.2.12.1,Omicron (BA.2-like),326.0,2022-04-01,1272018,BA.5.1,Omicron (BA.5-like),249.0,2022-06-17,1296794,BA.5.1,Omicron (BA.5-like),228.0,2022-07-08,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,7,15,True,6
1318288,SRR21042659,2,1,1,20017,21721,1,COVID-ARTIC-V4.1,.,2022-07-24,7f6999dcf5,2,BA.2.12.1,Omicron (BA.2-like),222.44037683905967,2022-07-14,1318287,BA.2.12.1,Omicron (BA.2-like),212.0,2022-07-24,1254318,BA.5.5,Omicron (BA.5-like),266.0,2022-05-31,1269515,BA.2.12.1,Omicron (BA.2-like),251.0,2022-06-15,1318287,BA.2.12.1,Omicron (BA.2-like),212.0,2022-07-24,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,5,17,True,6
1267873,SRR19920005,1,1,1,18789,21721,1,COVID-ARTIC-V4.1,.,2022-06-13,8d4807b64c,2,BA.2.12.1,Omicron (BA.2-like),273.5242117425427,2022-05-24,1267872,BA.2.12.1,Omicron (BA.2-like),253.0,2022-06-13,1223558,BE.1,Omicron (BA.5-like),357.00002169176776,2022-03-01,1232172,BA.2.12.1,Omicron (BA.2-like),328.0,2022-03-30,1267872,BA.2.12.1,Omicron (BA.2-like),253.0,2022-06-13,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,7,9,15,True,6
1383149,ERR10380693,1,1,1,16395,21721,2,COVID-ARTIC-V4.1,4.1alt,2022-09-29,5eb281bd4b,2,BA.5.1.30,Omicron (BA.5-like),149.1753054902723,2022-09-25,1383148,BA.5.1.30,Omicron (BA.5-like),145.0,2022-09-29,1246966,BG.5,Omicron (BA.2-like),300.6410165782479,2022-04-27,1372802,BA.5.1.30,Omicron (BA.5-like),158.0,2022-09-16,1383148,BA.5.1.30,Omicron (BA.5-like),145.0,2022-09-29,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,7,10,17,True,7
961285,ERR8142475,1,1,1,21619,21762,2,COVID-ARTIC-V4.1,4.1alt,2022-01-18,f86f2493de,2,BA.1,Omicron (Unassigned),407.7127020524399,2022-01-10,961284,BA.1,Omicron (Unassigned),399.0,2022-01-18,852184,AY.4,Delta (AY.4-like),444.0,2021-12-04,899100,BA.1,Omicron (BA.1-like),431.0000000002,2021-12-17,961284,BA.1,Omicron (Unassigned),399.0,2022-01-18,59,B.1,.,1120.016020087101,2020-01-28,True,6,27,57,True,26
1293317,SRR21198605,2,1,1,21571,21765,2,COVID-ARTIC-V4.1,.,2022-07-06,51e5900233,2,BA.2,Omicron (BA.2-like),241.10289667679555,2022-06-25,1293316,BA.2,Omicron (BA.2-like),230.0,2022-07-06,1212768,BA.2.12.1,Omicron (BA.2-like),308.0000000001,2022-04-19,1264558,BA.4,Omicron (BA.5-like),256.0,2022-06-10,1293316,BA.2,Omicron (BA.2-like),230.0,2022-07-06,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,4,10,7,True,8
1401612,ERR10481476,1,1,1,20236,21765,3,COVID-ARTIC-V4.1,4.1alt,2022-10-28,65b457dadc,2,BA.2,Omicron (BA.2-like),125.21890110727657,2022-10-19,1401611,BA.2,Omicron (BA.2-like),116.0,2022-10-28,1371140,BQ.1.10,Omicron (BA.5-like),159.0000000001,2022-09-15,1349659,BN.1.3,Omicron (BA.2-like),182.0000000005,2022-08-23,1401611,BA.2,Omicron (BA.2-like),116.0,2022-10-28,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,13,16,27,True,18
1432902,ERR10921923,2,1,1,20742,21765,3,COVID-ARTIC-V4.1,.,2023-02-02,ef73940c5b,2,BA.2,Omicron (BA.2-like),37.23086774348898,2023-01-15,1432901,BA.2,Omicron (BA.2-like),19.0,2023-02-02,1404145,BQ.1.1.29,Omicron (BA.5-like),112.0,2022-11-01,1410508,CH.1.1.1,Omicron (BA.2-like),129.18576540363998,2022-10-15,1432901,BA.2,Omicron (BA.2-like),19.0,2023-02-02,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,18,23,24,True,25
122444,ERR5308556,39,1,1,20411,21765,0,COVID-ARTIC-V3,3,2021-01-30,a84217a395,2,XA,.,769.0,2021-01-13,122443,XA,.,752.0,2021-01-30,78638,B.1.177.18,.,796.0,2020-12-17,99722,B.1.1.7,Alpha (B.1.1.7-like),769.0000000002001,2021-01-13,122443,XA,.,752.0,2021-01-30,59,B.1,.,1120.016020087101,2020-01-28,True,4,19,26,True,16
1277345,ERR9909297,1,1,1,18569,21765,2,COVID-ARTIC-V4.1,4.1alt,2022-06-24,4338508b65,2,BA.5.1,Omicron (BA.5-like),246.21937124438256,2022-06-20,1277344,BA.5.1,Omicron (BA.5-like),242.0,2022-06-24,1263949,BA.2,Omicron (BA.2-like),257.0,2022-06-09,1267548,BA.5.1,Omicron (BA.5-like),253.0,2022-06-13,1277344,BA.5.1,Omicron (BA.5-like),242.0,2022-06-24,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,True,3,6,14,True,7
1431988,ERR10931828,1,1,1,19887,21811,2,COVID-ARTIC-V4.1,4.1alt,2023-01-29,efa2dbff27,2,CH.1.1,Omicron (BA.2-like),27.08885892821235,2023-01-25,1431987,CH.1.1,Omicron (BA.2-like),23.0,2023-01-29,1427718,CH.1.1.1,Omicron (BA.2-like),40.0,2023-01-12,1388819,CH.1.1,Omicron (BA.2-like),189.20900268414272,2022-08-16,1431987,CH.1.1,Omicron (BA.2-like),23.0,2023-01-29,1393081,CH.1.1,Omicron (BA.2-like),206.5669669789841,2022-07-30,True,1,5,4,True,6
371112,SRR16073857,2,1,1,15238,21846,0,COVID-ARTIC-V3,.,2021-07-29,270ae17580,2,AY.5,Delta (B.1.617.2-like),586.7204941323668,2021-07-15,371111,AY.5,Delta (B.1.617.2-like),572.0,2021-07-29,365935,AY.42,Delta (B.1.617.2-like),589.7142948372668,2021-07-12,330679,AY.5,Delta (B.1.617.2-like),662.1378003645661,2021-04-30,371111,AY.5,Delta (B.1.617.2-like),572.0,2021-07-29,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,True,2,7,10,True,7
493884,ERR6776271,1,1,1,20452,21846,2,COVID-ARTIC-V3,3,2021-09-07,1ab8017894,2,AY.120,Delta (B.1.617.2-like),538.3344534427348,2021-09-01,493883,AY.120,Delta (B.1.617.2-like),532.0,2021-09-07,393234,AY.120,Delta (B.1.617.2-like),565.0000000001,2021-08-05,468248,AY.9,Delta (B.1.617.2-like),539.0000000001,2021-08-31,493883,AY.120,Delta (B.1.617.2-like),532.0,2021-09-07,220186,B.1.617.2,Delta (B.1.617.2-like),932.8220700506456,2020-08-03,True,2,23,8,True,7
413359,ERR6557788,1,1,1,13502,21846,0,COVID-ARTIC-V3,3,2021-08-12,001aef93d3,2,AY.122,Delta (B.1.617.2-like),561.0,2021-08-09,413358,AY.122,Delta (B.1.617.2-like),558.0,2021-08-12,372855,AY.122,Delta (B.1.617.2-like),571.0000000001,2021-07-30,404366,AY.4,Delta (AY.4-like),561.0000000002001,2021-08-09,413358,AY.122,Delta (B.1.617.2-like),558.0,2021-08-12,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,7,9,True,7
26465,ERR4615866,54,1,1,15325,21855,1,COVID-ARTIC-V3,3,2020-08-24,dccf6a6ff6,2,B.1.221,.,962.2010395799508,2020-07-04,26464,B.1.221,.,911.0000000001,2020-08-24,22349,B.1.177,.,996.1112719715976,2020-05-31,26085,B.1.221,.,998.0429178973664,2020-05-29,27946,B.1.221,.,932.6180925684756,2020-08-03,59,B.1,.,1120.016020087101,2020-01-28,True,2,4,10,True,6
376350,ERR6495160,42,1,1,19678,21893,3,COVID-AMPLISEQ-V1,3,2021-07-31,ca329a6b5b,2,AY.125,Delta (B.1.617.2-like),589.0000000003001,2021-07-12,376349,AY.125,Delta (B.1.617.2-like),570.0,2021-07-31,328710,AY.125,Delta (B.1.617.2-like),589.0000000004002,2021-07-12,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,411764,AY.125,Delta (B.1.617.2-like),589.0000000002001,2021-07-12,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,10,0,False,8
439722,ERR6625783,3,1,1,14015,21897,2,COVID-AMPLISEQ-V1,3,2021-08-23,2f99a2bc97,2,AY.44,Delta (B.1.617.2-like),556.2478510270533,2021-08-14,439721,AY.44,Delta (B.1.617.2-like),547.0,2021-08-23,373699,AY.44,Delta (B.1.617.2-like),571.0,2021-07-30,257164,AY.25,Delta (B.1.617.2-like),658.0000000004002,2021-05-04,439721,AY.44,Delta (B.1.617.2-like),547.0,2021-08-23,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,6,5,True,6
695155,ERR7298175,4,1,1,21669,21995,1,COVID-ARTIC-V4.1,4,2021-10-30,0ce92b8985,2,AY.4.2,Delta (AY.4.2-like),492.4560092308077,2021-10-17,695154,AY.4.2,Delta (AY.4.2-like),479.0,2021-10-30,660594,AY.4,Delta (AY.4-like),515.4012779075325,2021-09-24,468367,AY.4.2.1,Delta (AY.4.2-like),557.2447927768052,2021-08-13,695154,AY.4.2,Delta (AY.4.2-like),479.0,2021-10-30,240659,AY.4,Delta (AY.4-like),745.6495026090772,2021-02-06,False,2,7,7,True,5
1379419,ERR10381145,6,1,1,15452,22001,0,COVID-ARTIC-V4.1,4.1alt,2022-09-24,957f2b6d54,2,BA.2,Omicron (BA.2-like),160.48992541289445,2022-09-14,1379418,BA.2,Omicron (BA.2-like),150.0,2022-09-24,1068899,BA.2.1,Omicron (BA.2-like),371.0000000002,2022-02-15,1339793,BA.2.75.2,Omicron (BA.2-like),278.44515626899664,2022-05-19,1379418,BA.2,Omicron (BA.2-like),150.0,2022-09-24,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,True,3,6,14,True,6
631765,SRR16884056,1,1,1,13447,22026,1,COVID-AMPLISEQ-V1,.,2021-10-12,5a92c1988e,2,AY.118,Delta (B.1.617.2-like),507.0621261172683,2021-10-02,631764,AY.118,Delta (B.1.617.2-like),497.0,2021-10-12,526466,AY.118,Delta (B.1.617.2-like),525.0,2021-09-14,361102,AY.118,Delta (B.1.617.2-like),616.0,2021-06-15,631764,AY.118,Delta (B.1.617.2-like),497.0,2021-10-12,286962,AY.118,Delta (B.1.617.2-like),623.0000000007008,2021-06-08,False,0,7,1,False,7
630600,ERR7302687,20,1,1,21996,22026,1,COVID-ARTIC-V3,3,2021-10-12,e3d93d3ed1,2,AY.4.2,Delta (AY.4.2-like),524.0,2021-09-15,630599,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,527865,AY.4.2,Delta (AY.4.2-like),524.0000000001,2021-09-15,623987,AY.4.2,Delta (AY.4.2-like),596.8951998422367,2021-07-05,630599,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,3,1,False,5
758852,SRR20261338,1,1,1,21708,22026,3,COVID-AMPLISEQ-V1,.,2021-11-12,30c18eade0,2,AY.100,Delta (B.1.617.2-like),472.3064194989432,2021-11-06,758851,AY.100,Delta (B.1.617.2-like),466.0,2021-11-12,664148,AY.100,Delta (B.1.617.2-like),522.151548462051,2021-09-17,642584,AY.100,Delta (B.1.617.2-like),494.0,2021-10-15,758851,AY.100,Delta (B.1.617.2-like),466.0,2021-11-12,280335,AY.100,Delta (B.1.617.2-like),758.3329372069552,2021-01-24,False,0,10,-1,False,7
685497,SRR20246982,1,1,1,12773,22026,3,COVID-AMPLISEQ-V1,.,2021-10-27,0c435092dc,2,AY.113,Delta (B.1.617.2-like),488.78908946917807,2021-10-21,685496,AY.113,Delta (B.1.617.2-like),482.0,2021-10-27,641571,AY.113,Delta (B.1.617.2-like),494.0,2021-10-15,539394,AY.4,Delta (AY.4-like),611.0,2021-06-20,685496,AY.113,Delta (B.1.617.2-like),482.0,2021-10-27,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,2,10,-1,False,8
635291,SRR16883805,1,1,1,16645,22026,1,COVID-AMPLISEQ-V1,.,2021-10-13,dfee2a6f52,2,AY.39,Delta (B.1.617.2-like),503.0,2021-10-06,635290,AY.39,Delta (B.1.617.2-like),496.0,2021-10-13,607400,AY.39,Delta (B.1.617.2-like),503.0000000001,2021-10-06,294254,AY.39,Delta (B.1.617.2-like),644.0000000002003,2021-05-18,635290,AY.39,Delta (B.1.617.2-like),496.0,2021-10-13,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,6,1,False,7
448483,SRR15993873,1,1,1,20969,22026,0,COVID-AMPLISEQ-V1,.,2021-08-25,75dfc4e4e2,2,AY.116.1,Delta (B.1.617.2-like),550.0,2021-08-20,448482,AY.116.1,Delta (B.1.617.2-like),545.0,2021-08-25,432448,AY.116.1,Delta (B.1.617.2-like),550.0000000001,2021-08-20,309427,AY.4,Delta (AY.4-like),602.0,2021-06-29,448482,AY.116.1,Delta (B.1.617.2-like),545.0,2021-08-25,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,3,11,2,False,6
662281,ERR7301376,1,1,1,21996,22026,1,COVID-ARTIC-V3,3,2021-10-21,64abf836fd,2,AY.4.2,Delta (AY.4.2-like),497.4641843324205,2021-10-12,662280,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,597100,AY.4.2,Delta (AY.4.2-like),505.0,2021-10-04,623987,AY.4.2,Delta (AY.4.2-like),596.8951998422367,2021-07-05,662280,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,6,0,False,6
526313,SRR16350758,3,1,1,19963,22026,2,COVID-AMPLISEQ-V1,.,2021-09-14,91858a95f5,2,AY.100,Delta (B.1.617.2-like),549.6257519048186,2021-08-21,526312,AY.100,Delta (B.1.617.2-like),525.0,2021-09-14,501649,AY.100,Delta (B.1.617.2-like),573.0627554669361,2021-07-28,334366,AY.100,Delta (B.1.617.2-like),586.0000000002001,2021-07-15,542598,AY.100,Delta (B.1.617.2-like),548.0764892865425,2021-08-22,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,8,0,False,8
786106,SRR20178296,1,1,1,20737,22026,1,COVID-AMPLISEQ-V1,.,2021-11-18,d4bcec5ea3,2,AY.39,Delta (B.1.617.2-like),468.48672254973,2021-11-10,786105,AY.39,Delta (B.1.617.2-like),460.0,2021-11-18,682260,AY.39,Delta (B.1.617.2-like),483.0,2021-10-26,294254,AY.39,Delta (B.1.617.2-like),644.0000000002003,2021-05-18,786105,AY.39,Delta (B.1.617.2-like),460.0,2021-11-18,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,9,0,False,6
641140,ERR7320938,1,1,1,21996,22026,2,COVID-ARTIC-V3,3,2021-10-15,dfe702d375,2,AY.4.2,Delta (AY.4.2-like),501.93543657317616,2021-10-08,641139,AY.4.2,Delta (AY.4.2-like),494.0,2021-10-15,601892,AY.4.2,Delta (AY.4.2-like),504.0,2021-10-05,623987,AY.4.2,Delta (AY.4.2-like),596.8951998422367,2021-07-05,641139,AY.4.2,Delta (AY.4.2-like),494.0,2021-10-15,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,4,0,False,7
808674,SRR20264259,1,1,1,19152,22026,3,COVID-AMPLISEQ-V1,.,2021-11-23,63595bd676,2,AY.39,Delta (B.1.617.2-like),463.2968173243557,2021-11-15,808673,AY.39,Delta (B.1.617.2-like),455.0,2021-11-23,670122,AY.39,Delta (B.1.617.2-like),486.0000000001,2021-10-23,294254,AY.39,Delta (B.1.617.2-like),644.0000000002003,2021-05-18,808673,AY.39,Delta (B.1.617.2-like),455.0,2021-11-23,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,9,1,False,9
526178,SRR16287950,2,1,1,20570,22026,3,COVID-AMPLISEQ-V1,.,2021-09-14,4eb751e27c,2,AY.118,Delta (B.1.617.2-like),534.2373896754593,2021-09-05,526177,AY.118,Delta (B.1.617.2-like),525.0,2021-09-14,483383,AY.118,Delta (B.1.617.2-like),536.0,2021-09-03,361102,AY.118,Delta (B.1.617.2-like),616.0,2021-06-15,526177,AY.118,Delta (B.1.617.2-like),525.0,2021-09-14,286962,AY.118,Delta (B.1.617.2-like),623.0000000007008,2021-06-08,False,0,7,-1,False,8
669271,ERR7307485,2,1,1,21996,22026,1,COVID-ARTIC-V3,3,2021-10-23,1afcaa36cb,2,AY.4.2.1,Delta (AY.4.2-like),498.0,2021-10-11,669270,AY.4.2.1,Delta (AY.4.2-like),486.0,2021-10-23,543783,AY.4.2.1,Delta (AY.4.2-like),520.0000000001,2021-09-19,625849,AY.4.2.1,Delta (AY.4.2-like),498.0000000001,2021-10-11,669270,AY.4.2.1,Delta (AY.4.2-like),486.0,2021-10-23,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,4,1,False,6
650570,ERR7307567,1,1,1,17041,22026,1,COVID-ARTIC-V3,3,2021-10-18,b2a1af0109,2,AY.4,Delta (AY.4-like),502.5777631268595,2021-10-07,650569,AY.4,Delta (AY.4-like),491.0,2021-10-18,564437,AY.4,Delta (AY.4-like),515.0,2021-09-24,539394,AY.4,Delta (AY.4-like),611.0,2021-06-20,650569,AY.4,Delta (AY.4-like),491.0,2021-10-18,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,6,0,False,6
823326,SRR20180031,2,1,1,20506,22026,2,COVID-AMPLISEQ-V1,.,2021-11-27,56242606e2,2,AY.118,Delta (B.1.617.2-like),493.271879201398,2021-10-16,823325,AY.118,Delta (B.1.617.2-like),451.0,2021-11-27,786969,AY.118,Delta (B.1.617.2-like),494.8883052223905,2021-10-15,361102,AY.118,Delta (B.1.617.2-like),616.0,2021-06-15,834524,AY.118,Delta (B.1.617.2-like),492.940402514209,2021-10-17,290769,AY.118,Delta (B.1.617.2-like),665.8870494893438,2021-04-27,False,0,10,1,False,7
663542,SRR20259867,1,1,1,21725,22026,2,COVID-AMPLISEQ-V1,.,2021-10-21,129dcfebba,2,AY.39,Delta (B.1.617.2-like),489.0,2021-10-20,663541,AY.39,Delta (B.1.617.2-like),488.0,2021-10-21,660382,AY.39,Delta (B.1.617.2-like),489.0000000001,2021-10-20,294254,AY.39,Delta (B.1.617.2-like),644.0000000002003,2021-05-18,663541,AY.39,Delta (B.1.617.2-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,11,-1,False,7
496367,SRR16221704,5,2,1,19171,22026,3,COVID-AMPLISEQ-V1,.,2021-09-07,cfcec95fcb,3,B.1.617.2,Delta (B.1.617.2-like),551.4254183888321,2021-08-19,496365,B.1.617.2,Delta (B.1.617.2-like),532.0,2021-09-07,342295,B.1.617.2,Delta (B.1.617.2-like),676.6696234919492,2021-04-16,309427,AY.4,Delta (AY.4-like),602.0,2021-06-29,626240,B.1.617.2,Delta (B.1.617.2-like),535.1177803426649,2021-09-04,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,True,1,6,1,False,7
662437,ERR7316999,9,1,1,21996,22026,1,COVID-ARTIC-V3,3,2021-10-21,ca3999af35,2,AY.4.2.2,Delta (AY.4.2-like),497.0000000002,2021-10-12,662436,AY.4.2.2,Delta (AY.4.2-like),488.0,2021-10-21,629050,AY.4.2.2,Delta (AY.4.2-like),497.0000000003,2021-10-12,627815,AY.4.2.2,Delta (AY.4.2-like),532.6633782690716,2021-09-07,682514,AY.4.2.2,Delta (AY.4.2-like),497.0000000001,2021-10-12,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,0,4,2,False,6
857833,SRR20186970,1,1,1,21262,22026,3,COVID-AMPLISEQ-V1,.,2021-12-05,24c6c1557b,2,AY.39.1,Delta (B.1.617.2-like),459.29586695989127,2021-11-19,857832,AY.39.1,Delta (B.1.617.2-like),443.0,2021-12-05,664297,AY.39.1,Delta (B.1.617.2-like),512.6433928475035,2021-09-27,294254,AY.39,Delta (B.1.617.2-like),644.0000000002003,2021-05-18,857832,AY.39.1,Delta (B.1.617.2-like),443.0,2021-12-05,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,1,6,1,False,7
659159,ERR7317074,1,1,1,22007,22026,1,COVID-ARTIC-V3,3,2021-10-20,3178a0f8b3,2,AY.5,Delta (B.1.617.2-like),505.9203192209529,2021-10-04,659158,AY.5,Delta (B.1.617.2-like),489.0,2021-10-20,503596,AY.5,Delta (B.1.617.2-like),530.0,2021-09-09,539394,AY.4,Delta (AY.4-like),611.0,2021-06-20,659158,AY.5,Delta (B.1.617.2-like),489.0,2021-10-20,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,5,-1,False,6
854308,SRR20186826,1,1,1,22001,22026,1,COVID-AMPLISEQ-V1,.,2021-12-04,c72587d992,2,AY.20,Delta (B.1.617.2-like),452.394057698444,2021-11-26,854307,AY.20,Delta (B.1.617.2-like),444.0,2021-12-04,785606,AY.20,Delta (B.1.617.2-like),460.0,2021-11-18,466769,AY.20,Delta (B.1.617.2-like),540.0,2021-08-30,854307,AY.20,Delta (B.1.617.2-like),444.0,2021-12-04,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,12,-1,False,7
635304,SRR16883831,1,1,1,10616,22026,2,COVID-AMPLISEQ-V1,.,2021-10-13,f72f7a1022,2,AY.100,Delta (B.1.617.2-like),500.0,2021-10-09,635303,AY.100,Delta (B.1.617.2-like),496.0,2021-10-13,620041,AY.100,Delta (B.1.617.2-like),500.0000000001,2021-10-09,409690,AY.100,Delta (B.1.617.2-like),586.0000000001,2021-07-15,635303,AY.100,Delta (B.1.617.2-like),496.0,2021-10-13,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,5,-1,False,7
645408,SRR20254651,1,1,1,19973,22026,0,COVID-AMPLISEQ-V1,.,2021-10-16,c7d2d52b24,2,AY.34.1,Delta (B.1.617.2-like),495.0,2021-10-14,645407,AY.34.1,Delta (B.1.617.2-like),493.0,2021-10-16,638874,AY.34.1,Delta (B.1.617.2-like),495.0000000001,2021-10-14,631734,AY.34.1,Delta (B.1.617.2-like),497.0,2021-10-12,645407,AY.34.1,Delta (B.1.617.2-like),493.0,2021-10-16,435583,AY.34.1,Delta (B.1.617.2-like),549.0,2021-08-21,False,0,5,1,False,5
720731,SRR19931460,1,1,1,18109,22026,0,COVID-AMPLISEQ-V1,.,2021-11-04,83fb48cb0a,2,AY.100,Delta (B.1.617.2-like),476.0,2021-11-02,720730,AY.100,Delta (B.1.617.2-like),474.0,2021-11-04,710878,AY.100,Delta (B.1.617.2-like),476.0000000001,2021-11-02,642584,AY.100,Delta (B.1.617.2-like),494.0,2021-10-15,720730,AY.100,Delta (B.1.617.2-like),474.0,2021-11-04,280335,AY.100,Delta (B.1.617.2-like),758.3329372069552,2021-01-24,False,0,11,1,False,5
611930,SRR16780510,2,1,1,21953,22026,3,COVID-AMPLISEQ-V1,.,2021-10-07,eb80410236,2,AY.113,Delta (B.1.617.2-like),511.41684199855393,2021-09-28,611929,AY.113,Delta (B.1.617.2-like),502.0,2021-10-07,496918,AY.113,Delta (B.1.617.2-like),532.0,2021-09-07,539394,AY.4,Delta (AY.4-like),611.0,2021-06-20,611929,AY.113,Delta (B.1.617.2-like),502.0,2021-10-07,238065,AY.4,Delta (AY.4-like),838.2123234434878,2020-11-05,False,2,9,0,False,7
