,position,num_mutations
5048,5151,15
5049,5152,29
5050,5153,1
5051,5154,1
5052,5155,48
5053,5156,8
5054,5157,93
5055,5158,29
5056,5159,22
5057,5160,3
5058,5161,22
5059,5162,8
5060,5163,16
5061,5164,45
5062,5165,8
5063,5166,6
5064,5167,62
5065,5168,2
5066,5169,1
5067,5170,80
5068,5171,32
5069,5172,8
5070,5173,191
5071,5174,15
5072,5175,235
5073,5176,10
5074,5177,18
5075,5178,166
5076,5179,38
5077,5180,53
5078,5181,3
5079,5182,56
5080,5183,388
5081,5184,338
5082,5185,7
5083,5186,8
5084,5187,1
5085,5188,6
5086,5189,2
5087,5190,1
5088,5191,4
5089,5192,307
5090,5193,7
5091,5194,142
5092,5195,3
5093,5197,2
5094,5198,0
5095,5199,2
5096,5200,21
5097,5201,2
5098,5202,2
5099,5203,90
5100,5204,6
5101,5205,4
5102,5206,121
5103,5207,2
5104,5208,3
5105,5209,28
5106,5210,17
5107,5211,30
5108,5212,25
5109,5213,19
5110,5214,2
5111,5215,9
5112,5216,0
5113,5217,13
5114,5218,60
5115,5219,27
5116,5220,15
5117,5221,206
5118,5222,5
5119,5223,13
5120,5224,17
5121,5225,7
5122,5226,24
5123,5227,22
5124,5228,5
5125,5229,38
5126,5230,412
5127,5231,1
5128,5232,3
5129,5234,24
5130,5235,12
5131,5236,31
5132,5237,0
5133,5238,1
5134,5239,414
5135,5240,49
5136,5241,69
5137,5242,13
5138,5243,3
5139,5244,6
5140,5245,7
5141,5246,15
5142,5247,1
5143,5248,31
5144,5249,12
5145,5250,38
5146,5251,13
5147,5252,7
5148,5253,14
5149,5254,5
5150,5255,8
5151,5256,0
5152,5258,2
5153,5259,89
5154,5260,282
5155,5261,3
5156,5262,3
5157,5263,8
5158,5264,12
5159,5265,2
5160,5266,7
5161,5267,3
5162,5268,10
5163,5269,22
5164,5270,1
5165,5271,0
5166,5272,0
5167,5273,37
5168,5274,40
5169,5275,36
5170,5276,14
5171,5277,21
5172,5278,67
5173,5279,5
5174,5280,6
5175,5281,54
5176,5282,0
5177,5283,1
5178,5284,540
5179,5285,0
5180,5286,0
5181,5287,12
5182,5288,4
5183,5289,1
5184,5290,39
5185,5291,7
5186,5292,0
5187,5293,29
5188,5294,26
5189,5295,2
5190,5296,60
5191,5297,9
5192,5298,37
5193,5299,19
5194,5300,36
5195,5301,311
5196,5302,26
5197,5303,17
5198,5304,0
5199,5305,78
5200,5306,25
5201,5307,1
5202,5308,12
5203,5309,17
5204,5310,341
5205,5311,14
5206,5312,50
5207,5313,0
5208,5314,86
5209,5315,0
5210,5316,0
5211,5317,9
5212,5318,1
5213,5319,0
5214,5320,9
5215,5321,19
5216,5323,6
5217,5324,2
5218,5325,3
5219,5326,57
5220,5327,12
5221,5328,2
5222,5329,12
5223,5330,1
5224,5331,3
5225,5332,18
5226,5333,3
5227,5334,1
5228,5335,10
5229,5336,3
5230,5337,20
5231,5338,107
5232,5339,245
5233,5340,21
5234,5341,11
5235,5342,11
5236,5343,28
5237,5344,25
5238,5345,8
5239,5346,18
5240,5347,39
5241,5348,57
5242,5349,1
5243,5350,10
5244,5351,1
5245,5352,4
5246,5353,24
5247,5354,3
5248,5355,0
5249,5356,15
5250,5357,6
5251,5358,0
5252,5359,11
5253,5360,0
5254,5361,1
5255,5362,8
5256,5363,3
5257,5364,5
5258,5365,448
5259,5366,10
5260,5367,9
5261,5368,20
5262,5369,7
5263,5370,1
5264,5371,23
5265,5372,6
5266,5373,8
5267,5374,31
5268,5376,6
5269,5377,20
5270,5378,9
5271,5379,0
5272,5380,16
5273,5381,0
5274,5382,8
5275,5383,34
5276,5384,6
5277,5385,6
5278,5386,21
5279,5387,16
5280,5388,811
5281,5389,31
5282,5390,10
5283,5391,13
5284,5392,347
5285,5394,0
5286,5395,10
5287,5396,0
5288,5397,0
5289,5398,6
5290,5399,2
5291,5400,1
5292,5401,8
5293,5402,4
5294,5403,0
5295,5404,11
5296,5405,31
5297,5406,20
5298,5407,69
5299,5408,20
5300,5409,0
5301,5410,17
5302,5411,36
5303,5412,16
5304,5413,54
5305,5414,3
5306,5415,1
5307,5416,31
5308,5417,2
5309,5418,1
5310,5419,8
5311,5420,7
5312,5421,15
5313,5422,35
5314,5423,1
5315,5424,13
5316,5425,122
5317,5426,14
5318,5427,47
5319,5428,25
5320,5429,17
5321,5430,0
5322,5431,59
5323,5432,30
5324,5433,1
5325,5434,9
5326,5435,4
5327,5436,17
5328,5437,39
5329,5438,5
5330,5439,3
5331,5440,14
5332,5441,13
5333,5442,2
5334,5443,6
5335,5444,1
5336,5445,0
5337,5446,17
5338,5447,10
5339,5448,10
5340,5449,6
5341,5450,4
5342,5451,2
5343,5452,23
5344,5453,2
5345,5454,3
5346,5455,8
5347,5456,4
5348,5457,48
5349,5458,6
5350,5459,9
5351,5460,1
5352,5461,22
5353,5462,34
5354,5463,38
5355,5464,13
5356,5465,12
5357,5466,19
5358,5467,235
5359,5468,12
5360,5469,0
5361,5470,22
5362,5471,9
5363,5472,3
5364,5473,21
5365,5474,0
5366,5475,13
5367,5476,5
5368,5477,57
5369,5478,8
5370,5479,32
5371,5480,11
5372,5481,31
5373,5482,71
5374,5483,7
5375,5484,15
5376,5485,19
5377,5486,4
5378,5487,1
5379,5488,27
5380,5489,30
5381,5490,14
5382,5491,17
5383,5492,9
5384,5493,27
5385,5494,8
5386,5495,5
5387,5496,14
5388,5497,396
5389,5499,14
5390,5500,10
5391,5501,12
5392,5502,0
5393,5503,24
5394,5504,20
5395,5505,3
5396,5506,45
5397,5507,16
5398,5508,10
5399,5509,20
5400,5510,4
5401,5511,19
5402,5512,648
5403,5513,43
5404,5514,9
5405,5515,60
5406,5516,18
5407,5517,1
5408,5518,51
5409,5519,0
5410,5520,0
5411,5521,8
5412,5522,7
5413,5523,11
5414,5524,13
5415,5525,13
5416,5526,287
5417,5527,15
5418,5528,1
5419,5529,0
5420,5530,11
5421,5531,6
5422,5532,4
5423,5533,40
5424,5534,4
5425,5535,35
5426,5536,34
5427,5537,4
5428,5538,10
5429,5539,69
5430,5540,8
5431,5541,23
5432,5542,31
5433,5543,5
5434,5544,144
5435,5545,24
5436,5546,9
5437,5547,64
5438,5548,83
5439,5549,69
5440,5550,6
5441,5551,13
5442,5552,3
5443,5553,50
5444,5554,168
5445,5555,28
5446,5556,4
5447,5557,5
5448,5558,46
5449,5559,2
5450,5560,30
5451,5561,13
5452,5562,23
5453,5563,23
5454,5564,7
5455,5565,1
5456,5566,12
5457,5567,24
5458,5568,0
5459,5569,1
5460,5570,88
5461,5571,8
5462,5572,140
5463,5573,17
5464,5574,7
5465,5575,227
5466,5576,18
5467,5577,38
5468,5578,43
5469,5579,3
5470,5580,1
5471,5581,140
5472,5582,15
5473,5583,29
5474,5584,131
5475,5585,7
5476,5586,4
5477,5587,5
5478,5588,2
5479,5589,2
5480,5590,9
5481,5591,3
5482,5592,0
5483,5593,17
5484,5594,2
5485,5595,9
5486,5596,6
5487,5597,1
5488,5598,8
5489,5599,17
5490,5600,17
5491,5601,0
5492,5602,13
5493,5603,0
5494,5604,11
5495,5605,11
5496,5606,14
5497,5607,24
5498,5608,60
5499,5609,3
5500,5610,0
5501,5611,5
5502,5612,25
5503,5613,2
5504,5614,36
5505,5615,2
5506,5616,14
5507,5617,41
5508,5618,19
5509,5619,101
5510,5620,11
5511,5621,131
5512,5622,336
5513,5623,6
5514,5624,0
5515,5625,0
5516,5626,8
5517,5627,10
5518,5628,261
5519,5629,322
5520,5630,2
5521,5631,0
5522,5632,12
5523,5633,8
5524,5634,2
5525,5635,9
5526,5636,10
5527,5637,8
5528,5638,21
5529,5639,5
5530,5640,10
5531,5641,15
5532,5642,7
5533,5643,11
5534,5644,17
5535,5645,1
5536,5646,84
5537,5647,12
5538,5648,91
5539,5649,10
5540,5650,27
5541,5651,1
5542,5652,1
5543,5653,42
5544,5654,307
5545,5655,0
5546,5656,10
5547,5658,10
5548,5659,9
5549,5660,2
5550,5661,12
5551,5662,12
5552,5663,1
5553,5664,0
5554,5665,52
5555,5666,12
5556,5667,5
5557,5668,46
5558,5669,5
5559,5670,1
5560,5671,13
5561,5672,299
5562,5673,53
5563,5674,10
5564,5675,0
5565,5676,1
5566,5677,3
5567,5678,14
5568,5679,1
5569,5680,12
5570,5681,25
5571,5682,1
5572,5683,19
5573,5684,13
5574,5685,2
5575,5686,1
5576,5687,0
5577,5688,0
5578,5689,41
5579,5690,53
5580,5691,81
5581,5692,12
5582,5693,75
5583,5694,86
5584,5695,15
5585,5696,27
5586,5697,9
5587,5698,22
5588,5699,16
5589,5700,86
5590,5701,43
5591,5702,2
5592,5703,28
5593,5704,74
5594,5705,14
5595,5706,33
5596,5707,34
5597,5708,11
5598,5709,10
5599,5710,13
5600,5711,1
5601,5712,0
5602,5713,13
5603,5714,7
5604,5715,20
5605,5716,48
5606,5717,49
5607,5718,19
5608,5719,27
5609,5720,6
5610,5721,4
5611,5722,9
5612,5723,15
5613,5724,111
5614,5725,21
5615,5726,1
5616,5727,0
5617,5728,12
5618,5729,3
5619,5730,378
5620,5731,14
5621,5732,0
5622,5733,0
5623,5734,19
5624,5735,3
5625,5737,9
5626,5738,2
5627,5739,17
5628,5740,8
5629,5741,2
5630,5742,22
5631,5745,0
5632,5746,36
5633,5747,14
5634,5748,42
5635,5749,17
5636,5750,3
5637,5751,2
5638,5752,6
5639,5753,7
5640,5754,15
5641,5755,10
5642,5756,16
5643,5757,2
5644,5758,48
5645,5759,3
5646,5760,10
5647,5761,18
5648,5762,13
5649,5763,17
5650,5764,11
5651,5767,15
5652,5768,0
5653,5769,0
5654,5770,19
5655,5771,0
5656,5772,0
5657,5773,32
5658,5774,1
5659,5775,11
5660,5776,8
5661,5777,71
5662,5778,0
5663,5779,27
5664,5780,26
5665,5781,0
5666,5782,3
5667,5783,4
5668,5784,312
5669,5785,14
5670,5786,0
5671,5787,38
5672,5788,6
5673,5789,2
5674,5790,8
5675,5791,17
5676,5792,5
5677,5793,2
5678,5794,9
5679,5795,7
5680,5796,50
5681,5797,23
5682,5798,6
5683,5799,1
5684,5800,20
5685,5801,6
5686,5802,33
5687,5803,9
5688,5804,10
5689,5805,5
5690,5806,361
5691,5807,9
5692,5808,1
5693,5809,7
5694,5810,16
5695,5811,0
5696,5812,624
5697,5813,9
5698,5814,1
5699,5815,10
5700,5816,11
5701,5817,69
5702,5818,12
5703,5819,7
5704,5820,10
5705,5821,15
5706,5822,378
5707,5823,5
5708,5824,12
5709,5825,9
5710,5826,508
5711,5827,7
5712,5828,17
5713,5829,26
5714,5830,76
5715,5831,4
5716,5832,75
5717,5833,89
5718,5834,42
5719,5835,118
5720,5836,30
5721,5837,8
5722,5838,13
5723,5839,25
5724,5840,52
5725,5841,5
5726,5842,62
5727,5843,2
5728,5844,14
5729,5845,28
5730,5846,2
5731,5848,11
5732,5849,170
5733,5850,106
5734,5851,5
5735,5852,21
5736,5853,1
5737,5854,10
5738,5855,5
5739,5856,3
5740,5857,53
5741,5858,11
5742,5859,0
5743,5860,17
5744,5861,25
5745,5862,1
5746,5863,18
5747,5864,8
5748,5865,4
5749,5866,67
5750,5867,2
5751,5868,1
5752,5869,557
5753,5870,3
5754,5871,10
5755,5872,18
5756,5873,2
5757,5874,3
5758,5875,15
5759,5876,14
5760,5877,45
5761,5878,87
5762,5879,13
5763,5881,8
5764,5882,1
5765,5883,0
5766,5884,537
5767,5885,13
5768,5886,122
5769,5887,9
5770,5888,4
5771,5889,2
5772,5890,15
5773,5891,15
5774,5892,44
5775,5893,56
5776,5894,22
5777,5895,18
5778,5896,5
5779,5897,7
5780,5898,8
5781,5899,24
5782,5900,19
5783,5901,34
5784,5902,15
5785,5903,34
5786,5904,5
5787,5905,13
5788,5906,4
5789,5907,343
5790,5908,12
5791,5909,0
5792,5910,2
5793,5911,23
5794,5912,1
5795,5913,10
5796,5914,19
5797,5915,19
5798,5916,1
5799,5917,22
5800,5918,27
5801,5919,2
5802,5920,19
5803,5921,0
5804,5922,0
5805,5923,6
5806,5924,29
5807,5925,9
5808,5926,18
5809,5927,28
5810,5928,5
5811,5929,11
5812,5930,5
5813,5931,25
5814,5932,12
5815,5933,1
5816,5934,232
5817,5935,13
5818,5936,3
5819,5937,6
5820,5938,8
5821,5939,19
5822,5940,5
5823,5941,33
5824,5942,30
5825,5943,7
5826,5944,1327
5827,5945,4
5828,5946,2
5829,5947,11
5830,5948,5
5831,5949,25
5832,5950,149
5833,5951,7
5834,5952,8
5835,5953,48
5836,5954,10
5837,5955,13
5838,5956,69
5839,5957,12
5840,5958,16
5841,5959,6
5842,5960,1
5843,5961,6
5844,5962,9
5845,5963,0
5846,5964,3
5847,5965,19
5848,5966,2
5849,5967,9
5850,5968,13
5851,5969,0
5852,5970,3
5853,5971,9
5854,5972,42
5855,5973,8
5856,5974,276
5857,5975,9
5858,5976,7
5859,5977,17
5860,5978,7
5861,5979,153
5862,5980,11
5863,5981,4
5864,5982,2
5865,5983,20
5866,5984,2
5867,5985,1
5868,5986,1140
5869,5987,4
5870,5988,48
5871,5989,20
5872,5990,10
5873,5991,27
5874,5992,39
5875,5993,0
5876,5994,1
5877,5995,51
5878,5996,4
5879,5997,8
5880,5998,12
5881,5999,18
5882,6000,8
5883,6001,13
5884,6002,0
5885,6003,22
5886,6004,41
5887,6005,9
5888,6006,0
5889,6007,24
5890,6008,28
5891,6009,7
5892,6010,11
5893,6011,64
5894,6012,26
5895,6013,16
5896,6014,8
5897,6015,12
5898,6016,74
5899,6017,7
5900,6018,12
5901,6019,8
5902,6020,17
5903,6021,11
5904,6022,18
5905,6023,50
5906,6024,36
5907,6025,59
5908,6026,339
5909,6027,384
5910,6028,19
5911,6029,14
5912,6030,16
5913,6031,303
5914,6032,85
5915,6033,97
5916,6034,16
5917,6035,39
5918,6036,48
5919,6037,149
5920,6038,5
5921,6039,6
5922,6040,522
5923,6041,30
5924,6042,16
5925,6043,42
5926,6044,3
5927,6045,3
5928,6046,8
5929,6047,1
5930,6048,0
5931,6049,2
5932,6050,2
5933,6051,13
5934,6052,25
5935,6053,5
5936,6054,0
5937,6055,6
5938,6056,21
5939,6057,0
5940,6058,30
5941,6059,5
5942,6060,2
5943,6061,11
5944,6062,11
5945,6063,45
5946,6064,15
5947,6065,8
5948,6066,17
5949,6067,52
5950,6068,23
5951,6069,46
5952,6070,398
5953,6071,4
5954,6072,11
5955,6073,18
5956,6074,8
5957,6075,0
5958,6076,5
5959,6077,44
5960,6078,59
5961,6079,22
5962,6080,16
5963,6081,44
5964,6082,25
5965,6083,12
5966,6084,44
5967,6085,17
5968,6086,5
5969,6087,2
5970,6088,8
5971,6089,0
5972,6090,2
5973,6091,64
5974,6092,15
5975,6093,20
5976,6094,45
5977,6095,7
5978,6096,6
5979,6097,15
5980,6098,6
5981,6099,55
5982,6100,7
5983,6101,110
5984,6102,15
5985,6103,3
5986,6104,2
5987,6105,40
5988,6106,5
5989,6107,2
5990,6108,11
5991,6109,29
5992,6110,1
5993,6111,11
5994,6112,6
5995,6113,50
5996,6114,130
5997,6115,20
5998,6116,15
5999,6117,33
6000,6118,18
6001,6119,10
6002,6120,155
6003,6121,26
6004,6122,14
6005,6123,15
6006,6124,17
6007,6125,11
6008,6126,9
6009,6127,34
6010,6128,75
6011,6129,0
6012,6130,15
6013,6131,5
6014,6132,6
6015,6133,19
6016,6134,16
6017,6135,0
6018,6136,18
6019,6137,15
6020,6138,5
6021,6139,16
6022,6140,6
6023,6141,3
6024,6142,15
6025,6143,4
6026,6144,10
6027,6145,264
6028,6146,1
6029,6147,2
6030,6148,47
6031,6149,11
6032,6150,6
6033,6151,68
6034,6152,10
6035,6153,0
6036,6154,15
6037,6155,17
6038,6156,25
6039,6157,26
6040,6158,11
6041,6159,2
6042,6160,13
6043,6161,7
6044,6162,8
6045,6163,13
6046,6164,1
6047,6165,3
6048,6166,65
6049,6168,19
6050,6169,47
6051,6170,38
6052,6171,31
6053,6172,8
6054,6173,9
6055,6174,23
6056,6175,14
6057,6176,4
6058,6177,12
6059,6178,13
6060,6179,5
6061,6180,3
6062,6181,36
6063,6182,5
6064,6183,18
6065,6184,20
6066,6185,52
6067,6186,8
6068,6187,34
6069,6188,3
6070,6189,1
6071,6190,41
6072,6191,13
6073,6192,31
6074,6193,10
6075,6194,43
6076,6195,145
6077,6196,392
6078,6197,23
6079,6198,101
6080,6199,33
6081,6200,7
6082,6201,3
6083,6202,3
6084,6203,2
6085,6204,27
6086,6205,71
6087,6206,2
6088,6207,17
6089,6208,20
6090,6209,1
6091,6210,0
6092,6211,28
6093,6212,5
6094,6213,68
6095,6214,11
6096,6215,1
6097,6216,4
6098,6217,18
6099,6218,12
6100,6219,0
6101,6220,8
6102,6221,8
6103,6222,1
6104,6223,18
6105,6224,30
6106,6225,0
6107,6226,44
6108,6227,0
6109,6228,11
6110,6229,9
6111,6230,46
6112,6231,9
6113,6232,11
6114,6233,9
6115,6234,2
6116,6235,12
6117,6236,22
6118,6237,2
6119,6238,19
6120,6239,1
6121,6240,0
6122,6241,0
6123,6242,5
6124,6243,1
6125,6244,3
6126,6245,20
6127,6246,8
6128,6247,19
6129,6248,41
6130,6249,6
6131,6250,63
6132,6251,9
6133,6252,9
6134,6253,32
6135,6254,27
6136,6256,12
6137,6257,9
6138,6258,210
6139,6259,14
6140,6260,1
6141,6261,10
6142,6262,46
6143,6263,1
6144,6264,10
6145,6265,13
6146,6266,60
6147,6267,72
6148,6268,91
6149,6269,3
6150,6270,42
6151,6271,42
6152,6272,90
6153,6273,49
6154,6274,76
6155,6275,2
6156,6276,33
6157,6277,15
6158,6278,35
6159,6279,31
6160,6280,4
6161,6281,4
6162,6282,2
6163,6283,71
6164,6284,6
6165,6285,356
6166,6286,539
6167,6287,2
6168,6288,1
6169,6289,1
6170,6290,2
6171,6291,11
6172,6292,9
6173,6293,39
6174,6294,32
6175,6295,36
6176,6296,16
6177,6297,12
6178,6298,7
6179,6299,7
6180,6300,6
6181,6301,9
6182,6302,10
6183,6303,1
6184,6304,6
6185,6305,18
6186,6306,15
6187,6307,15
6188,6308,28
6189,6311,15
6190,6313,11
6191,6314,11
6192,6315,22
6193,6316,22
6194,6317,273
6195,6318,134
6196,6319,104
6197,6320,106
6198,6321,13
6199,6322,18
6200,6323,12
6201,6324,18
6202,6325,13
6203,6326,3
6204,6327,56
6205,6328,20
6206,6329,39
6207,6330,36
6208,6331,10
6209,6332,5
6210,6333,13
6211,6334,26
6212,6335,8
6213,6336,320
6214,6337,138
6215,6338,7
6216,6339,7
6217,6340,11
6218,6341,14
6219,6342,48
6220,6343,20
6221,6344,28
6222,6345,10
6223,6346,6
6224,6347,141
6225,6348,11
6226,6349,109
6227,6350,17
6228,6351,25
6229,6352,313
6230,6353,18
6231,6354,266
6232,6355,28
6233,6356,18
6234,6357,26
6235,6358,104
6236,6359,46
6237,6360,14
6238,6361,198
6239,6362,80
6240,6363,94
6241,6364,70
6242,6365,2
6243,6366,45
6244,6367,50
6245,6368,69
6246,6369,23
6247,6370,10
6248,6371,20
6249,6372,10
6250,6373,63
6251,6374,25
6252,6375,20
6253,6376,51
6254,6377,3
6255,6378,22
6256,6379,39
6257,6380,80
6258,6381,9
6259,6382,15
6260,6383,10
6261,6384,27
6262,6385,52
6263,6386,16
6264,6387,22
6265,6388,89
6266,6389,22
6267,6390,12
6268,6391,44
6269,6392,39
6270,6393,45
6271,6394,43
6272,6395,127
6273,6396,27
6274,6397,9
6275,6398,9
6276,6399,12
6277,6400,15
6278,6401,287
6279,6402,512
6280,6403,33
6281,6404,158
6282,6405,2
6283,6406,75
6284,6407,40
6285,6408,69
6286,6409,41
6287,6410,8
6288,6411,31
6289,6412,20
6290,6413,17
6291,6414,15
6292,6415,46
6293,6416,33
6294,6417,2
6295,6418,9
6296,6419,33
6297,6420,11
6298,6421,92
6299,6422,18
6300,6423,11
6301,6424,19
6302,6425,6
6303,6426,20
6304,6427,30
6305,6428,83
6306,6429,55
6307,6430,18
6308,6431,0
6309,6432,57
6310,6433,63
6311,6434,22
6312,6435,40
6313,6436,2
6314,6437,8
6315,6438,20
6316,6439,15
6317,6440,6
6318,6441,38
6319,6442,24
6320,6443,73
6321,6444,11
6322,6445,119
6323,6446,225
6324,6447,10
6325,6448,16
6326,6449,334
6327,6450,12
6328,6451,15
6329,6452,6
6330,6453,11
6331,6454,27
6332,6455,4
6333,6456,9
6334,6457,9
6335,6458,6
6336,6459,64
6337,6460,10
6338,6461,13
6339,6462,10
6340,6463,118
6341,6464,17
6342,6465,9
6343,6466,16
6344,6467,15
6345,6468,71
6346,6469,23
6347,6470,5
6348,6471,82
6349,6472,114
6350,6473,25
6351,6474,31
6352,6475,20
6353,6476,116
6354,6477,6
6355,6478,24
6356,6479,21
6357,6480,6
6358,6481,17
6359,6482,19
6360,6484,18
6361,6485,33
6362,6486,8
6363,6487,53
6364,6488,22
6365,6489,6
6366,6490,5
6367,6491,23
6368,6492,45
6369,6493,3
6370,6494,45
6371,6495,3
6372,6496,10
6373,6497,7
6374,6498,11
6375,6499,7
6376,6500,190
6377,6501,85
6378,6502,17
6379,6503,27
6380,6504,83
6381,6505,19
6382,6506,7
6383,6507,21
6384,6508,16
6385,6509,7
6386,6510,13
6387,6511,13
6388,6512,5
6389,6513,36
6390,6514,4
6391,6515,3
6392,6516,0
6393,6517,12
6394,6518,11
6395,6519,14
6396,6520,10
6397,6521,22
6398,6522,33
6399,6523,10
6400,6524,5
6401,6525,351
6402,6526,20
6403,6527,16
6404,6528,28
6405,6529,30
6406,6530,22
6407,6531,21
6408,6532,132
6409,6533,32
6410,6534,8
6411,6535,20
6412,6536,83
6413,6537,47
6414,6538,159
6415,6539,559
6416,6540,8
6417,6541,456
6418,6542,12
6419,6543,316
6420,6544,7
6421,6545,21
6422,6546,30
6423,6547,46
6424,6548,97
6425,6549,5
6426,6550,18
6427,6551,24
6428,6552,38
6429,6553,30
6430,6554,27
6431,6555,96
6432,6556,20
6433,6557,10
6434,6558,86
6435,6559,23
6436,6560,5
6437,6561,22
6438,6562,6
6439,6563,18
6440,6564,3
6441,6565,5
6442,6566,57
6443,6567,12
6444,6568,208
6445,6569,9
6446,6570,16
6447,6571,16
6448,6572,18
6449,6573,499
6450,6574,13
6451,6575,12
6452,6576,39
6453,6577,13
6454,6578,92
6455,6579,9
6456,6580,14
6457,6581,6
6458,6582,214
6459,6583,9
6460,6584,11
6461,6585,14
6462,6586,16
6463,6587,3
6464,6588,15
6465,6589,51
6466,6590,13
6467,6591,10
6468,6592,5
6469,6593,53
6470,6594,64
6471,6595,5
6472,6596,6
6473,6597,35
6474,6598,10
6475,6599,4
6476,6600,10
6477,6601,24
6478,6602,11
6479,6603,8
6480,6604,36
6481,6605,22
6482,6606,299
6483,6607,6
6484,6608,16
6485,6609,46
6486,6610,33
6487,6611,33
6488,6612,4
6489,6613,197
6490,6614,20
6491,6615,2
6492,6616,151
6493,6617,48
6494,6618,37
6495,6619,10
6496,6620,7
6497,6621,5
6498,6622,35
6499,6623,17
6500,6624,14
6501,6625,13
6502,6626,16
6503,6627,213
6504,6628,252
6505,6629,241
6506,6630,5
6507,6631,24
6508,6632,19
6509,6633,363
6510,6634,44
6511,6635,6
6512,6636,431
6513,6637,29
6514,6638,297
6515,6639,16
6516,6640,25
6517,6641,23
6518,6642,8
6519,6643,18
6520,6644,13
6521,6645,1
6522,6646,75
6523,6647,44
6524,6648,59
6525,6649,35
6526,6650,19
6527,6651,226
6528,6652,18
6529,6653,75
6530,6654,20
6531,6655,6
6532,6656,10
6533,6657,8
6534,6658,13
6535,6659,177
6536,6660,15
6537,6661,16
6538,6662,31
6539,6663,11
6540,6664,71
6541,6665,73
6542,6666,70
6543,6667,24
6544,6668,6
6545,6669,6
6546,6670,7
6547,6671,29
6548,6672,78
6549,6673,42
6550,6674,19
6551,6675,35
6552,6676,6
6553,6677,32
6554,6678,2
6555,6679,19
6556,6680,10
6557,6681,125
6558,6682,6
6559,6683,7
6560,6684,12
6561,6685,9
6562,6686,4
6563,6687,15
6564,6688,8
6565,6689,10
6566,6690,38
6567,6691,16
6568,6692,10
6569,6693,54
6570,6694,37
6571,6695,46
6572,6696,97
6573,6697,12
6574,6698,14
6575,6699,1
6576,6700,9
6577,6701,338
6578,6702,11
6579,6703,7
6580,6704,24
6581,6705,19
6582,6706,345
6583,6707,11
6584,6708,17
6585,6709,12
6586,6710,76
6587,6711,6
6588,6712,12
6589,6713,32
6590,6714,7
6591,6715,5
6592,6716,43
6593,6717,24
6594,6718,12
6595,6719,24
6596,6720,196
6597,6721,7
6598,6722,6
6599,6723,193
6600,6724,19
6601,6725,2
6602,6726,190
6603,6727,3
6604,6728,7
6605,6729,12
6606,6730,300
6607,6731,15
6608,6732,14
6609,6733,11
6610,6734,23
6611,6735,10
6612,6736,21
6613,6737,5
6614,6738,38
6615,6739,28
6616,6740,65
6617,6741,48
6618,6742,17
6619,6743,4
6620,6744,22
6621,6745,10
6622,6746,7
6623,6747,6
6624,6748,8
6625,6749,11
6626,6750,6
6627,6751,50
6628,6752,46
6629,6753,19
6630,6754,25
6631,6755,22
6632,6756,5
6633,6757,6
6634,6758,5
6635,6759,41
6636,6760,5
6637,6761,7
6638,6762,249
6639,6763,6
6640,6764,8
6641,6765,3
6642,6766,4
6643,6767,3
6644,6768,13
6645,6769,26
6646,6770,6
6647,6771,18
6648,6772,9
6649,6773,4
6650,6774,0
6651,6775,6
6652,6776,0
6653,6777,9
6654,6778,18
6655,6779,9
6656,6780,4
6657,6781,358
6658,6782,16
6659,6783,0
6660,6784,7
6661,6785,5
6662,6786,67
6663,6787,8
6664,6788,3
6665,6789,0
6666,6790,53
6667,6791,21
6668,6792,3
6669,6793,23
6670,6794,60
6671,6795,1
6672,6796,12
6673,6797,1
6674,6798,6
6675,6799,11
6676,6800,8
6677,6801,0
6678,6802,42
6679,6803,11
6680,6805,10
6681,6806,29
6682,6807,80
6683,6808,10
6684,6809,9
6685,6810,1
6686,6811,11
6687,6812,50
6688,6813,669
6689,6814,17
6690,6815,2
6691,6816,12
6692,6817,11
6693,6818,10
6694,6819,16
6695,6820,5
6696,6821,58
6697,6822,36
6698,6823,8
6699,6824,7
6700,6825,52
6701,6826,15
6702,6827,6
6703,6828,44
6704,6829,4
6705,6830,1
6706,6831,17
6707,6832,5
6708,6833,8
6709,6834,1
6710,6835,11
6711,6836,0
6712,6837,6
6713,6838,7
6714,6839,12
6715,6840,86
6716,6841,27
6717,6842,14
6718,6843,399
6719,6844,11
6720,6845,9
6721,6846,9
6722,6847,51
6723,6848,27
6724,6849,17
6725,6850,62
6726,6851,260
6727,6852,28
6728,6853,23
6729,6854,5
6730,6855,86
6731,6856,12
6732,6857,1
6733,6858,0
6734,6859,11
6735,6860,29
6736,6861,73
6737,6862,12
6738,6863,9
6739,6864,12
6740,6865,204
6741,6867,16
6742,6868,40
6743,6870,38
6744,6871,7
6745,6872,21
6746,6873,14
6747,6875,5
6748,6876,8
6749,6878,12
6750,6879,12
6751,6880,8
6752,6881,16
6753,6882,11
6754,6883,143
6755,6884,116
6756,6885,14
6757,6886,9
6758,6887,8
6759,6888,14
6760,6889,31
6761,6890,18
6762,6891,5
6763,6892,10
6764,6893,3
6765,6894,163
6766,6895,20
6767,6896,428
6768,6897,2
6769,6898,9
6770,6899,1
6771,6900,4
6772,6901,34
6773,6902,10
6774,6903,8
6775,6904,17
6776,6905,10
6777,6906,35
6778,6907,39
6779,6908,25
6780,6909,5
6781,6910,5
6782,6911,5
6783,6912,15
6784,6913,12
6785,6914,3
6786,6915,4
6787,6916,18
6788,6917,2
6789,6918,3
6790,6919,13
6791,6920,1
6792,6921,11
6793,6922,33
6794,6923,3
6795,6924,2
