,site,old,new,intersection
4752,5130,11,11,11
4753,5131,12,12,12
4754,5132,7,7,7
4755,5133,21,49,21
4756,5134,26,54,26
4757,5135,0,28,0
4758,5136,73,75,73
4759,5137,51,53,51
4760,5138,45,47,45
4761,5139,24,24,24
4762,5140,180,180,180
4763,5141,19,19,18
4764,5142,134,134,134
4765,5143,54,54,54
4766,5144,857,1221,854
4767,5145,13,13,13
4768,5146,14,14,14
4769,5147,283,283,283
4770,5148,91,91,91
4771,5149,24,24,24
4772,5150,104,104,103
4773,5151,26,26,26
4774,5152,74,74,74
4775,5153,1,1,1
4776,5154,0,0,0
4777,5155,88,88,88
4778,5156,42,42,42
4779,5157,255,255,255
4780,5158,70,70,70
4781,5159,35,35,35
4782,5160,18,18,18
4783,5161,52,52,52
4784,5162,23,23,23
4785,5163,43,43,43
4786,5164,98,98,98
4787,5165,23,23,23
4788,5166,8,8,8
4789,5167,115,115,115
4790,5168,8,8,8
4791,5169,0,0,0
4792,5170,127,127,127
4793,5171,65,65,65
4794,5172,5,5,5
4795,5173,295,295,295
4796,5174,24,24,24
4797,5175,388,388,388
4798,5176,30,30,30
4799,5177,24,24,24
4800,5178,172,172,172
4801,5179,118,118,118
4802,5180,66,66,66
4803,5181,5,5,5
4804,5182,118,118,118
4805,5183,680,680,680
4806,5184,393,393,393
4807,5185,17,17,17
4808,5186,6,6,6
4809,5187,2,4,2
4810,5188,14,16,14
4811,5189,0,2,0
4812,5190,1,1,1
4813,5191,18,18,18
4814,5192,514,513,512
4815,5193,19,19,19
4816,5194,234,234,234
4817,5197,8,8,8
4818,5198,2,2,2
4819,5199,3,3,3
4820,5200,47,47,47
4821,5201,7,7,7
4822,5202,3,3,3
4823,5203,228,228,228
4824,5204,18,18,18
4825,5205,24,24,24
4826,5206,177,177,177
4827,5209,66,66,66
4828,5210,69,69,69
4829,5211,88,88,88
4830,5212,36,36,36
4831,5213,30,30,30
4832,5214,0,0,0
4833,5215,15,15,15
4834,5216,6,6,6
4835,5217,24,24,24
4836,5218,108,108,108
4837,5219,52,52,52
4838,5220,24,24,24
4839,5221,406,406,406
4840,5222,9,9,9
4841,5223,62,62,62
4842,5224,44,44,44
4843,5225,3,3,3
4844,5226,19,19,19
4845,5227,23,23,23
4846,5228,7,7,7
4847,5229,26,26,26
4848,5230,435,435,435
4849,5232,1,1,1
4850,5233,0,0,0
4851,5234,41,41,41
4852,5235,30,30,30
4853,5236,65,65,65
4854,5239,642,642,639
4855,5240,112,112,112
4856,5241,87,87,87
4857,5242,23,23,23
4858,5243,0,0,0
4859,5244,3,3,3
4860,5245,15,15,15
4861,5246,10,10,10
4862,5247,2,2,2
4863,5248,21,21,21
4864,5249,12,12,12
4865,5250,37,37,36
4866,5251,25,25,25
4867,5252,23,23,23
4868,5253,29,29,29
4869,5254,8,8,8
4870,5255,18,18,18
4871,5256,0,0,0
4872,5258,1,3,1
4873,5259,212,214,212
4874,5260,39,42,36
4875,5261,6,6,6
4876,5262,1,1,1
4877,5263,17,17,16
4878,5264,29,29,29
4879,5266,18,18,18
4880,5267,10,10,10
4881,5268,24,24,24
4882,5269,49,49,48
4883,5270,3,3,3
4884,5271,4,4,4
4885,5272,6,6,6
4886,5273,60,60,60
4887,5274,92,92,92
4888,5275,63,63,62
4889,5276,41,41,41
4890,5277,50,50,50
4891,5278,84,84,84
4892,5279,7,7,7
4893,5280,12,12,12
4894,5281,117,117,117
4895,5283,2,2,2
4896,5287,39,39,38
4897,5288,9,9,9
4898,5289,11,11,11
4899,5290,78,78,78
4900,5291,17,17,17
4901,5293,56,56,56
4902,5294,44,44,44
4903,5295,3,3,3
4904,5296,105,105,105
4905,5297,17,17,17
4906,5298,155,155,155
4907,5299,44,44,44
4908,5300,47,47,47
4909,5301,450,451,448
4910,5302,63,400,63
4911,5303,22,363,22
4912,5304,0,340,0
4913,5305,128,134,128
4914,5306,46,46,46
4915,5308,27,27,27
4916,5309,32,32,32
4917,5310,603,603,601
4918,5311,24,24,24
4919,5312,136,136,136
4920,5313,0,0,0
4921,5314,179,179,179
4922,5316,0,0,0
4923,5317,20,20,20
4924,5318,1,1,1
4925,5319,0,0,0
4926,5320,17,17,17
4927,5321,42,42,42
4928,5322,3,3,3
4929,5323,20,20,20
4930,5324,5,5,5
4931,5325,7,7,7
4932,5326,105,105,105
4933,5327,15,15,15
4934,5328,0,0,0
4935,5329,31,31,31
4936,5331,17,17,17
4937,5332,32,32,32
4938,5333,4,4,4
4939,5334,4,4,4
4940,5335,26,26,26
4941,5336,20,20,20
4942,5337,31,31,31
4943,5338,176,176,176
4944,5339,485,485,485
4945,5340,56,56,56
4946,5341,18,18,18
4947,5342,38,38,38
4948,5343,69,69,69
4949,5344,54,54,54
4950,5345,14,14,14
4951,5346,38,38,38
4952,5347,62,62,62
4953,5348,97,97,97
4954,5349,0,0,0
4955,5350,13,13,13
4956,5352,2,2,2
4957,5353,38,38,38
4958,5354,0,0,0
4959,5356,74,74,74
4960,5357,11,11,11
4961,5358,4,4,4
4962,5359,33,33,33
4963,5361,2,2,2
4964,5362,20,20,19
4965,5363,0,0,0
4966,5364,1,1,1
4967,5365,708,708,708
4968,5366,32,32,32
4969,5367,5,5,5
4970,5368,45,45,45
4971,5369,15,15,15
4972,5371,92,92,92
4973,5372,17,17,17
4974,5373,9,9,9
4975,5374,59,59,59
4976,5375,0,0,0
4977,5376,13,13,13
4978,5377,40,40,40
4979,5378,54,54,54
4980,5379,0,0,0
4981,5380,43,43,43
4982,5381,5,5,5
4983,5382,3,3,3
4984,5383,48,48,46
4985,5384,11,11,11
4986,5385,19,19,19
4987,5386,129,129,129
4988,5387,43,43,43
4989,5388,69,69,69
4990,5389,55,55,55
4991,5390,7,7,7
4992,5391,31,31,31
4993,5392,540,540,540
4994,5393,30,30,30
4995,5394,1,1,1
4996,5395,14,14,14
4997,5396,3,3,3
4998,5398,18,18,18
4999,5399,4,4,4
5000,5400,0,0,0
5001,5401,15,15,15
5002,5402,24,24,24
5003,5404,27,27,27
5004,5405,66,66,66
5005,5406,40,40,40
5006,5407,138,138,138
5007,5408,39,39,39
5008,5410,38,38,38
5009,5411,54,54,54
5010,5412,30,30,30
5011,5413,108,108,108
5012,5414,4,4,4
5013,5415,2,2,2
5014,5416,80,80,80
5015,5417,10,10,10
5016,5418,10,10,10
5017,5419,13,13,13
5018,5420,12,12,12
5019,5421,34,34,34
5020,5422,85,85,85
5021,5423,1,1,1
5022,5424,27,27,27
5023,5425,230,230,230
5024,5426,21,21,21
5025,5427,98,98,98
5026,5428,35,35,35
5027,5429,45,45,45
5028,5430,0,0,0
5029,5431,94,94,94
5030,5432,55,55,55
5031,5433,3,3,3
5032,5434,29,29,29
5033,5435,9,9,9
5034,5436,57,57,57
5035,5437,87,87,87
5036,5438,8,8,8
5037,5439,8,8,8
5038,5440,44,44,44
5039,5441,56,56,56
5040,5443,16,16,16
5041,5444,0,0,0
5042,5445,1,1,1
5043,5446,35,43,35
5044,5447,32,40,32
5045,5448,17,25,17
5046,5449,20,20,20
5047,5450,3,3,3
5048,5451,11,11,11
5049,5452,30,30,30
5050,5453,0,1,0
5051,5454,16,16,16
5052,5455,30,30,30
5053,5456,18,18,18
5054,5457,80,80,80
5055,5458,18,18,18
5056,5459,17,17,17
5057,5460,1,1,1
5058,5461,47,47,47
5059,5462,66,66,66
5060,5463,88,88,88
5061,5464,16,16,16
5062,5465,39,39,39
5063,5466,32,32,32
5064,5467,414,414,413
5065,5468,14,14,13
5066,5470,44,44,44
5067,5471,19,19,19
5068,5472,2,2,2
5069,5473,30,30,30
5070,5474,6,6,6
5071,5475,29,29,29
5072,5476,26,26,26
5073,5477,115,115,115
5074,5478,11,11,11
5075,5479,52,52,52
5076,5480,27,27,27
5077,5481,41,41,41
5078,5482,131,131,131
5079,5483,17,17,17
5080,5484,30,30,30
5081,5485,39,39,39
5082,5486,14,14,14
5083,5488,39,39,39
5084,5489,53,53,53
5085,5490,34,34,34
5086,5491,53,53,53
5087,5492,23,23,23
5088,5493,74,74,74
5089,5494,21,21,21
5090,5495,7,7,7
5091,5496,40,40,40
5092,5497,624,624,624
5093,5498,8,8,8
5094,5499,16,16,16
5095,5500,15,15,15
5096,5501,23,23,23
5097,5502,2,2,2
5098,5503,27,27,27
5099,5504,30,30,30
5100,5505,8,8,8
5101,5506,106,106,106
5102,5507,38,38,38
5103,5508,24,24,24
5104,5509,43,43,43
5105,5510,13,13,13
5106,5511,37,37,37
5107,5513,106,106,106
5108,5514,17,17,16
5109,5515,346,346,346
5110,5516,37,37,37
5111,5517,2,2,2
5112,5518,88,88,88
5113,5521,16,16,16
5114,5522,8,8,8
5115,5523,20,20,20
5116,5524,13,13,13
5117,5525,17,17,16
5118,5526,501,501,501
5119,5527,27,27,27
5120,5530,20,20,20
5121,5531,12,12,12
5122,5532,5,5,5
5123,5533,71,71,71
5124,5534,4,4,4
5125,5535,53,53,53
5126,5536,67,67,67
5127,5537,10,10,10
5128,5538,48,48,48
5129,5539,154,154,154
5130,5540,4,4,4
5131,5541,48,48,48
5132,5542,59,59,59
5133,5543,15,15,15
5134,5544,287,287,287
5135,5545,34,34,34
5136,5546,26,36,24
5137,5547,117,117,117
5138,5548,162,162,162
5139,5549,130,130,130
5140,5550,16,16,16
5141,5551,22,22,22
5142,5552,6,6,6
5143,5553,97,97,97
5144,5554,194,194,194
5145,5555,78,78,78
5146,5556,17,17,17
5147,5557,16,16,16
5148,5558,65,65,65
5149,5559,5,5,5
5150,5560,49,49,49
5151,5561,26,26,26
5152,5562,43,43,43
5153,5563,47,47,47
5154,5564,31,31,31
5155,5565,4,4,4
5156,5566,33,33,33
5157,5567,63,63,63
5158,5569,22,22,22
5159,5570,199,199,199
5160,5571,28,28,28
5161,5572,205,205,204
5162,5573,34,34,34
5163,5574,9,9,9
5164,5575,399,399,396
5165,5576,41,41,41
5166,5577,53,53,53
5167,5578,85,85,85
5168,5579,8,8,8
5169,5580,10,10,10
5170,5581,140,140,140
5171,5582,18,18,18
5172,5583,81,81,80
5173,5584,60,60,60
5174,5585,24,24,24
5175,5586,20,20,20
5176,5587,17,17,17
5177,5588,1,1,1
5178,5589,1,1,1
5179,5590,21,21,21
5180,5592,1,1,1
5181,5593,43,43,43
5182,5594,9,9,9
5183,5595,33,33,33
5184,5596,16,16,16
5185,5597,7,7,7
5186,5598,19,19,19
5187,5599,30,30,30
5188,5600,27,27,27
5189,5601,0,0,0
5190,5602,11,11,11
5191,5603,1,1,1
5192,5604,47,47,47
5193,5605,22,22,22
5194,5606,14,14,14
5195,5607,40,40,40
5196,5608,118,118,118
5197,5609,7,7,7
5198,5611,11,11,11
5199,5612,67,67,66
5200,5613,2,2,2
5201,5614,65,65,65
5202,5615,2,2,2
5203,5616,31,31,31
5204,5617,79,79,79
5205,5618,55,55,55
5206,5619,214,214,214
5207,5620,26,26,26
5208,5621,225,226,225
5209,5622,502,502,502
5210,5623,25,25,25
5211,5625,0,0,0
5212,5626,18,18,18
5213,5627,20,20,20
5214,5628,457,457,457
5215,5629,195,195,195
5216,5632,15,15,15
5217,5633,19,19,19
5218,5634,1,1,1
5219,5635,13,13,13
5220,5636,21,21,21
5221,5637,17,17,17
5222,5638,31,31,31
5223,5639,7,7,7
5224,5640,19,19,19
5225,5641,29,29,29
5226,5642,4,4,4
5227,5643,49,49,49
5228,5644,43,43,43
5229,5645,5,5,5
5230,5646,196,196,196
5231,5647,12,12,12
5232,5648,19,19,19
5233,5649,16,16,16
5234,5650,51,51,51
5235,5651,4,4,4
5236,5653,78,78,78
5237,5654,551,551,551
5238,5655,1,1,1
5239,5656,12,12,12
5240,5657,59,59,59
5241,5658,29,29,29
5242,5659,17,17,17
5243,5660,6,6,6
5244,5661,26,26,25
5245,5662,42,42,42
5246,5665,85,85,85
5247,5666,20,20,20
5248,5667,21,21,21
5249,5668,110,110,110
5250,5669,0,0,0
5251,5671,23,23,23
5252,5672,455,455,455
5253,5673,141,141,141
5254,5674,23,23,23
5255,5675,1,1,1
5256,5676,0,0,0
5257,5677,8,8,8
5258,5678,38,38,38
5259,5679,1,1,1
5260,5680,24,24,24
5261,5681,51,51,51
5262,5682,0,0,0
5263,5683,36,36,36
5264,5684,16,16,16
5265,5687,0,0,0
5266,5688,1,1,1
5267,5689,60,60,60
5268,5690,109,109,109
5269,5691,188,188,188
5270,5692,25,25,25
5271,5693,157,157,157
5272,5694,161,161,161
5273,5695,25,25,25
5274,5696,47,47,47
5275,5697,56,56,56
5276,5698,57,57,57
5277,5699,47,47,46
5278,5700,160,160,159
5279,5701,72,72,72
5280,5702,7,7,7
5281,5703,73,73,73
5282,5704,158,158,158
5283,5705,49,49,49
5284,5706,63,63,63
5285,5707,98,98,98
5286,5708,21,21,21
5287,5709,30,30,30
5288,5710,9,9,9
5289,5711,4,4,4
5290,5712,0,0,0
5291,5713,27,27,27
5292,5714,9,9,9
5293,5715,25,25,25
5294,5716,88,88,88
5295,5717,88,88,88
5296,5718,37,37,37
5297,5719,56,56,56
5298,5720,32,32,32
5299,5721,20,20,20
5300,5722,16,16,16
5301,5723,29,29,29
5302,5724,244,244,244
5303,5725,53,53,53
5304,5726,1,1,1
5305,5728,23,23,23
5306,5729,14,14,14
5307,5730,732,732,732
5308,5731,37,37,37
5309,5732,2,2,2
5310,5733,1,1,1
5311,5734,20,20,20
5312,5735,2,2,2
5313,5737,14,14,14
5314,5738,9,9,9
5315,5739,40,40,40
5316,5740,15,15,15
5317,5741,1,1,1
5318,5742,50,50,50
5319,5746,132,132,132
5320,5747,22,22,22
5321,5748,91,91,91
5322,5749,22,22,22
5323,5750,0,0,0
5324,5751,5,5,5
5325,5752,15,15,15
5326,5753,31,31,31
5327,5754,37,37,37
5328,5755,49,49,49
5329,5756,36,36,36
5330,5757,11,11,11
5331,5758,88,88,88
5332,5759,4,4,4
5333,5760,21,21,21
5334,5761,17,17,17
5335,5762,19,19,19
5336,5763,38,38,38
5337,5764,20,20,20
5338,5765,0,0,0
5339,5766,0,0,0
5340,5767,25,25,25
5341,5770,70,70,70
5342,5772,0,0,0
5343,5773,51,51,51
5344,5774,1,1,1
5345,5775,16,16,16
5346,5776,9,9,9
5347,5777,132,132,132
5348,5778,0,0,0
5349,5779,30,30,30
5350,5780,35,35,35
5351,5782,4,4,4
5352,5783,4,4,4
5353,5784,550,550,550
5354,5785,26,26,26
5355,5786,6,6,6
5356,5787,142,142,141
5357,5788,15,15,15
5358,5789,2,2,2
5359,5790,21,21,21
5360,5791,26,26,26
5361,5792,14,14,14
5362,5793,13,13,13
5363,5794,16,16,16
5364,5795,9,9,9
5365,5796,122,122,122
5366,5797,45,45,45
5367,5798,8,8,8
5368,5800,35,35,35
5369,5801,7,7,7
5370,5802,78,78,78
5371,5803,13,13,13
5372,5804,19,19,19
5373,5805,21,21,21
5374,5806,555,555,553
5375,5807,28,28,28
5376,5808,2,2,2
5377,5809,14,14,14
5378,5810,84,84,84
5379,5811,0,0,0
5380,5813,9,9,9
5381,5814,3,3,3
5382,5815,33,33,33
5383,5816,35,35,35
5384,5817,131,131,131
5385,5818,27,27,27
5386,5819,17,17,17
5387,5820,30,35,30
5388,5821,23,28,23
5389,5822,571,577,568
5390,5823,9,14,9
5391,5824,37,42,37
5392,5825,19,23,19
5393,5826,876,876,876
5394,5827,14,14,14
5395,5828,14,14,14
5396,5829,41,41,41
5397,5830,149,149,149
5398,5831,19,19,19
5399,5832,166,166,166
5400,5833,180,180,180
5401,5834,63,63,63
5402,5835,226,226,226
5403,5836,58,58,58
5404,5837,22,22,22
5405,5838,25,25,25
5406,5839,45,45,45
5407,5840,102,102,102
5408,5841,11,11,11
5409,5842,109,109,109
5410,5843,19,19,19
5411,5844,28,28,28
5412,5845,36,36,36
5413,5846,8,8,8
5414,5847,17,17,17
5415,5848,18,18,18
5416,5849,309,309,309
5417,5850,256,256,256
5418,5851,23,23,23
5419,5852,39,39,39
5420,5853,0,0,0
5421,5854,20,20,20
5422,5855,10,10,10
5423,5857,66,66,66
5424,5858,25,25,25
5425,5859,1,1,1
5426,5860,34,34,34
5427,5861,63,63,63
5428,5862,3,3,3
5429,5863,25,25,25
5430,5864,11,11,11
5431,5865,6,6,6
5432,5866,103,103,102
5433,5867,15,15,15
5434,5870,9,9,9
5435,5871,35,35,35
5436,5872,48,48,48
5437,5873,1,1,1
5438,5874,11,11,11
5439,5875,22,22,22
5440,5876,23,23,23
5441,5877,75,75,74
5442,5878,146,147,146
5443,5879,40,41,40
5444,5880,54,55,54
5445,5881,16,17,16
5446,5882,4,5,4
5447,5883,1,2,1
5448,5884,735,736,735
5449,5885,24,25,24
5450,5886,178,179,178
5451,5887,22,23,22
5452,5888,4,5,4
5453,5889,3,4,3
5454,5890,18,19,18
5455,5891,14,15,14
5456,5892,82,83,82
5457,5893,103,104,103
5458,5894,35,36,35
5459,5895,42,43,42
5460,5896,13,15,13
5461,5897,4,9,4
5462,5898,29,34,29
5463,5899,39,44,39
5464,5900,42,47,42
5465,5901,41,46,41
5466,5902,27,31,27
5467,5903,54,58,54
5468,5904,10,14,10
5469,5905,37,41,37
5470,5906,12,15,12
5471,5907,484,489,484
5472,5908,22,28,22
5473,5910,3,5,3
5474,5911,53,55,53
5475,5912,1,3,1
5476,5913,20,22,20
5477,5914,29,31,29
5478,5915,40,42,40
5479,5916,1,3,1
5480,5917,49,51,49
5481,5918,44,44,44
5482,5919,4,4,4
5483,5920,48,48,48
5484,5921,2,2,2
5485,5923,20,20,20
5486,5924,134,134,134
5487,5925,7,7,7
5488,5926,23,23,23
5489,5927,61,61,61
5490,5928,10,10,10
5491,5929,22,22,22
5492,5930,7,7,7
5493,5931,47,47,46
5494,5932,29,29,29
5495,5933,10,10,10
5496,5934,278,278,278
5497,5935,34,34,34
5498,5936,9,9,7
5499,5937,12,12,12
5500,5938,17,17,17
5501,5939,33,31,30
5502,5940,6,6,6
5503,5941,68,68,68
5504,5942,44,44,44
5505,5943,20,20,20
5506,5944,159,159,158
5507,5945,22,22,22
5508,5946,11,11,11
5509,5947,18,18,18
5510,5948,11,11,11
5511,5949,17,17,17
5512,5950,216,216,214
5513,5951,11,11,11
5514,5952,7,7,7
5515,5953,98,98,98
5516,5954,23,23,23
5517,5955,11,11,11
5518,5956,142,142,142
5519,5957,31,31,31
5520,5958,34,34,34
5521,5959,13,13,13
5522,5961,6,6,6
5523,5962,17,17,17
5524,5963,1,1,1
5525,5964,3,3,3
5526,5965,38,38,38
5527,5966,0,0,0
5528,5967,15,15,15
5529,5968,20,20,20
5530,5970,2,2,2
5531,5971,13,13,13
5532,5972,70,70,70
5533,5973,11,11,11
5534,5974,454,454,453
5535,5975,20,20,20
5536,5976,13,13,13
5537,5977,35,38,35
5538,5978,1,4,1
5539,5979,222,225,222
5540,5980,20,24,20
5541,5981,2,6,2
5542,5982,6,10,6
5543,5983,47,49,47
5544,5984,0,2,0
5545,5985,2,4,2
5546,5986,493,493,493
5547,5987,7,7,7
5548,5988,68,68,68
5549,5989,38,38,38
5550,5990,25,25,25
5551,5991,59,59,59
5552,5992,75,75,75
5553,5994,1,1,1
5554,5995,93,93,93
5555,5996,4,4,4
5556,5997,7,7,7
5557,5998,23,23,23
5558,5999,27,27,27
5559,6000,24,24,24
5560,6001,31,31,31
5561,6002,1,1,1
5562,6003,48,48,47
5563,6004,75,75,75
5564,6005,13,13,13
5565,6007,55,55,55
5566,6008,63,63,63
5567,6009,4,4,4
5568,6010,23,23,23
5569,6011,74,74,74
5570,6012,35,35,35
5571,6013,47,47,47
5572,6014,19,19,19
5573,6015,22,22,22
5574,6016,167,167,167
5575,6017,10,10,10
5576,6018,42,42,42
5577,6019,17,17,17
5578,6020,31,31,30
5579,6021,15,15,15
5580,6022,44,45,44
5581,6023,108,109,108
5582,6024,77,78,77
5583,6025,125,127,125
5584,6026,589,591,589
5585,6027,628,630,627
5586,6028,29,31,29
5587,6029,20,22,20
5588,6030,38,40,38
5589,6031,530,532,530
5590,6032,121,123,120
5591,6033,182,184,182
5592,6034,27,29,27
5593,6035,67,69,67
5594,6036,69,71,69
5595,6037,244,247,244
5596,6038,8,11,8
5597,6039,20,23,20
5598,6040,799,802,799
5599,6041,39,42,39
5600,6042,45,47,45
5601,6043,66,69,66
5602,6044,3,6,3
5603,6045,4,22,4
5604,6046,26,44,26
5605,6047,3,21,3
5606,6048,0,3,0
5607,6049,7,9,7
5608,6050,1,3,1
5609,6051,26,29,26
5610,6052,43,46,43
5611,6053,4,7,4
5612,6055,15,18,15
5613,6056,57,60,57
5614,6057,5,7,5
5615,6058,80,81,80
5616,6059,5,6,5
5617,6061,11,11,11
5618,6062,11,11,11
5619,6063,91,91,91
5620,6064,29,29,29
5621,6065,10,10,10
5622,6066,26,26,26
5623,6067,64,64,64
5624,6068,50,50,50
5625,6069,71,71,71
5626,6070,591,591,591
5627,6071,6,6,6
5628,6072,16,16,16
5629,6073,33,33,33
5630,6074,12,12,12
5631,6075,0,0,0
5632,6076,23,23,23
5633,6077,76,76,76
5634,6078,34,34,34
5635,6079,42,42,42
5636,6080,32,32,32
5637,6081,75,75,75
5638,6082,66,66,66
5639,6083,30,30,30
5640,6084,74,74,74
5641,6085,38,38,38
5642,6086,15,15,15
5643,6088,14,14,14
5644,6089,2,2,2
5645,6090,1,1,1
5646,6091,146,146,146
5647,6092,12,12,12
5648,6093,23,23,23
5649,6094,102,102,102
5650,6095,13,13,13
5651,6096,16,16,16
5652,6097,33,33,33
5653,6098,15,15,15
5654,6099,109,109,109
5655,6100,24,24,24
5656,6101,20,20,20
5657,6102,30,30,30
5658,6103,10,10,10
5659,6104,4,4,4
5660,6105,90,90,90
5661,6106,27,27,27
5662,6107,6,6,6
5663,6108,11,11,11
5664,6109,72,72,72
5665,6110,5,5,5
5666,6111,17,17,17
5667,6112,12,12,12
5668,6113,129,129,129
5669,6114,189,189,189
5670,6115,41,41,41
5671,6116,23,23,23
5672,6117,69,69,69
5673,6118,28,28,28
5674,6119,9,9,9
5675,6120,245,245,245
5676,6121,49,49,49
5677,6122,23,23,23
5678,6123,33,33,33
5679,6124,46,46,46
5680,6125,16,16,16
5681,6126,5,5,5
5682,6127,56,56,56
5683,6128,116,116,116
5684,6129,2,2,2
5685,6130,31,31,31
5686,6131,10,10,10
5687,6132,16,16,16
5688,6133,30,30,30
5689,6134,39,39,39
5690,6135,0,0,0
5691,6136,43,43,43
5692,6137,26,26,26
5693,6138,12,12,12
5694,6139,29,29,29
5695,6140,13,13,13
5696,6141,2,2,2
5697,6142,21,21,21
5698,6143,14,14,14
5699,6144,11,11,11
5700,6145,475,475,475
5701,6146,0,0,0
5702,6147,1,1,1
5703,6148,143,143,143
5704,6149,46,46,46
5705,6150,3,3,3
5706,6151,137,137,137
5707,6152,13,13,13
5708,6154,28,28,28
5709,6155,9,9,9
5710,6156,21,21,21
5711,6157,46,46,46
5712,6158,17,17,17
5713,6159,1,1,1
5714,6160,17,17,17
5715,6161,15,15,15
5716,6162,11,11,11
5717,6163,31,31,31
5718,6164,11,11,11
5719,6165,5,5,5
5720,6166,89,89,89
5721,6168,8,8,8
5722,6169,82,82,82
5723,6170,28,28,28
5724,6171,0,0,0
5725,6172,14,14,14
5726,6173,16,16,16
5727,6174,1,1,1
5728,6175,30,30,30
5729,6176,22,22,22
5730,6177,15,15,15
5731,6178,32,32,32
5732,6179,18,18,18
5733,6180,24,24,24
5734,6181,84,84,84
5735,6182,7,7,7
5736,6183,42,42,42
5737,6184,39,39,39
5738,6185,76,76,73
5739,6186,3,3,3
5740,6187,84,84,84
5741,6188,22,22,22
5742,6189,1,1,1
5743,6190,91,91,90
5744,6191,26,26,26
5745,6192,41,41,41
5746,6193,26,26,25
5747,6194,61,61,58
5748,6195,218,216,214
5749,6196,714,714,714
5750,6197,36,36,36
5751,6198,215,215,215
5752,6199,48,48,48
5753,6200,6,6,6
5754,6201,2,2,2
5755,6202,8,8,8
5756,6203,2,2,2
5757,6204,28,28,28
5758,6205,41,41,41
5759,6206,3,3,3
5760,6207,27,27,26
5761,6208,40,40,40
5762,6211,68,68,68
5763,6212,5,5,5
5764,6213,125,125,125
5765,6214,13,13,13
5766,6216,8,8,8
5767,6217,30,30,30
5768,6218,20,20,20
5769,6220,31,31,31
5770,6221,9,9,9
5771,6222,0,0,0
5772,6223,28,28,28
5773,6224,54,54,54
5774,6225,3,3,3
5775,6226,115,115,115
5776,6228,21,21,21
5777,6229,20,20,20
5778,6230,63,63,63
5779,6231,25,25,25
5780,6232,24,24,24
5781,6233,22,22,22
5782,6234,3,3,3
5783,6235,24,24,24
5784,6236,43,43,43
5785,6238,61,61,61
5786,6239,0,0,0
5787,6240,2,2,2
5788,6241,2,2,2
5789,6242,12,12,12
5790,6243,1,1,1
5791,6244,17,18,17
5792,6245,30,30,30
5793,6246,17,17,17
5794,6247,35,35,35
5795,6248,54,56,54
5796,6249,10,12,10
5797,6250,128,130,128
5798,6251,8,8,8
5799,6252,21,21,21
5800,6253,40,40,40
5801,6254,41,41,41
5802,6256,29,29,29
5803,6257,7,7,7
5804,6258,242,242,241
5805,6259,19,20,19
5806,6260,1,2,1
5807,6261,29,30,29
5808,6262,75,75,74
5809,6263,0,0,0
5810,6264,20,20,20
5811,6265,27,27,27
5812,6266,85,85,85
5813,6267,121,121,121
5814,6268,145,145,144
5815,6269,6,6,6
5816,6270,80,80,80
5817,6271,99,99,99
5818,6272,73,73,73
5819,6273,82,82,81
5820,6274,96,96,96
5821,6275,6,6,6
5822,6276,71,71,71
5823,6277,15,15,15
5824,6278,70,70,69
5825,6279,63,63,63
5826,6280,17,18,17
5827,6281,0,0,0
5828,6283,178,178,178
5829,6284,23,23,23
5830,6285,586,585,581
5831,6286,696,696,695
5832,6287,1,1,1
5833,6288,2,2,2
5834,6289,6,6,6
5835,6290,0,0,0
5836,6291,13,13,13
5837,6292,19,19,19
5838,6293,95,95,95
5839,6294,98,98,98
5840,6295,68,68,68
5841,6296,26,26,26
5842,6297,36,36,36
5843,6298,11,11,11
5844,6299,7,7,7
5845,6300,7,7,7
5846,6301,17,17,17
5847,6302,21,21,21
5848,6303,0,0,0
5849,6304,26,26,26
5850,6305,33,33,33
5851,6306,21,22,21
5852,6307,19,19,19
5853,6308,62,62,62
5854,6309,143,143,143
5855,6310,511,512,509
5856,6311,21,23,21
5857,6312,712,715,710
5858,6313,23,28,23
5859,6314,16,22,16
5860,6315,38,44,38
5861,6316,19,25,19
5862,6317,418,424,418
5863,6318,230,236,229
5864,6319,28,35,28
5865,6320,204,245,204
5866,6321,10,51,10
5867,6322,42,82,42
5868,6323,22,38,22
5869,6324,24,40,24
5870,6325,19,35,19
5871,6326,8,23,8
5872,6327,91,108,91
5873,6328,48,65,48
5874,6329,70,89,70
5875,6330,81,99,81
5876,6331,15,33,15
5877,6332,9,27,9
5878,6333,26,44,26
5879,6334,54,73,54
5880,6335,29,49,29
5881,6336,649,671,647
5882,6337,260,282,260
5883,6338,18,42,18
5884,6339,15,39,15
5885,6340,23,50,21
5886,6341,42,68,42
5887,6342,98,124,98
5888,6343,52,74,51
5889,6344,50,73,50
5890,6345,16,39,16
5891,6346,17,45,17
5892,6347,201,229,200
5893,6348,24,53,24
5894,6349,173,204,173
5895,6350,41,83,41
5896,6351,49,91,49
5897,6352,404,447,404
5898,6353,52,97,51
5899,6354,444,493,444
5900,6355,65,123,65
5901,6356,36,96,36
5902,6357,43,103,43
5903,6358,200,261,199
5904,6359,87,148,87
5905,6360,28,88,28
5906,6361,321,382,320
5907,6362,137,198,137
5908,6363,187,248,187
5909,6364,151,213,151
5910,6365,5,66,5
5911,6366,122,183,122
5912,6367,114,175,114
5913,6368,129,190,129
5914,6369,47,108,47
5915,6370,21,82,21
5916,6371,50,114,50
