,site,old,new,intersection
6398,6853,63,63,63
6399,6854,8,8,8
6400,6855,175,175,175
6401,6856,12,12,12
6402,6857,9,9,9
6403,6858,5,5,5
6404,6859,21,21,19
6405,6860,39,40,39
6406,6861,109,110,109
6407,6862,29,30,29
6408,6863,7,8,7
6409,6864,21,23,21
6410,6865,321,323,321
6411,6866,23,25,23
6412,6867,16,18,16
6413,6868,112,114,111
6414,6870,45,47,44
6415,6871,18,20,18
6416,6872,43,44,43
6417,6873,10,11,10
6418,6875,6,6,6
6419,6876,23,23,23
6420,6877,63,63,63
6421,6878,23,23,23
6422,6879,19,20,19
6423,6880,22,24,22
6424,6881,26,27,26
6425,6882,11,12,11
6426,6883,281,281,278
6427,6884,171,172,170
6428,6885,21,22,21
6429,6886,17,18,17
6430,6887,16,17,16
6431,6888,14,15,14
6432,6889,51,52,51
6433,6890,33,34,33
6434,6891,6,7,6
6435,6892,20,20,20
6436,6893,1,1,1
6437,6894,364,362,360
6438,6895,29,29,29
6439,6896,659,659,658
6440,6897,2,2,2
6441,6898,15,15,15
6442,6899,4,4,4
6443,6900,7,7,7
6444,6901,85,85,85
6445,6902,21,21,21
6446,6903,34,34,34
6447,6904,36,36,36
6448,6905,12,12,12
6449,6906,76,76,76
6450,6907,83,83,83
6451,6908,41,41,41
6452,6909,6,6,6
6453,6910,9,10,9
6454,6911,9,10,9
6455,6912,22,24,22
6456,6913,17,19,17
6457,6914,3,5,3
6458,6915,5,6,5
6459,6916,27,28,27
6460,6917,5,6,5
6461,6918,0,1,0
6462,6919,38,39,38
6463,6920,11,12,11
6464,6921,29,30,29
6465,6922,46,47,46
6466,6923,0,2,0
6467,6924,15,17,15
6468,6925,19,21,19
6469,6926,262,261,258
6470,6927,134,139,134
6471,6928,4,9,4
6472,6929,0,5,0
6473,6930,18,25,18
6474,6931,23,31,23
6475,6932,6,14,6
6476,6933,2,9,2
6477,6934,40,47,40
6478,6935,10,16,10
6479,6936,378,382,378
6480,6937,31,42,31
6481,6938,1,12,1
6482,6939,9,20,9
6483,6940,8,19,8
6484,6941,233,243,233
6485,6942,3,13,3
6486,6943,84,94,83
6487,6944,72,88,71
6488,6945,26,42,26
6489,6946,10,26,10
6490,6947,7,26,7
6491,6948,40,59,40
6492,6949,27,45,27
6493,6950,43,61,43
6494,6951,15,33,15
6495,6952,14,27,14
6496,6953,30,35,30
6497,6954,98,102,97
6498,6955,18,23,18
6499,6956,28,31,28
6500,6957,37,41,37
6501,6958,36,38,36
6502,6959,5,6,5
6503,6960,29,30,29
6504,6961,43,43,43
6505,6962,11,11,11
6506,6963,9,9,9
6507,6964,42,42,42
6508,6965,12,12,12
6509,6966,11,12,11
6510,6967,17,18,17
6511,6968,517,518,516
6512,6969,9,10,9
6513,6970,12,13,12
6514,6971,40,41,39
6515,6972,10,11,10
6516,6973,18,19,18
6517,6974,8,9,8
6518,6975,50,51,49
6519,6976,9,10,8
6520,6977,76,77,75
6521,6978,17,18,17
6522,6979,67,68,67
6523,6980,15,16,15
6524,6981,119,120,119
6525,6982,400,398,395
6526,6983,152,153,152
6527,6984,3,4,3
6528,6985,16,17,16
6529,6986,111,112,111
6530,6987,27,28,27
6531,6988,39,40,39
6532,6989,22,23,22
6533,6990,744,742,739
6534,6991,22,22,22
6535,6992,15,15,15
6536,6993,21,21,21
6537,6994,13,13,13
6538,6995,20,20,20
6539,6996,87,87,87
6540,6997,164,164,164
6541,6998,59,59,59
6542,6999,5,5,5
6543,7000,137,137,136
6544,7001,36,36,36
6545,7002,137,137,136
6546,7003,38,38,38
6547,7004,16,16,16
6548,7005,120,120,120
6549,7006,315,315,315
6550,7007,69,69,69
6551,7008,32,32,32
6552,7009,49,49,49
6553,7010,34,34,34
6554,7011,486,484,483
6555,7012,39,39,39
6556,7013,18,18,18
6557,7014,4,4,4
6558,7015,21,21,21
6559,7016,92,91,91
6560,7017,19,19,19
6561,7018,11,11,11
6562,7019,50,50,50
6563,7020,19,19,19
6564,7021,18,25,18
6565,7022,13,22,13
6566,7023,6,15,6
6567,7024,21,30,21
6568,7025,38,46,38
6569,7026,42,50,42
6570,7027,84,92,84
6571,7028,9,19,9
6572,7029,143,153,143
6573,7030,24,35,24
6574,7031,14,24,14
6575,7032,50,66,50
6576,7033,48,57,48
6577,7034,26,35,26
6578,7035,9,11,8
6579,7036,11,13,11
6580,7037,148,148,148
6581,7038,75,75,75
6582,7039,148,148,148
6583,7040,53,53,53
6584,7041,62,62,62
6585,7042,358,358,357
6586,7043,108,107,107
6587,7044,92,93,92
6588,7045,28,29,28
6589,7046,8,9,8
6590,7047,100,100,100
6591,7048,15,15,15
6592,7049,26,26,26
6593,7050,14,13,13
6594,7051,146,144,144
6595,7052,3,3,3
6596,7053,2,2,2
6597,7054,18,19,18
6598,7055,19,20,19
6599,7056,205,217,205
6600,7057,63,75,63
6601,7058,84,97,83
6602,7059,114,163,114
6603,7060,32,80,32
6604,7061,50,98,50
6605,7062,24,24,24
6606,7063,116,116,116
6607,7064,30,30,30
6608,7065,25,25,25
6609,7066,46,46,45
6610,7067,46,47,46
6611,7068,37,38,37
6612,7069,42,42,42
6613,7070,99,99,99
6614,7071,64,64,64
6615,7072,110,110,109
6616,7073,4,4,4
6617,7074,1,1,1
6618,7075,43,43,43
6619,7076,18,18,18
6620,7077,28,28,28
6621,7078,47,47,46
6622,7079,20,20,20
6623,7080,21,21,21
6624,7081,327,327,325
6625,7082,25,25,25
6626,7083,228,234,226
6627,7084,51,59,50
6628,7085,19,27,19
6629,7086,559,558,557
6630,7087,29,30,29
6631,7088,18,19,18
6632,7089,40,41,40
6633,7090,51,51,51
6634,7091,44,44,44
6635,7092,33,34,33
6636,7093,152,154,152
6637,7094,14,16,14
6638,7095,81,82,81
6639,7096,27,28,27
6640,7097,18,19,18
6641,7098,32,32,32
6642,7099,32,32,32
6643,7100,46,47,46
6644,7101,123,124,122
6645,7102,23,24,23
6646,7103,34,34,34
6647,7104,156,156,156
6648,7105,288,287,287
6649,7106,41,41,41
6650,7107,6,6,6
6651,7108,120,120,120
6652,7109,5,5,5
6653,7110,3,3,3
6654,7111,32,44,32
6655,7112,20,32,20
6656,7113,625,661,622
6657,7114,44,81,44
6658,7115,29,69,29
6659,7116,37,137,37
6660,7117,12,113,12
6661,7118,14,115,14
6662,7119,606,774,605
6663,7120,24,180,24
6664,7121,33,191,33
6665,7122,89,95,89
6666,7123,26,32,26
6667,7124,132,132,131
6668,7125,163,163,163
6669,7126,30,31,30
6670,7127,2,2,2
6671,7128,3,7,3
6672,7129,7,11,7
6673,7130,42,46,42
6674,7131,11,11,11
6675,7132,13,13,13
6676,7133,35,35,35
6677,7134,17,17,17
6678,7135,20,20,20
6679,7136,2,2,2
6680,7137,9,9,9
6681,7138,14,14,14
6682,7139,15,15,15
6683,7140,1,1,1
6684,7141,11,11,11
6685,7142,19,19,19
6686,7143,58,58,58
6687,7144,19,19,19
6688,7145,59,60,59
6689,7146,54,54,54
6690,7147,17,18,17
6691,7148,12,12,12
6692,7149,8,8,8
6693,7150,40,39,39
6694,7153,44,43,43
6695,7154,4,4,4
6696,7155,2,2,2
6697,7156,39,39,39
6698,7157,35,35,35
6699,7158,3,3,3
6700,7159,8,8,8
6701,7160,87,87,87
6702,7161,21,21,21
6703,7162,572,572,571
6704,7163,11,11,11
6705,7164,409,409,409
6706,7165,620,620,620
6707,7166,1,1,1
6708,7168,92,92,92
6709,7169,81,81,80
6710,7170,36,36,36
6711,7171,37,38,37
6712,7172,5,6,5
6713,7173,271,272,270
6714,7174,23,24,23
6715,7175,23,23,23
6716,7176,5,5,5
6717,7177,14,14,14
6718,7178,28,29,28
6719,7179,10,10,10
6720,7180,13,13,13
6721,7181,6,6,6
6722,7182,63,63,63
6723,7183,18,19,18
6724,7184,17,18,17
6725,7185,81,81,81
6726,7186,11,11,11
6727,7187,2,2,2
6728,7188,0,0,0
6729,7189,7,7,7
6730,7190,17,17,17
6731,7191,6,6,6
6732,7192,38,38,38
6733,7193,7,7,7
6734,7194,46,46,46
6735,7195,177,177,177
6736,7196,31,31,31
6737,7197,0,0,0
6738,7198,21,21,21
6739,7199,13,13,13
6740,7200,156,156,156
6741,7201,77,77,77
6742,7202,28,28,28
6743,7203,123,124,122
6744,7204,27,29,26
6745,7205,7,8,7
6746,7206,1,2,1
6747,7207,13,13,13
6748,7208,1,1,1
6749,7209,9,9,9
6750,7210,35,35,35
6751,7211,30,30,30
6752,7212,3,3,3
6753,7213,32,32,32
6754,7214,38,38,38
6755,7216,46,47,46
6756,7217,22,23,22
6757,7218,5,6,5
6758,7219,14,15,14
6759,7220,1,2,1
6760,7221,10,11,10
6761,7222,58,59,58
6762,7223,38,39,38
6763,7224,155,156,155
6764,7225,34,38,34
6765,7226,19,21,19
6766,7227,12,13,12
6767,7228,44,45,44
6768,7229,77,78,77
6769,7230,1,2,1
6770,7231,140,141,140
6771,7232,21,21,21
6772,7233,2,2,2
6773,7234,20,20,20
6774,7235,108,108,108
6775,7236,13,13,13
6776,7237,54,54,54
6777,7238,34,34,34
6778,7239,127,127,127
6779,7240,51,51,51
6780,7241,0,0,0
6781,7243,23,23,23
6782,7244,1,1,1
6783,7245,1,1,1
6784,7246,30,30,30
6785,7247,15,16,15
6786,7248,2,2,2
6787,7249,19,19,19
6788,7250,13,13,13
6789,7251,2,2,2
6790,7252,124,124,124
6791,7253,13,13,13
6792,7255,38,39,38
6793,7256,6,7,6
6794,7257,15,15,15
6795,7258,116,116,116
6796,7259,60,60,60
6797,7260,28,29,28
6798,7261,10,11,10
6799,7262,152,153,152
6800,7263,0,0,0
6801,7264,29,29,29
6802,7265,15,15,15
6803,7266,18,18,18
6804,7267,688,688,687
6805,7268,4,4,4
6806,7269,6,6,6
6807,7270,15,15,15
6808,7271,6,7,6
6809,7272,48,49,48
6810,7273,63,63,63
6811,7274,16,16,14
6812,7275,23,23,23
6813,7276,18,18,18
6814,7277,6,6,6
6815,7278,3,3,3
6816,7279,563,610,538
6817,7280,4,4,4
6818,7281,11,11,11
6819,7282,44,44,44
6820,7283,33,33,33
6821,7284,23,23,23
6822,7285,37,37,37
6823,7286,18,18,18
6824,7287,0,0,0
6825,7288,52,52,52
6826,7289,0,0,0
6827,7290,67,67,67
6828,7291,85,84,83
6829,7292,56,56,56
6830,7293,28,28,28
6831,7294,70,70,70
6832,7295,77,77,76
6833,7296,131,131,131
6834,7297,24,24,24
6835,7298,24,24,24
6836,7299,427,428,426
6837,7300,32,34,32
6838,7301,34,36,34
6839,7302,65,67,65
6840,7303,357,356,356
6841,7304,8,8,8
6842,7305,12,12,12
6843,7306,95,95,95
6844,7307,2,3,2
6845,7308,15,17,15
6846,7309,21,22,21
6847,7310,32,35,32
6848,7311,6,9,6
6849,7312,81,86,81
6850,7313,1,2,1
6851,7314,2,3,2
6852,7315,9,10,9
6853,7316,11,11,11
6854,7317,17,17,17
6855,7318,213,213,213
6856,7319,38,38,38
6857,7320,43,43,43
6858,7321,123,123,122
6859,7322,22,23,21
6860,7323,30,31,30
6861,7324,38,37,36
6862,7325,0,0,0
6863,7326,2,2,2
6864,7327,14,14,14
6865,7328,112,112,112
6866,7329,46,46,46
6867,7330,40,40,40
6868,7331,34,34,34
6869,7332,16,16,16
6870,7333,31,31,31
6871,7334,144,144,144
6872,7335,11,11,11
6873,7336,30,30,30
6874,7337,14,14,14
6875,7339,12,12,12
6876,7340,48,48,47
6877,7341,30,30,30
6878,7342,5,5,5
6879,7343,8,8,8
6880,7344,38,38,38
6881,7345,16,16,16
6882,7347,23,23,23
6883,7348,52,52,52
6884,7349,0,0,0
6885,7350,1,1,1
6886,7351,31,31,31
6887,7352,1,1,1
6888,7353,10,10,10
6889,7354,4,4,4
6890,7355,76,76,76
6891,7357,31,31,31
6892,7358,62,62,62
6893,7359,19,19,19
6894,7360,260,260,259
6895,7361,1,1,1
6896,7362,1,1,1
6897,7363,2,2,2
6898,7364,8,8,8
6899,7365,3,3,3
6900,7366,21,21,21
6901,7367,23,23,23
6902,7368,25,25,25
6903,7369,6,6,6
6904,7370,10,10,10
6905,7372,15,15,15
6906,7373,0,0,0
6907,7374,21,21,21
6908,7375,71,71,71
6909,7376,62,62,62
6910,7378,27,27,27
6911,7379,49,49,49
6912,7380,6,6,6
6913,7381,19,19,19
6914,7382,46,46,46
6915,7383,10,11,10
6916,7384,18,18,18
6917,7385,44,44,44
6918,7386,131,131,131
6919,7387,107,107,107
6920,7388,50,50,50
6921,7389,74,74,74
6922,7390,247,247,247
6923,7391,15,15,15
6924,7392,139,134,132
6925,7393,675,675,675
6926,7394,46,46,46
6927,7395,31,31,31
6928,7396,32,32,32
6929,7397,42,42,42
6930,7398,45,45,45
6931,7399,78,78,78
6932,7400,18,18,18
6933,7401,164,164,164
6934,7402,25,25,25
6935,7403,6,6,6
6936,7404,3,3,3
6937,7405,130,130,130
6938,7406,14,14,14
6939,7407,1,1,1
6940,7408,12,12,12
6941,7410,2,2,2
6942,7411,9,9,9
6943,7412,0,0,0
6944,7414,0,0,0
6945,7415,3,3,3
6946,7417,127,127,127
6947,7418,15,15,15
6948,7419,20,20,20
6949,7420,929,929,929
6950,7421,0,0,0
6951,7422,1,1,1
6952,7423,212,212,212
6953,7424,15,15,15
6954,7425,8,8,8
6955,7426,24,24,24
6956,7427,21,21,21
6957,7428,70,70,70
6958,7429,48,48,48
6959,7430,9,9,9
6960,7431,112,112,112
6961,7432,53,53,53
6962,7433,22,22,22
6963,7434,5,5,5
6964,7435,36,36,36
6965,7436,7,7,7
6966,7437,22,22,22
6967,7438,47,47,47
6968,7439,4,4,4
6969,7440,14,14,14
6970,7441,29,29,29
6971,7442,22,22,22
6972,7443,21,21,21
6973,7444,72,72,72
6974,7445,14,14,14
6975,7446,1,1,1
6976,7447,4,4,4
6977,7448,15,15,15
6978,7449,15,15,15
6979,7450,30,30,30
6980,7451,83,83,83
6981,7452,60,60,60
6982,7453,12,12,12
6983,7454,1,1,1
6984,7455,30,30,30
6985,7456,19,19,19
6986,7457,14,14,14
6987,7458,5,5,5
6988,7459,34,34,34
6989,7462,17,17,17
6990,7463,41,41,41
6991,7464,5,5,5
6992,7465,16,16,16
6993,7466,34,34,34
6994,7467,11,11,11
6995,7468,32,32,32
6996,7469,30,30,30
6997,7470,9,9,9
6998,7471,233,233,233
6999,7472,0,2,0
7000,7473,2,2,2
7001,7474,13,13,13
7002,7477,19,19,19
7003,7478,15,15,15
7004,7479,143,143,143
7005,7480,48,48,48
7006,7481,13,13,13
7007,7482,103,103,103
7008,7483,56,56,56
7009,7484,65,65,65
7010,7485,37,37,37
7011,7486,13,13,13
7012,7487,7,7,7
7013,7488,317,316,316
7014,7489,25,25,25
7015,7491,0,0,0
7016,7492,16,16,16
7017,7493,48,48,48
7018,7494,10,10,10
7019,7495,23,23,23
7020,7496,16,16,16
7021,7497,0,0,0
7022,7498,8,8,8
7023,7499,0,0,0
7024,7501,5,5,5
7025,7502,1,1,1
7026,7503,37,37,37
7027,7504,97,97,97
7028,7506,20,20,20
7029,7507,17,17,17
7030,7508,11,11,11
7031,7509,7,7,7
7032,7510,7,7,7
7033,7512,3,3,3
7034,7513,41,41,41
7035,7515,0,0,0
7036,7516,27,27,27
7037,7517,13,13,13
7038,7518,74,74,74
7039,7519,29,29,29
7040,7520,0,0,0
7041,7521,149,149,149
7042,7522,25,25,25
7043,7523,12,12,12
7044,7525,20,20,20
7045,7526,48,48,48
7046,7527,4,4,4
7047,7530,4,4,4
7048,7531,41,41,41
7049,7532,0,0,0
7050,7534,31,31,31
7051,7535,9,9,9
7052,7536,96,96,96
7053,7537,26,26,26
7054,7539,1,1,1
7055,7540,26,26,26
7056,7541,2,2,2
7057,7542,0,0,0
7058,7543,23,23,23
7059,7544,34,34,34
7060,7545,3,3,3
7061,7546,19,19,19
7062,7547,1,1,1
7063,7548,26,26,26
7064,7549,41,41,41
7065,7550,1,1,1
7066,7551,2,2,2
7067,7552,14,14,14
7068,7553,48,48,48
7069,7554,13,13,13
7070,7555,15,15,15
7071,7557,16,16,16
7072,7558,19,19,19
7073,7559,11,11,11
7074,7560,71,71,71
7075,7561,82,82,82
7076,7562,16,16,16
7077,7563,8,8,8
7078,7564,591,591,591
7079,7565,0,1,0
7080,7567,9,9,9
7081,7570,36,36,36
7082,7571,7,7,7
7083,7572,0,0,0
7084,7573,194,194,193
7085,7574,9,9,9
7086,7575,8,8,8
7087,7576,28,28,28
7088,7577,2,2,2
7089,7578,1,1,1
7090,7579,31,31,31
7091,7580,0,0,0
7092,7581,12,12,12
7093,7582,69,69,69
7094,7585,38,37,37
7095,7587,0,0,0
7096,7588,12,12,12
7097,7589,14,14,14
7098,7590,27,27,27
7099,7591,27,27,27
7100,7592,33,33,33
7101,7593,1,1,1
7102,7594,147,147,147
7103,7595,5,5,5
7104,7596,1,1,1
7105,7597,11,11,11
7106,7598,0,0,0
7107,7600,549,549,548
7108,7601,4,4,4
7109,7602,19,19,19
7110,7603,19,19,19
7111,7604,194,194,194
7112,7605,14,14,14
7113,7606,12,13,12
7114,7607,0,1,0
7115,7608,0,0,0
7116,7609,222,221,221
7117,7610,2,2,2
7118,7611,12,12,12
7119,7612,30,30,30
7120,7615,0,0,0
7121,7617,1,1,1
7122,7618,24,24,24
7123,7619,0,0,0
7124,7621,13,13,13
7125,7622,28,28,28
7126,7623,5,5,5
7127,7624,18,18,18
7128,7625,7,7,7
7129,7626,24,24,24
7130,7627,23,23,23
7131,7630,26,26,26
7132,7631,12,12,12
7133,7632,19,19,19
7134,7633,138,138,138
7135,7634,1,1,1
7136,7635,50,50,50
7137,7636,43,43,43
7138,7637,10,10,10
7139,7638,5,5,5
7140,7639,139,139,139
7141,7640,10,10,10
7142,7641,62,62,62
7143,7642,24,24,24
7144,7643,19,19,19
7145,7644,262,261,260
7146,7645,31,31,31
7147,7646,45,45,45
7148,7647,15,16,15
7149,7648,16,17,16
7150,7649,26,27,26
7151,7650,3,3,3
7152,7651,14,14,14
7153,7654,26,26,26
7154,7655,0,0,0
7155,7656,4,4,4
7156,7657,3,3,3
7157,7658,4,4,4
7158,7660,8,8,8
7159,7661,20,20,20
7160,7662,3,3,3
7161,7663,10,10,10
7162,7664,0,0,0
7163,7665,3,3,3
7164,7666,57,57,57
7165,7669,38,38,38
7166,7670,13,14,13
7167,7671,4,5,4
7168,7672,45,47,45
7169,7673,15,16,15
7170,7674,1,2,1
7171,7675,430,431,430
7172,7676,22,22,22
7173,7677,14,14,14
7174,7678,44,44,44
7175,7679,0,0,0
7176,7681,93,93,93
7177,7682,18,18,18
7178,7683,0,0,0
7179,7684,54,54,54
7180,7685,6,6,6
7181,7686,0,0,0
7182,7687,26,26,26
7183,7688,131,131,131
7184,7689,1,1,1
7185,7690,10,10,10
7186,7691,1,1,1
7187,7692,1,1,1
7188,7693,147,147,147
7189,7694,5,5,5
7190,7695,12,12,12
7191,7696,21,21,21
7192,7697,0,0,0
7193,7698,11,11,11
7194,7699,17,16,15
7195,7700,9,9,9
7196,7701,3,3,3
7197,7702,16,16,16
7198,7703,108,108,108
7199,7704,15,15,14
7200,7705,45,45,45
7201,7706,20,20,20
7202,7708,0,0,0
7203,7709,9,9,9
7204,7710,14,14,14
7205,7711,84,84,84
7206,7712,313,313,313
7207,7713,80,80,80
7208,7714,26,26,26
7209,7715,0,0,0
7210,7716,72,72,72
7211,7717,41,41,41
7212,7718,1,1,1
7213,7720,98,98,98
7214,7721,1,1,1
7215,7722,8,8,8
7216,7723,61,61,61
7217,7724,1,1,1
7218,7725,0,0,0
7219,7726,33,33,33
7220,7727,9,9,9
7221,7728,556,556,556
7222,7729,26,26,26
7223,7730,33,33,33
7224,7731,9,9,9
7225,7732,514,514,514
7226,7733,35,35,35
7227,7734,61,61,61
7228,7735,810,810,810
7229,7736,114,114,114
7230,7737,6,6,6
7231,7738,46,46,46
7232,7739,20,20,20
7233,7740,60,60,59
7234,7741,26,26,26
7235,7742,23,23,23
7236,7743,138,138,137
7237,7744,25,25,25
7238,7745,24,24,24
7239,7746,9,9,9
7240,7747,38,38,38
7241,7748,14,14,14
7242,7749,483,483,482
7243,7750,30,30,30
7244,7751,34,34,34
7245,7752,15,15,15
7246,7753,33,33,33
7247,7754,27,27,27
7248,7755,44,44,43
7249,7756,224,224,223
7250,7757,32,32,32
7251,7758,60,60,60
7252,7759,63,63,63
7253,7760,59,59,59
7254,7761,70,69,69
7255,7762,17,17,17
7256,7763,8,8,8
7257,7764,858,858,854
7258,7765,805,805,804
7259,7766,85,85,85
7260,7767,139,139,139
7261,7768,167,167,167
7262,7769,36,36,36
7263,7770,34,34,34
7264,7771,92,92,92
7265,7772,132,132,132
7266,7774,13,13,13
7267,7775,16,16,16
7268,7776,5,5,5
7269,7777,93,93,93
7270,7778,8,8,8
7271,7779,4,4,4
7272,7780,21,21,21
7273,7781,12,12,12
7274,7782,61,62,61
7275,7783,105,106,105
7276,7784,1,2,1
7277,7785,21,21,21
7278,7786,28,28,28
7279,7787,21,21,21
7280,7788,139,139,139
7281,7789,47,47,47
7282,7790,68,68,68
7283,7791,47,47,47
7284,7792,27,27,27
7285,7793,15,15,15
7286,7794,39,39,39
7287,7795,19,19,19
7288,7796,20,20,20
7289,7797,43,43,43
7290,7798,431,431,430
7291,7799,4,4,4
7292,7800,190,190,190
7293,7801,17,17,17
7294,7802,4,4,4
7295,7803,4,4,4
7296,7804,51,51,51
7297,7805,0,0,0
7298,7806,10,10,10
7299,7807,19,19,19
7300,7808,6,6,6
7301,7809,35,35,35
7302,7810,15,15,15
7303,7811,50,50,50
7304,7812,15,17,15
7305,7813,64,67,64
7306,7814,63,66,63
7307,7815,131,132,130
7308,7816,56,57,56
7309,7817,147,147,146
7310,7818,18,18,18
7311,7819,159,159,159
7312,7820,35,35,35
7313,7821,65,65,65
7314,7822,37,37,37
7315,7823,115,115,115
7316,7824,34,34,34
7317,7825,38,38,38
7318,7826,19,19,19
7319,7828,9,9,9
7320,7829,90,90,90
7321,7830,14,14,14
7322,7831,48,48,48
7323,7832,8,8,8
7324,7833,29,29,29
7325,7834,723,722,722
7326,7835,18,18,18
7327,7836,5,5,5
7328,7837,25,25,25
7329,7838,36,36,36
7330,7839,5,5,5
7331,7840,210,210,210
7332,7841,14,14,14
7333,7842,17,17,17
7334,7843,339,339,338
7335,7844,174,174,174
7336,7846,30,30,30
7337,7847,18,18,18
7338,7848,30,30,30
7339,7849,23,23,23
7340,7850,80,80,80
7341,7851,501,501,498
7342,7852,19,26,19
7343,7853,3,12,3
7344,7854,38,47,38
7345,7855,82,86,82
7346,7856,4,12,4
7347,7857,110,117,109
7348,7858,116,124,116
7349,7859,18,21,18
7350,7860,144,146,144
7351,7861,22,23,22
7352,7863,91,91,91
7353,7864,42,42,42
7354,7865,85,85,85
7355,7866,23,23,23
7356,7867,8,8,8
7357,7868,11,11,11
7358,7869,720,720,718
7359,7870,67,67,67
7360,7871,23,23,23
7361,7872,2,2,2
7362,7873,41,41,41
7363,7874,87,87,87
7364,7875,53,53,53
7365,7876,8,8,8
7366,7877,51,51,51
7367,7878,13,13,13
7368,7879,8,8,8
7369,7880,42,42,42
7370,7881,131,131,131
7371,7882,32,32,32
7372,7883,16,16,16
7373,7884,8,8,8
7374,7885,7,7,7
7375,7886,69,69,69
7376,7887,1,1,1
7377,7888,25,25,25
7378,7889,36,36,36
7379,7890,2,9,2
7380,7891,8,10,8
7381,7892,3,3,3
7382,7893,1,2,1
7383,7894,46,48,46
7384,7895,65,63,61
7385,7896,8,10,8
7386,7897,35,37,34
7387,7898,23,25,23
7388,7899,22,24,22
7389,7900,12,13,12
7390,7901,8,9,8
7391,7902,12,12,12
7392,7903,52,52,52
7393,7904,5,5,5
7394,7905,69,69,69
7395,7906,23,23,23
7396,7908,5,5,5
7397,7909,19,19,19
7398,7910,1,1,1
7399,7911,41,41,41
7400,7912,37,37,37
7401,7914,2,2,2
7402,7915,30,30,30
7403,7916,0,0,0
7404,7917,17,17,17
7405,7918,61,61,61
7406,7919,74,74,74
7407,7920,3,3,3
7408,7921,56,56,56
7409,7922,9,9,9
7410,7923,105,105,105
7411,7924,15,15,15
7412,7925,29,29,29
7413,7926,651,650,647
7414,7927,13,13,13
7415,7929,29,29,29
7416,7930,59,59,59
7417,7931,33,33,33
7418,7932,206,206,206
7419,7933,49,49,49
7420,7934,37,37,37
7421,7935,56,56,56
7422,7936,534,534,534
7423,7937,1,1,1
7424,7938,1,1,1
7425,7939,30,30,30
7426,7940,16,16,16
7427,7941,1,1,1
7428,7942,34,34,34
7429,7945,734,734,733
7430,7946,4,4,4
7431,7947,0,0,0
7432,7948,231,230,230
7433,7949,10,10,10
7434,7950,1,1,1
7435,7951,24,24,24
7436,7954,137,137,137
7437,7955,100,100,100
7438,7956,1,1,1
7439,7957,20,20,20
7440,7958,43,43,43
7441,7959,6,6,6
7442,7960,125,125,125
7443,7961,2,2,2
7444,7962,15,15,15
7445,7963,28,28,28
7446,7964,0,0,0
7447,7965,6,6,6
7448,7966,16,16,16
7449,7967,168,168,168
7450,7968,4,4,4
7451,7969,33,33,33
7452,7970,18,18,18
7453,7971,33,33,33
7454,7972,11,11,11
7455,7973,102,102,102
7456,7974,0,0,0
7457,7975,59,59,59
7458,7976,19,19,19
7459,7978,19,19,19
7460,7979,102,102,102
7461,7981,107,107,107
7462,7982,24,24,24
7463,7983,5,5,5
7464,7984,160,159,159
7465,7985,12,12,12
7466,7986,42,42,42
7467,7987,124,124,124
7468,7988,40,40,40
7469,7989,42,42,42
7470,7990,55,55,55
7471,7991,25,25,25
7472,7993,23,23,23
7473,7994,45,45,45
7474,7995,6,6,6
7475,7996,79,80,79
7476,7997,4,4,4
7477,7998,63,63,63
7478,7999,50,50,50
7479,8000,20,20,20
7480,8001,95,94,94
7481,8002,20,20,20
7482,8003,106,106,106
7483,8004,12,12,12
7484,8005,34,34,33
7485,8006,34,34,34
7486,8007,8,8,8
7487,8008,333,231,219
7488,8009,24,24,24
7489,8010,79,79,79
7490,8011,28,28,28
7491,8012,82,49,39
7492,8013,34,34,34
7493,8014,36,36,33
7494,8015,37,36,34
7495,8016,631,628,625
7496,8017,409,409,409
7497,8018,44,44,44
7498,8019,24,24,24
7499,8020,54,54,54
7500,8021,45,45,45
7501,8023,28,28,28
7502,8024,42,42,42
7503,8025,240,240,240
7504,8027,73,73,73
7505,8028,10,10,10
7506,8029,15,15,15
7507,8031,307,307,307
7508,8032,40,40,40
7509,8033,7,7,7
7510,8034,3,3,3
7511,8035,26,26,26
7512,8036,8,8,8
7513,8038,27,27,27
7514,8039,38,38,38
7515,8040,102,102,102
7516,8041,37,37,37
7517,8042,23,23,23
7518,8043,124,124,124
7519,8044,15,15,15
7520,8045,5,5,5
7521,8047,157,157,157
7522,8048,43,43,43
7523,8049,15,15,15
7524,8050,17,17,17
7525,8051,59,59,59
7526,8052,24,24,24
7527,8053,107,107,107
7528,8054,9,9,9
7529,8055,52,52,52
7530,8056,72,72,72
7531,8057,5,5,5
7532,8058,2,2,2
7533,8059,18,18,18
7534,8060,6,6,6
7535,8061,8,8,8
7536,8062,90,90,90
7537,8063,23,23,23
7538,8064,52,52,52
7539,8065,9,9,9
7540,8066,5,5,5
7541,8067,23,23,23
7542,8068,13,13,13
7543,8069,1,1,1
7544,8070,1,1,1
7545,8071,11,11,11
7546,8072,48,48,48
7547,8073,17,17,17
7548,8074,143,143,143
7549,8075,74,74,74
7550,8076,28,28,28
7551,8077,16,16,16
7552,8078,264,264,264
7553,8079,4,4,4
7554,8080,37,37,37
7555,8081,37,37,37
7556,8082,54,54,54
7557,8083,116,116,116
7558,8084,30,30,30
7559,8085,20,20,20
7560,8086,30,30,30
7561,8087,6,6,6
7562,8088,17,17,17
