P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p).1,min_rec_length,breakpoints,recombinant
SRR18820558_NC_045512:0,ERR6405162_NC_045512:0,SRR17378707_NC_045512:0,24,3,3,0.008547008969,0,-2.0682,0.01702,0.01702097,3.0,14701-21302 & 21305-22623,SRR17378707
SRR17329004_NC_045512:0,SRR16689807_NC_045512:0,SRR20179132_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9.0,6990-22025 & 22034-23247,SRR20179132
ERR8141299_NC_045512:0,ERR8617187_NC_045512:0,ERR12132079_NC_045512:0,45,3,3,0.002659574384,0,-2.5752,0.00531,0.005312075,3.0,27384-28875 & 28878-29509,ERR12132079
SRR15199972_NC_045512:0,SRR16223384_NC_045512:0,SRR16351102_NC_045512:0,7,8,8,0.001243201434,0,-2.9055,0.00248,0.002484857,7878.0,0-1626 & 15655-22025,SRR16351102
ERR5946395_NC_045512:0,ERR7302285_NC_045512:0,ERR7685027_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,2866.0,0-989 & 24349-27037,ERR7685027
ERR13121857_NC_045512:0,SRR19919918_NC_045512:0,SRR21041378_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,7566.0,6539-15007 & 25793-28876,SRR21041378
ERR12818002_NC_045512:0,SRR20254530_NC_045512:0,ERR6763204_NC_045512:0,13,9,8,0.000550842436,0,-3.259,0.0011,0.001101381,10.0,10271-22024 & 22034-22322,ERR6763204
ERR6676246_NC_045512:0,ERR6338202_NC_045512:0,node_245019_NC_045512:0,6,6,6,0.007575758733,0,-2.1206,0.01509,0.01509413,11264.0,7851-14129 & 25553-26490,node_245019
SRR19289710_NC_045512:0,SRR20259351_NC_045512:0,SRR20251802_NC_045512:0,18,6,6,0.000141163197,0,-3.8503,0.00028,0.0002823065,6.0,13297-22028 & 22034-22206,SRR20251802
ERR6765742_NC_045512:0,ERR6201753_NC_045512:0,ERR6569478_NC_045512:0,6,14,12,0.022445822135,0,-1.6489,0.04439,0.04438783,1545.0,1181-7849 & 27740-29539,ERR6569478
ERR6713419_NC_045512:0,SRR14069579_NC_045512:0,node_371197_NC_045512:0,4,6,6,0.023809526116,0,-1.6232,0.04705,0.04705216,11533.0,9214-12968 & 26768-27584,node_371197
SRR21040143_NC_045512:0,SRR21001398_NC_045512:0,ERR13174774_NC_045512:0,8,6,6,0.002997003263,0,-2.5233,0.00599,0.005985024,3003.0,18957-24380 & 27383-28680,ERR13174774
SRR24606764_NC_045512:0,ERR7795801_NC_045512:0,node_596634_NC_045512:0,8,67,63,0.000344207947,0,-3.4632,0.00069,0.0006882974,333.0,0-668 & 29372-29570,node_596634
SRR16500779_NC_045512:0,SRR15199972_NC_045512:0,SRR16351104_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,15906-22025 & 22034-29903,SRR16351104
ERR9913620_NC_045512:0,ERR11805511_NC_045512:0,ERR12978293_NC_045512:0,4,9,9,0.006993007846,0,-2.1553,0.01394,0.01393711,2605.0,16993-27036 & 29641-29903,ERR12978293
SRR14356175_NC_045512:0,ERR5452671_NC_045512:0,SRR14381406_NC_045512:0,16,5,4,0.015774732456,0,-1.802,0.0313,0.03130062,4.0,4455-7040 & 7059-8602,SRR14381406
ERR7488999_NC_045512:0,ERR6579055_NC_045512:0,ERR7605456_NC_045512:0,7,10,10,0.000411353394,0,-3.3858,0.00082,0.0008225376,10969.0,10969-15910 & 28200-29903,ERR7605456
SRR19721686_NC_045512:0,ERR12982284_NC_045512:0,SRR19907459_NC_045512:0,23,3,3,0.009230769239,0,-2.0348,0.01838,0.01837633,3.0,279-3683 & 3686-5525,SRR19907459
SRR15518306_NC_045512:0,ERR6112499_NC_045512:0,SRR15628568_NC_045512:0,8,7,7,0.001398601453,0,-2.8543,0.0028,0.002795247,9.0,15647-22025 & 22034-23757,SRR15628568
SRR16835145_NC_045512:0,SRR16254381_NC_045512:0,node_323775_NC_045512:0,12,11,9,0.001888204948,0,-2.724,0.00377,0.003772845,6397.0,14014-16984 & 23381-25431,node_323775
ERR13172687_NC_045512:0,ERR12973013_NC_045512:0,ERR9880038_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,1027.0,0-1929 & 27384-28876,ERR9880038
SRR21635825_NC_045512:0,SRR22237446_NC_045512:0,SRR22117348_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,1659.0,0-2840 & 21790-28244,SRR22117348
SRR17218681_NC_045512:0,SRR20251244_NC_045512:0,SRR20178329_NC_045512:0,4,6,6,0.023809526116,0,-1.6232,0.04705,0.04705216,6.0,22026-22028 & 22034-29903,SRR20178329
SRR15863916_NC_045512:0,ERR6491956_NC_045512:0,SRR15864311_NC_045512:0,10,7,7,0.000565610884,0,-3.2475,0.00113,0.001130902,9.0,13772-22025 & 22034-24129,SRR15864311
SRR17419323_NC_045512:0,ERR6762270_NC_045512:0,SRR20264871_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3.0,244-506 & 509-2663,SRR20264871
SRR26170249_NC_045512:0,ERR10804812_NC_045512:0,SRR26390799_NC_045512:0,56,3,3,0.001753360499,0,-2.7561,0.0035,0.003503647,3.0,26488-26490 & 26493-27884,SRR26390799
SRR24583465_NC_045512:0,ERR12539249_NC_045512:0,SRR25053154_NC_045512:0,51,4,4,0.000152468085,0,-3.8168,0.0003,0.0003049129,6.0,28330-29734 & 29740-29743,SRR25053154
SRR16153649_NC_045512:0,SRR15921268_NC_045512:0,node_188772_NC_045512:0,10,14,11,0.007270852104,0,-2.1384,0.01449,0.01448884,6690.0,9857-15344 & 22034-24978,node_188772
ERR6760184_NC_045512:0,ERR12819759_NC_045512:0,ERR6758523_NC_045512:0,3,39,39,0.000348432077,0,-3.4579,0.0007,0.0006967427,509.0,509-1306 & 28917-29903,ERR6758523
ERR11741977_NC_045512:0,SRR19265803_NC_045512:0,ERR11742306_NC_045512:0,19,5,4,0.010304913856,0,-1.987,0.0205,0.02050364,4.0,16726-21302 & 21306-23276,ERR11742306
SRR15003865_NC_045512:0,SRR16008906_NC_045512:0,SRR16008981_NC_045512:0,9,9,8,0.003167421324,0,-2.4993,0.00632,0.00632481,8290.0,0-4541 & 16609-21613,SRR16008981
ERR7235788_NC_045512:0,SRR20117053_NC_045512:0,ERR7239898_NC_045512:0,18,8,8,1.2161752e-05,0,-4.915,2e-05,2.432336e-05,10.0,19106-22024 & 22034-22050,ERR7239898
ERR4210193_NC_045512:0,ERR4555184_NC_045512:0,ERR4598232_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,4901.0,0-1910 & 11196-25002,ERR4598232
ERR8077168_NC_045512:0,ERR11848415_NC_045512:0,ERR8617452_NC_045512:0,8,4,4,0.018181819469,0,-1.7404,0.03603,0.03603306,593.0,25896-28285 & 28878-29631,ERR8617452
SRR17861166_NC_045512:0,SRR14811919_NC_045512:0,SRR14451569_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,2866.0,0-3002 & 19391-27037,SRR14451569
ERR7543210_NC_045512:0,ERR7147095_NC_045512:0,ERR7686527_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6.0,17259-22028 & 22034-22802,ERR7686527
SRR19302530_NC_045512:0,SRR15518651_NC_045512:0,SRR20178538_NC_045512:0,18,5,5,0.000564652786,0,-3.2482,0.00113,0.001128987,5.0,7143-22029 & 22034-22536,SRR20178538
SRR21008242_NC_045512:0,ERR9001943_NC_045512:0,SRR21670036_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3.0,14599-21041 & 21044-22598,SRR21670036
ERR10079823_NC_045512:0,ERR10089088_NC_045512:0,SRR21039681_NC_045512:0,5,32,32,1.3764723e-05,0,-4.8612,3e-05,2.752926e-05,5183.0,5183-12158 & 28865-29903,SRR21039681
ERR6619898_NC_045512:0,ERR6112499_NC_045512:0,ERR6885659_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,9079-22025 & 22034-23594,ERR6885659
SRR15199972_NC_045512:0,SRR15549225_NC_045512:0,node_189061_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,664.0,11827-21370 & 22034-22325,node_189061
ERR7777852_NC_045512:0,ERR11822620_NC_045512:0,ERR7989628_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3.0,11704-13422 & 13425-15951,ERR7989628
ERR11254928_NC_045512:0,ERR11029892_NC_045512:0,ERR11279669_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,1023.0,0-1403 & 24065-28880,ERR11279669
ERR6597976_NC_045512:0,ERR6580674_NC_045512:0,ERR6655421_NC_045512:0,6,20,20,3.0404384e-05,0,-4.5171,6e-05,6.080784e-05,7712.0,7712-9855 & 28300-29903,ERR6655421
ERR6793339_NC_045512:0,ERR13153313_NC_045512:0,ERR7307455_NC_045512:0,13,6,6,0.000515995955,0,-3.2874,0.00103,0.001031726,6.0,22026-22028 & 22034-25493,ERR7307455
ERR6112499_NC_045512:0,ERR13156943_NC_045512:0,node_188639_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,12685-22025 & 22034-24137,node_188639
ERR6440908_NC_045512:0,SRR17299615_NC_045512:0,node_186253_NC_045512:0,17,10,6,0.024616880342,0,-1.6088,0.04863,0.04862777,6.0,15240-17120 & 22034-23308,node_186253
ERR6491589_NC_045512:0,SRR15200057_NC_045512:0,ERR6492835_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,19670-22025 & 22034-29903,ERR6492835
ERR13175226_NC_045512:0,ERR11200663_NC_045512:0,ERR13175287_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3.0,19979-21293 & 21296-22418,ERR13175287
SRR15391634_NC_045512:0,SRR16987447_NC_045512:0,node_182234_NC_045512:0,8,7,7,0.001398601453,0,-2.8543,0.0028,0.002795247,9.0,19962-22025 & 22034-28848,node_182234
ERR9694189_NC_045512:0,ERR10463210_NC_045512:0,ERR12743105_NC_045512:0,32,3,3,0.005042016972,0,-2.2974,0.01006,0.01005861,3.0,3140-4777 & 4780-9865,ERR12743105
ERR7350337_NC_045512:0,ERR7307485_NC_045512:0,ERR7307967_NC_045512:0,10,8,8,0.000251382618,0,-3.5997,0.0005,0.000502702,10.0,13711-22025 & 22035-26588,ERR7307967
ERR12902194_NC_045512:0,ERR10019929_NC_045512:0,ERR10187517_NC_045512:0,3,20,20,0.002258611144,0,-2.6462,0.00451,0.004512121,1023.0,0-6977 & 28088-28880,ERR10187517
SRR17673362_NC_045512:0,ERR8611071_NC_045512:0,node_543677_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,7326.0,0-8012 & 15511-22577,node_543677
SRR22844222_NC_045512:0,ERR10003894_NC_045512:0,SRR21810309_NC_045512:0,12,4,4,0.007142857648,0,-2.1461,0.01423,0.01423469,847.0,20578-21293 & 22140-27011,SRR21810309
SRR16196766_NC_045512:0,SRR15864177_NC_045512:0,SRR16245660_NC_045512:0,4,8,8,0.010101011023,0,-1.9956,0.0201,0.02009999,10.0,7388-22024 & 22034-27609,SRR16245660
SRR23949544_NC_045512:0,ERR11184421_NC_045512:0,SRR23630561_NC_045512:0,15,3,3,0.019607845694,0,-1.7076,0.03883,0.03883122,3.0,23401-27401 & 27404-27413,SRR23630561
ERR11761851_NC_045512:0,ERR7291879_NC_045512:0,ERR7561646_NC_045512:0,4,15,15,0.001289989916,0,-2.8894,0.00258,0.002578316,2029.0,0-524 & 26007-27874,ERR7561646
ERR6494825_NC_045512:0,SRR15223696_NC_045512:0,SRR16318274_NC_045512:0,9,27,27,1.06221e-07,0,-6.9738,0.0,2.124422e-07,7124.0,7124-9051 & 27875-29903,SRR16318274
SRR16226997_NC_045512:0,SRR19931606_NC_045512:0,SRR16381073_NC_045512:0,15,7,7,9.3817434e-05,0,-4.0277,0.00019,0.0001876261,9.0,17122-22025 & 22034-24585,SRR16381073
ERR10839141_NC_045512:0,SRR23498079_NC_045512:0,node_580361_NC_045512:0,23,15,8,0.011012236588,0,-1.9581,0.0219,0.0219032,11555.0,510-668 & 12223-14177,node_580361
ERR13287273_NC_045512:0,SRR16238336_NC_045512:0,SRR16269280_NC_045512:0,4,13,13,0.002100840677,0,-2.6776,0.0042,0.004197268,2023.0,0-4577 & 27298-27880,SRR16269280
SRR21852882_NC_045512:0,ERR10382112_NC_045512:0,SRR22063736_NC_045512:0,26,4,4,0.000985221821,0,-3.0065,0.00197,0.001969473,1026.0,364-1929 & 2955-7041,SRR22063736
SRR15678595_NC_045512:0,node_280240_NC_045512:0,node_277823_NC_045512:0,8,10,8,0.022007405758,0,-1.6574,0.04353,0.04353049,10544.0,12068-16748 & 27292-28506,node_277823
ERR6760184_NC_045512:0,ERR7030448_NC_045512:0,ERR7576474_NC_045512:0,3,38,38,0.000375234551,0,-3.4257,0.00075,0.0007503283,509.0,509-1730 & 28917-29903,ERR7576474
SRR17318039_NC_045512:0,SRR20254697_NC_045512:0,SRR20263086_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,18366-22025 & 22034-25548,SRR20263086
ERR5458932_NC_045512:0,ERR11822180_NC_045512:0,ERR5458865_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,3190.0,0-3325 & 21856-26713,ERR5458865
ERR9825166_NC_045512:0,ERR10366269_NC_045512:0,ERR9825147_NC_045512:0,23,5,5,0.000244200259,0,-3.6123,0.00049,0.0004883409,20.0,27354-27381 & 27401-27500,ERR9825147
ERR11849938_NC_045512:0,ERR11796019_NC_045512:0,ERR12920601_NC_045512:0,25,21,21,4e-12,0,-11.4266,0.0,7.488991e-12,10331.0,2832-5384 & 15715-19954,ERR12920601
ERR6871859_NC_045512:0,SRR20227524_NC_045512:0,ERR7235240_NC_045512:0,17,8,8,1.6642398e-05,0,-4.7788,3e-05,3.328452e-05,10.0,18948-22024 & 22034-23624,ERR7235240
ERR10492664_NC_045512:0,SRR20683667_NC_045512:0,SRR20916680_NC_045512:0,4,12,12,0.002747253049,0,-2.5611,0.00549,0.005486959,2866.0,0-1625 & 21078-27037,SRR20916680
ERR10044799_NC_045512:0,ERR10627167_NC_045512:0,ERR13022613_NC_045512:0,7,14,12,0.009932921268,0,-2.0029,0.01977,0.01976718,6232.0,5031-14255 & 28381-28702,ERR13022613
SRR23730634_NC_045512:0,ERR10001529_NC_045512:0,SRR23730458_NC_045512:0,15,5,4,0.018446853384,0,-1.7341,0.03655,0.03655342,4.0,25081-27380 & 27384-29665,SRR23730458
SRR14855631_NC_045512:0,ERR7601343_NC_045512:0,node_311724_NC_045512:0,16,5,4,0.015774732456,0,-1.802,0.0313,0.03130062,3557.0,22000-25494 & 29051-29735,node_311724
ERR11761614_NC_045512:0,ERR6378483_NC_045512:0,ERR12790724_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3.0,18675-27380 & 27383-27565,ERR12790724
ERR13154152_NC_045512:0,ERR6840063_NC_045512:0,ERR7235713_NC_045512:0,10,8,8,0.000251382618,0,-3.5997,0.0005,0.000502702,10.0,20274-22025 & 22035-28044,ERR7235713
ERR11764612_NC_045512:0,ERR11742306_NC_045512:0,ERR12878070_NC_045512:0,19,3,3,0.012987013906,0,-1.8865,0.02581,0.02580537,3.0,19296-21302 & 21305-22479,ERR12878070
ERR6488868_NC_045512:0,ERR7310438_NC_045512:0,ERR6491292_NC_045512:0,15,6,6,0.000294854806,0,-3.5304,0.00059,0.0005896227,6.0,17302-22028 & 22034-22226,ERR6491292
SRR20258542_NC_045512:0,node_181445_NC_045512:0,SRR20762631_NC_045512:0,26,7,7,6.320154e-06,0,-5.1993,1e-05,1.264027e-05,9.0,20663-22025 & 22034-22590,SRR20762631
SRR15199833_NC_045512:0,SRR16636944_NC_045512:0,node_189608_NC_045512:0,8,8,7,0.009401709773,0,-2.0268,0.01872,0.01871503,9.0,11653-22025 & 22034-23425,node_189608
SRR15918514_NC_045512:0,ERR7256698_NC_045512:0,SRR15588615_NC_045512:0,21,3,3,0.01086956542,0,-1.9638,0.02162,0.02162098,3.0,25339-28130 & 28133-29049,SRR15588615
SRR16851266_NC_045512:0,SRR20918075_NC_045512:0,SRR16829531_NC_045512:0,13,7,6,0.003199174767,0,-2.495,0.00639,0.006388115,6.0,19524-22028 & 22034-28076,SRR16829531
ERR11827041_NC_045512:0,SRR19681844_NC_045512:0,SRR19320003_NC_045512:0,16,3,3,0.017543861642,0,-1.7559,0.03478,0.03477994,3.0,26488-26490 & 26493-27971,SRR19320003
ERR6419311_NC_045512:0,ERR6112499_NC_045512:0,ERR6761008_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9.0,0-22025 & 22034-23038,ERR6761008
ERR5291324_NC_045512:0,ERR11849669_NC_045512:0,ERR5403691_NC_045512:0,49,4,4,0.000170750456,0,-3.7676,0.00034,0.0003414718,8.0,6968-8560 & 8568-11035,ERR5403691
SRR25642848_NC_045512:0,ERR12091118_NC_045512:0,SRR26287955_NC_045512:0,22,11,10,3.64272e-06,0,-5.4386,1e-05,7.285428e-06,5594.0,370-1971 & 7565-12466,SRR26287955
SRR19269835_NC_045512:0,ERR11761851_NC_045512:0,SRR19266568_NC_045512:0,14,4,4,0.004901961423,0,-2.3096,0.00978,0.009779894,4.0,27847-27879 & 27883-28811,SRR19266568
SRR15545487_NC_045512:0,SRR16380874_NC_045512:0,SRR22975601_NC_045512:0,22,3,3,0.009999999776,0,-2.0,0.0199,0.0199,3.0,24872-26490 & 26493-26496,SRR22975601
ERR7653780_NC_045512:0,ERR7802481_NC_045512:0,ERR8037512_NC_045512:0,14,5,4,0.021757828072,0,-1.6624,0.04304,0.04304225,4.0,27612-27879 & 27883-29626,ERR8037512
SRR15391671_NC_045512:0,SRR15138410_NC_045512:0,SRR15225183_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,0-22025 & 22034-27458,SRR15225183
SRR16040697_NC_045512:0,SRR20116968_NC_045512:0,node_188891_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,17157-22025 & 22034-28056,node_188891
ERR6783048_NC_045512:0,ERR7262660_NC_045512:0,ERR7022355_NC_045512:0,5,12,11,0.013089852408,0,-1.8831,0.02601,0.02600836,4433.0,0-908 & 15907-19523,ERR7022355
ERR12483868_NC_045512:0,ERR10000515_NC_045512:0,ERR12481789_NC_045512:0,62,4,4,8.7412598e-05,0,-4.0584,0.00017,0.0001748176,155.0,26529-26679 & 26834-27809,ERR12481789
ERR7110053_NC_045512:0,ERR6445757_NC_045512:0,ERR7371565_NC_045512:0,6,6,6,0.007575758733,0,-2.1206,0.01509,0.01509413,6.0,21850-22028 & 22034-27010,ERR7371565
SRR17117776_NC_045512:0,SRR16581572_NC_045512:0,SRR17118258_NC_045512:0,25,4,4,0.001094690873,0,-2.9607,0.00219,0.002188183,4.0,27021-27575 & 27579-28080,SRR17118258
SRR16384145_NC_045512:0,SRR20254683_NC_045512:0,SRR20229089_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9.0,13297-22025 & 22034-22410,SRR20229089
SRR20186719_NC_045512:0,ERR13160151_NC_045512:0,SRR20940284_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9.0,0-22025 & 22034-23069,SRR20940284
SRR20178192_NC_045512:0,ERR7011305_NC_045512:0,SRR20177943_NC_045512:0,23,7,6,0.000328126509,0,-3.484,0.00066,0.0006561454,6.0,22026-22028 & 22034-22103,SRR20177943
SRR15864024_NC_045512:0,SRR15818867_NC_045512:0,SRR15877430_NC_045512:0,14,8,6,0.008565532975,0,-2.0672,0.01706,0.0170577,9.0,21372-22025 & 22034-24129,SRR15877430
SRR22668161_NC_045512:0,ERR10489394_NC_045512:0,SRR23358540_NC_045512:0,16,31,30,4.9e-10,0,-9.3096,0.0,9.805537e-10,11750.0,11750-12442 & 28313-29903,SRR23358540
ERR8063431_NC_045512:0,ERR6761066_NC_045512:0,ERR8248733_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9.0,17502-22025 & 22034-22263,ERR8248733
ERR7971721_NC_045512:0,ERR13309875_NC_045512:0,ERR8189386_NC_045512:0,16,4,4,0.003508772468,0,-2.4548,0.00701,0.007005233,4.0,22035-22128 & 22132-23663,ERR8189386
ERR7404505_NC_045512:0,ERR13153313_NC_045512:0,ERR8248166_NC_045512:0,8,8,8,0.000699300785,0,-3.1553,0.0014,0.001398113,10.0,21264-22025 & 22035-29099,ERR8248166
ERR8960635_NC_045512:0,ERR8507764_NC_045512:0,ERR8977017_NC_045512:0,3,9,9,0.018181819469,0,-1.7404,0.03603,0.03603306,522.0,0-5296 & 19391-29381,ERR8977017
ERR7188786_NC_045512:0,ERR7231909_NC_045512:0,ERR7237498_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6.0,20104-22028 & 22034-25259,ERR7237498
ERR8216921_NC_045512:0,ERR9109068_NC_045512:0,node_464541_NC_045512:0,8,7,6,0.017560219392,0,-1.7555,0.03481,0.03481208,8.0,15194-22194 & 22202-25206,node_464541
ERR4422894_NC_045512:0,ERR4693828_NC_045512:0,ERR4759486_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,1023.0,0-2506 & 25911-28880,ERR4759486
SRR16529796_NC_045512:0,ERR6491956_NC_045512:0,SRR20259180_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,11789-22025 & 22034-23301,SRR20259180
ERR6492325_NC_045512:0,SRR16927733_NC_045512:0,node_237713_NC_045512:0,10,14,12,0.00116863905,0,-2.9323,0.00234,0.002335912,8873.0,4321-6024 & 24959-25351,node_237713
ERR12551144_NC_045512:0,SRR26976456_NC_045512:0,SRR27482619_NC_045512:0,10,75,74,2.69e-10,0,-9.5706,0.0,5.375241e-10,3375.0,0-403 & 25417-26528,SRR27482619
ERR7992080_NC_045512:0,ERR8549893_NC_045512:0,ERR8419224_NC_045512:0,4,10,10,0.004995005671,0,-2.3015,0.00997,0.009965061,4396.0,4396-16987 & 27041-29903,ERR8419224
SRR15983091_NC_045512:0,SRR15313765_NC_045512:0,SRR16221830_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,11772-22025 & 22034-23269,SRR16221830
ERR7541062_NC_045512:0,ERR13182720_NC_045512:0,ERR7701693_NC_045512:0,10,8,8,0.000251382618,0,-3.5997,0.0005,0.000502702,10.0,11485-22024 & 22034-22226,ERR7701693
SRR21175830_NC_045512:0,ERR6440908_NC_045512:0,SRR20953902_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6.0,19476-22028 & 22034-24367,SRR20953902
SRR15968586_NC_045512:0,SRR17352864_NC_045512:0,SRR20758846_NC_045512:0,15,3,3,0.019607845694,0,-1.7076,0.03883,0.03883122,3.0,22624-26490 & 26493-26983,SRR20758846
SRR20567076_NC_045512:0,SRR20785997_NC_045512:0,SRR20570960_NC_045512:0,6,9,9,0.001398601686,0,-2.8543,0.0028,0.002795247,7112.0,0-2669 & 19869-22791,SRR20570960
ERR10921971_NC_045512:0,ERR10111954_NC_045512:0,ERR11029894_NC_045512:0,27,6,5,0.000780990522,0,-3.1074,0.00156,0.001561371,2611.0,17039-18694 & 21305-22301,ERR11029894
ERR8645122_NC_045512:0,ERR9304004_NC_045512:0,ERR12255012_NC_045512:0,4,11,11,0.00366300391,0,-2.4362,0.00731,0.00731259,2024.0,0-3239 & 25731-27879,ERR12255012
ERR7177975_NC_045512:0,ERR6492325_NC_045512:0,ERR7240305_NC_045512:0,14,6,6,0.000386996951,0,-3.4123,0.00077,0.0007738441,6.0,20181-22028 & 22034-24696,ERR7240305
SRR23878332_NC_045512:0,ERR6626500_NC_045512:0,SRR20189726_NC_045512:0,17,7,7,5.200749e-05,0,-4.2839,0.0001,0.0001040123,9.0,17122-22025 & 22034-22935,SRR20189726
SRR18785060_NC_045512:0,ERR9754894_NC_045512:0,ERR9663573_NC_045512:0,4,8,8,0.010101011023,0,-1.9956,0.0201,0.02009999,4317.0,0-1909 & 22265-25586,ERR9663573
ERR5349481_NC_045512:0,ERR5181396_NC_045512:0,ERR5335042_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3.0,26488-26490 & 26493-26525,ERR5335042
SRR20259180_NC_045512:0,ERR11827861_NC_045512:0,node_184675_NC_045512:0,4,15,14,0.018833851442,0,-1.7251,0.03731,0.03731299,1919.0,0-184 & 24131-27984,node_184675
SRR17360934_NC_045512:0,ERR6571333_NC_045512:0,SRR21263213_NC_045512:0,23,5,5,0.000244200259,0,-3.6123,0.00049,0.0004883409,5.0,22027-22029 & 22034-24207,SRR21263213
ERR11757228_NC_045512:0,ERR13167258_NC_045512:0,SRR18047211_NC_045512:0,7,6,6,0.004662005231,0,-2.3314,0.0093,0.009302276,6.0,14877-22028 & 22034-23663,SRR18047211
ERR6619482_NC_045512:0,ERR11753755_NC_045512:0,node_188455_NC_045512:0,8,8,7,0.009401709773,0,-2.0268,0.01872,0.01871503,9.0,21995-22025 & 22034-22226,node_188455
ERR10286798_NC_045512:0,ERR12887809_NC_045512:0,ERR8222293_NC_045512:0,8,8,7,0.009401709773,0,-2.0268,0.01872,0.01871503,10.0,6500-22135 & 22145-22486,ERR8222293
ERR5291292_NC_045512:0,SRR15070142_NC_045512:0,SRR15096457_NC_045512:0,3,12,12,0.008791209199,0,-2.056,0.01751,0.01750513,1023.0,0-2205 & 24146-28880,SRR15096457
SRR15200010_NC_045512:0,SRR15289647_NC_045512:0,node_189124_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,17154-22025 & 22034-29040,node_189124
ERR6112499_NC_045512:0,ERR6377885_NC_045512:0,node_188530_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,12834-22025 & 22034-29498,node_188530
ERR12902194_NC_045512:0,ERR12658203_NC_045512:0,node_766859_NC_045512:0,5,6,6,0.012987014838,0,-1.8865,0.02581,0.02580537,6093.0,21622-22790 & 28883-29903,node_766859
SRR16510512_NC_045512:0,ERR7148076_NC_045512:0,SRR16883640_NC_045512:0,14,7,7,0.000128998974,0,-3.8894,0.00026,0.0002579813,9.0,13188-22025 & 22034-24367,SRR16883640
ERR7333303_NC_045512:0,ERR7482736_NC_045512:0,ERR7863688_NC_045512:0,17,3,3,0.015789475292,0,-1.8016,0.03133,0.03132964,3.0,25513-27037 & 27040-27439,ERR7863688
SRR20935183_NC_045512:0,SRR15877190_NC_045512:0,SRR16559270_NC_045512:0,4,6,6,0.023809526116,0,-1.6232,0.04705,0.04705216,2029.0,0-9527 & 16576-27874,SRR16559270
SRR25693915_NC_045512:0,SRR27367473_NC_045512:0,SRR27117732_NC_045512:0,3,20,20,0.002258611144,0,-2.6462,0.00451,0.004512121,1773.0,0-458 & 25670-28130,SRR27117732
SRR15554913_NC_045512:0,SRR20694518_NC_045512:0,SRR16317567_NC_045512:0,44,5,5,2.359871e-05,0,-4.6271,5e-05,4.719686e-05,5.0,5230-6675 & 6680-6700,SRR16317567
ERR6112499_NC_045512:0,ERR11755297_NC_045512:0,node_188622_NC_045512:0,9,7,7,0.000874125923,0,-3.0584,0.00175,0.001747488,9.0,7939-22025 & 22034-23190,node_188622
