recombinant,parent1,parent2,recombinant_date,parent1_date,parent2_date,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,sc2ts_num_mutations,x_lineage_involved,usher_num_descendants
SRR21322204,ERR11761851,SRR19277489,2021-11-19,2021-07-16,2021-12-23,{'AY.113': 1},902474,1,902475,1,0,False,1
ERR6492835,SRR15200057,ERR6491589,2021-07-30,2021-07-02,2021-07-30,{'AY.100': 1},417229,1,242168,7,4,False,1
node_182234,SRR16987447,SRR15391634,2021-10-20,2021-10-13,2021-07-22,{'AY.100': 2},749783,2,749784,1,0,False,2
node_635230,SRR26637501,ERR12306865,2023-12-17,2023-10-20,2023-10-29,"{'XDD': 68, 'XDD.1.1': 17, 'XDD.1': 17, 'XDD.1.1.1': 7, 'XDD.3': 2, 'BA.2.86.1': 1, 'XDD.2': 1}",990529,858674,-1,2147483648,1,True,113
ERR7307967,ERR7307485,ERR7350337,2021-10-13,2021-10-23,2021-11-02,{'AY.4.2.1': 1},718097,5,718098,1,0,False,1
node_323496,node_323495,node_45465,2021-08-15,2021-08-15,2021-07-13,{'AY.44': 1},473229,1,473230,1,0,False,1
node_180605,ERR7648466,node_189337,2021-08-30,2021-11-29,2021-11-24,{'AY.100': 82},568659,84,242168,8,4,False,82
SRR17889057,SRR25066350,node_189182,2021-12-24,2021-12-03,2021-07-27,{'B.1.617.2': 1},1055950,1,242168,8,8,False,1
ERR7561646,ERR11761851,ERR7291879,2021-11-25,2021-07-16,2021-10-29,{'AY.46.5': 1},929720,1,929721,1,0,False,1
SRR16318274,ERR6494825,SRR15223696,2021-08-09,2021-07-26,2021-07-06,{'AY.25': 1},456026,1,456027,1,0,False,1
node_724761,ERR8995819,SRR19319807,2022-05-15,2022-02-15,2022-05-04,{'BA.2': 6},1487095,6,1487095,0,0,False,6
node_189655,ERR11794806,ERR6884561,2021-10-26,2021-12-08,2021-09-19,{'AY.42': 2},771757,2,242168,8,7,False,2
node_290167,SRR20861059,SRR16116722,2021-12-16,2021-12-27,2021-09-13,{'AY.25': 1},1032794,1,1032795,1,0,False,1
SRR22063736,SRR21852882,ERR10382112,2022-10-12,2022-09-26,2022-10-03,{'BA.4.6': 1},1688628,1,1688629,1,0,False,1
SRR20263086,SRR17318039,SRR20254697,2021-11-24,2021-11-24,2021-10-15,{'AY.39': 1},928208,1,242168,13,4,False,1
ERR5458865,ERR5458848,ERR5392008,2021-02-16,2021-02-15,2021-02-20,{'B.1.1.7': 1},156767,1,-1,2147483648,5,False,1
ERR9825147,ERR9825166,ERR10366269,2022-04-22,2022-04-22,2022-09-27,{'BA.2': 1},1455797,1,-1,2147483648,3,False,1
ERR12920601,ERR11849938,ERR11796019,2022-01-28,2022-04-07,2022-01-05,{'BA.2': 1},1175035,1,1175036,1,0,False,1
SRR20916680,ERR10492664,SRR20683667,2022-07-16,2022-07-13,2022-07-08,{'BE.1': 1},1578342,1,1578343,1,0,False,1
SRR23730458,SRR23730634,ERR10001529,2023-02-08,2023-02-13,2022-07-06,{'BA.5.3.5': 1},1765756,1,1765757,1,0,False,1
ERR7235713,ERR6840063,ERR13154152,2021-10-18,2021-09-13,2021-08-08,{'AY.112': 1},737538,1,737539,1,0,False,1
node_193348,ERR11761555,SRR16527186,2021-07-31,2021-07-11,2021-09-27,{'AY.125': 15},339202,1811,242168,7,1,False,15
node_162808,ERR6472119,ERR7215603,2021-08-31,2021-08-03,2021-10-22,{'AY.4': 1},530260,1,242168,9,5,False,1
ERR6491292,ERR6488868,ERR7310438,2021-08-05,2021-07-29,2021-10-26,{'AY.4.3': 1},440152,1,440153,1,0,False,1
node_189509,SRR17562766,node_189505,2021-11-29,2021-12-22,2021-08-07,{'AY.100': 3},953463,3,953464,1,0,False,3
node_168192,ERR6676360,node_168191,2021-09-29,2021-08-30,2021-09-29,{'AY.4': 4},658561,4,242168,8,7,False,4
node_189608,SRR16636944,SRR15199833,2021-10-09,2021-10-05,2021-06-28,{'AY.117': 8},702294,8,614122,1,5,False,8
node_186252,SRR19305875,ERR6490974,2021-11-03,2021-11-22,2021-08-06,{'AY.100': 4},815843,23,749747,2,5,False,4
node_543990,ERR10373091,ERR9380439,2022-01-29,2022-02-18,2022-03-14,"{'BA.1': 2, 'BA.1.1': 1, 'BA.2': 3}",960619,828207,-1,2147483648,1,False,6
SRR16829531,SRR20918075,SRR16851266,2021-10-07,2021-12-16,2021-10-14,{'AY.113': 1},694109,1,374078,1,4,False,1
ERR9123984,ERR8572782,SRR20493124,2022-02-19,2022-02-01,2022-01-10,{'BA.1.18': 1},1283490,1,-1,2147483648,4,False,1
node_701662,ERR10000035,SRR21039681,2022-09-06,2022-07-05,2022-07-25,"{'XBD': 46, 'XBS': 19, 'BA.2.75': 7, 'XBR': 3}",1554810,17309,-1,2147483648,1,True,75
SRR20251879,node_180275,SRR16690140,2021-11-11,2021-10-27,2021-10-01,{'AY.100': 1},860715,1,860716,1,0,False,1
ERR6761008,ERR6419311,ERR6112499,2021-08-24,2021-07-26,2021-06-08,{'AY.4': 1},501094,1,501095,1,0,False,1
SRR26287955,SRR25642848,ERR12091118,2023-09-03,2023-08-01,2023-09-05,{'EG.1': 1},1840941,1,1840942,1,0,False,1
ERR8037512,ERR7653780,ERR7802481,2022-01-08,2021-11-30,2021-12-03,{'AY.43': 1},1093758,1,242168,6,6,False,1
ERR12481789,ERR12483868,ERR10000515,2023-12-11,2023-12-12,2022-07-06,{'JN.1.4': 1},1872727,1,1857980,11,4,False,1
ERR7371565,ERR7110053,ERR6445757,2021-11-05,2021-10-10,2021-07-14,{'AY.126': 1},824535,1,242168,6,5,False,1
SRR20229089,SRR16384145,SRR20254683,2021-10-27,2021-09-21,2021-10-15,{'AY.100': 1},779915,1,242168,11,5,False,1
SRR20177943,SRR20178192,ERR7011305,2021-11-15,2021-11-17,2021-09-29,{'AY.117': 1},880625,3,880626,1,0,False,1
SRR15877430,SRR15864024,SRR15818867,2021-08-11,2021-08-18,2021-08-09,{'AY.39': 1},462432,2,242168,8,4,False,1
SRR23358540,ERR10489394,SRR22668161,2023-01-23,2022-11-01,2022-11-21,{'BA.2': 1},1755260,1,1755261,1,0,False,1
node_188863,node_189040,SRR15548262,2021-07-12,2021-08-06,2021-07-28,{'AY.39.1': 2},364838,9,242168,6,4,False,2
ERR8189386,ERR7971721,ERR13309875,2021-12-26,2022-01-03,2022-01-15,{'BA.1.17.2': 1},1058584,1,-1,2147483648,5,False,1
ERR7237498,ERR7188786,ERR7231909,2021-10-20,2021-10-19,2021-10-20,{'AY.4': 1},747784,1,747785,1,0,False,1
node_545496,ERR9989273,SRR19719274,2022-06-03,2022-07-11,2022-05-23,{'BA.2.12.1': 4},1511233,4,1511233,0,0,False,4
node_354855,SRR15413985,ERR11742083,2021-09-07,2021-07-31,2021-08-21,{'AY.47': 7},560553,7,560553,0,0,False,7
node_237713,SRR16927733,ERR6492325,2021-10-19,2021-10-14,2021-08-07,{'AY.118': 11},723721,76,242168,9,1,False,11
node_232751,SRR20263107,ERR6438994,2021-10-21,2021-11-23,2021-07-20,{'AY.39': 5},789468,6,242168,8,5,False,5
SRR27482619,ERR12551144,SRR26976456,2023-12-11,2023-12-13,2023-11-15,{'HV.1': 1},1873469,1,1873470,1,0,False,1
SRR16221830,SRR15983091,SRR15313765,2021-09-07,2021-09-05,2021-07-23,{'AY.39.1': 1},562559,1,242168,9,6,False,1
node_191932,SRR15818993,SRR20259884,2021-10-12,2021-08-10,2021-10-21,{'AY.107': 2},715472,3,242168,12,4,False,2
node_189454,SRR15628860,ERR6491956,2021-08-05,2021-08-05,2021-07-21,{'AY.100': 2},443091,2,242168,8,4,False,2
node_623607,node_612089,ERR11779169,2023-09-27,2023-05-17,2023-07-14,{'EG.5.1.1': 2},1849471,2,1849471,0,2,False,2
SRR20953902,SRR21175830,ERR6440908,2021-11-09,2021-10-26,2021-07-26,{'AY.119': 1},848623,1,242168,10,7,False,1
node_6083,node_6072,SRR17488780,2021-06-15,2021-04-07,2021-05-15,{'B.1.214': 1},322050,1,322051,1,0,False,1
node_699801,node_700018,SRR19526136,2022-06-21,2022-05-27,2022-05-22,{'BA.5': 3},1536968,3,1536968,0,0,False,3
SRR20570960,SRR20567076,SRR20785997,2022-04-17,2022-04-16,2022-05-06,{'BA.2.12': 1},1445455,1,-1,2147483648,5,False,1
ERR12255012,ERR8645122,ERR9304004,2022-04-06,2022-02-08,2022-03-06,{'BA.1.1': 1},1425614,1,1425615,1,0,False,1
ERR7240305,ERR7177975,ERR6492325,2021-10-26,2021-10-18,2021-08-07,{'AY.4': 1},771884,1,242168,9,7,False,1
node_230702,ERR7585066,ERR7104107,2021-11-06,2021-11-07,2021-10-07,{'AY.120': 10},829428,10,829428,0,0,False,10
node_189087,SRR16898874,ERR13153313,2021-10-26,2021-10-20,2021-07-30,{'AY.39': 6},817008,6,775170,1,0,False,6
node_554832,SRR19951232,SRR19793880,2022-06-07,2022-06-08,2022-06-08,{'BA.2.12.1': 5},1516310,5,-1,2147483648,6,False,5
SRR21263213,SRR17360934,ERR6571333,2021-11-29,2021-12-01,2021-08-18,{'AY.103': 1},953405,3,953406,1,0,False,1
SRR18047211,ERR11757228,ERR13167258,2021-12-21,2021-12-15,2022-01-17,{'BA.1.17.2': 1},1048007,2,-1,2147483648,4,False,1
node_188210,ERR7231659,ERR11755165,2021-07-14,2021-10-12,2021-10-19,{'AY.126': 14},242168,1240987,242168,0,13,False,14
ERR6101447,node_530686,ERR6011927,2021-06-08,2022-01-24,2021-05-28,{'B.1.1.7': 1},316026,1,316027,1,0,False,1
node_192074,ERR6760245,ERR6819440,2021-08-02,2021-08-27,2021-09-16,{'AY.107': 2},429055,3,242168,6,5,False,2
node_188455,ERR11753755,ERR6619482,2021-10-16,2021-10-17,2021-08-16,{'AY.4.2': 1},729957,1,242168,9,4,False,1
ERR6999878,ERR6369178,ERR6785457,2021-09-15,2021-07-15,2021-09-09,{'AY.4': 1},599480,1,242168,8,5,False,1
SRR16883640,SRR16510512,ERR7148076,2021-10-10,2021-10-07,2021-10-07,{'AY.105': 1},706153,1,706154,1,0,False,1
ERR7235507,node_56162,ERR6435944,2021-10-19,2021-10-07,2021-07-14,{'AY.4': 1},743238,1,242168,9,7,False,1
SRR16559270,SRR20935183,SRR15877190,2021-09-28,2021-12-09,2021-08-26,{'AY.44': 1},655930,1,242168,6,5,False,1
node_87567,ERR6441624,ERR6492325,2021-07-26,2021-07-15,2021-08-07,{'AY.4': 3},401796,3,242168,7,3,False,3
node_376208,ERR5552870,ERR5088809,2021-03-23,2021-03-15,2020-12-30,{'B.1.1.7': 66},216781,66,216781,0,1,False,66
node_189587,SRR19296753,ERR6704362,2021-12-01,2021-11-15,2021-08-26,{'AY.129': 1},964910,1,964911,1,0,False,1
SRR16317567,SRR15554913,SRR20694518,2021-08-10,2021-08-04,2020-11-15,{'AY.13': 1},459768,1,-1,2147483648,5,False,1
node_188692,ERR11755155,node_188206,2021-10-20,2021-10-18,2021-07-13,{'AY.4': 1},747781,1,242168,5,5,False,1
node_684479,SRR21211810,SRR21000400,2022-09-08,2022-08-13,2022-07-25,{'BA.5.2.1': 5},1713536,5,1652912,1,0,False,5
node_611316,node_611315,SRR23710835,2023-12-07,2023-10-18,2023-02-13,{'JM.1': 2},1872094,2,1676682,16,5,False,2
SRR23877689,SRR15387813,SRR19932051,2021-10-16,2021-07-25,2021-11-05,{'AY.118': 1},731339,1,242168,11,1,False,1
SRR25642961,SRR25642990,SRR25207923,2023-07-28,2023-07-24,2023-06-22,{'XBB.2.3': 1},1831366,1,1831367,1,0,True,1
ERR6886715,ERR6633880,ERR12820760,2021-09-19,2021-08-23,2021-08-21,{'AY.4.7': 1},616665,1,616666,1,0,False,1
node_343891,SRR16636640,SRR16527634,2021-10-27,2021-10-04,2021-09-27,{'AY.20': 3},822547,4,242168,10,6,False,3
node_188307,ERR6420031,ERR6570394,2021-08-18,2021-07-28,2021-08-11,{'AY.4': 3},407337,362,242168,7,1,False,3
node_21889,SRR14154896,ERR10089282,2021-05-01,2021-03-14,2021-04-21,{'B.1.526': 4},50504,308755,-1,2147483648,1,False,4
ERR10219839,ERR13018428,node_648488,2022-09-03,2022-09-20,2022-09-03,{'BA.5.1.2': 1},1646113,1,1646114,1,2,False,1
SRR21889546,ERR10730923,SRR21868887,2022-09-28,2022-12-19,2022-09-21,{'BA.5.2': 1},1675435,1,1675436,1,0,False,1
SRR16706981,SRR23879191,ERR6837908,2021-10-04,2021-09-20,2021-09-11,{'AY.100': 1},679578,1,242168,11,5,False,1
node_184160,SRR17218705,ERR6491956,2021-10-24,2021-11-21,2021-07-21,{'AY.100': 4},764972,4,242168,14,7,False,4
SRR15159673,node_25507,ERR5875936,2021-05-07,2021-05-07,2021-04-15,{'B.1.427': 1},283717,1,-1,2147483648,7,False,1
SRR19932950,SRR20116829,ERR6423050,2021-12-23,2021-12-13,2021-07-08,{'AY.44': 1},1054780,1,242168,10,9,False,1
node_189436,SRR16376553,ERR6491956,2021-10-08,2021-09-26,2021-07-21,{'AY.100': 2},762100,2,242168,9,4,False,2
SRR20145644,SRR15199951,SRR20145643,2021-11-29,2021-06-25,2021-11-29,{'AY.20': 1},952627,1,952628,1,0,False,1
node_716014,SRR20919715,ERR13121057,2022-10-30,2022-07-18,2022-04-30,{'BA.4.1': 1},1703518,1,-1,2147483648,5,False,1
node_189768,SRR20144768,SRR20229247,2021-12-07,2021-12-03,2021-10-27,{'AY.119': 2},996266,2,996267,1,0,False,2
ERR12972009,ERR13127421,ERR11805781,2022-06-28,2022-06-29,2022-06-17,{'BE.1.1': 1},1544574,1,1544575,1,0,False,1
SRR14569320,node_19936,SRR14114846,2021-04-07,2021-02-06,2021-03-11,{'B.1.526': 1},245129,1,245130,1,0,False,1
SRR15993918,SRR16221692,SRR15391863,2021-08-23,2021-09-07,2021-07-19,{'AY.119': 1},498214,1,242168,9,4,False,1
node_189084,SRR16790011,SRR16829480,2021-10-07,2021-10-07,2021-10-08,{'AY.39': 2},693057,2,693058,1,0,False,2
node_583660,ERR10739916,ERR10731892,2023-01-11,2022-12-06,2022-12-19,{'CH.1.1.8': 5},1768250,5,-1,2147483648,3,False,5
node_157870,ERR7139605,ERR11753533,2021-11-10,2021-10-14,2021-10-17,{'AY.4': 9},852569,9,852569,0,0,False,9
node_189900,SRR16245621,SRR15876395,2021-08-25,2021-09-10,2021-08-20,{'AY.116.1': 1},506892,1,506893,1,0,False,1
node_615863,SRR25709650,ERR10983613,2023-08-10,2023-08-04,2023-02-23,{'EG.6.1': 2},1833984,2,1833985,1,0,False,2
ERR7229850,ERR7178122,ERR6434734,2021-10-16,2021-10-18,2021-07-30,{'AY.4': 1},729890,8,242168,6,4,False,1
node_731338,ERR9110426,ERR8162740,2022-03-13,2022-02-24,2022-01-21,{'BA.2.3': 1},1354930,1,-1,2147483648,7,False,1
SRR16546753,SRR16022147,SRR15982202,2021-09-25,2021-09-09,2021-09-03,{'AY.103': 1},644263,1,242168,5,8,False,1
node_269895,SRR16351064,ERR13153313,2021-10-07,2021-09-17,2021-07-30,{'AY.103': 1},694067,1,242168,8,7,False,1
ERR6486365,ERR6112499,ERR6310026,2021-07-21,2021-06-08,2021-07-04,{'AY.4': 1},386094,1,386095,1,0,False,1
SRR20251927,SRR19306355,ERR6491956,2021-11-10,2021-11-22,2021-07-21,{'AY.100': 1},854839,1,242168,10,7,False,1
SRR16829649,SRR17099687,SRR16884218,2021-10-09,2021-10-14,2021-10-14,{'AY.25': 1},702302,1,242168,13,6,False,1
ERR6495233,ERR6492911,ERR6378012,2021-08-06,2021-08-06,2021-07-21,{'AY.4': 1},444113,1,444114,1,0,False,1
SRR20706313,ERR10000135,ERR12538804,2022-07-10,2022-07-06,2022-06-27,{'BA.4': 1},1566288,1,1566289,1,0,False,1
node_57984,ERR6871449,ERR6916756,2021-11-11,2021-09-21,2021-09-26,{'AY.4': 2},858383,2,858383,0,2,False,2
SRR19941578,ERR10000016,ERR12713422,2022-06-03,2022-06-29,2022-05-19,{'BA.2.12.1': 1},1511537,1,1511538,1,0,False,1
node_318510,SRR17102822,ERR6440908,2021-11-10,2021-11-11,2021-07-26,{'AY.44': 8},854551,9,242168,14,7,False,8
node_232078,SRR20258491,SRR17400200,2021-10-11,2021-10-16,2021-11-18,{'AY.39': 60},724063,60,242168,8,4,False,60
node_126610,ERR7232037,ERR7237498,2021-10-15,2021-10-20,2021-10-20,{'B.1.617.2': 8},726102,10,726103,1,0,False,8
node_723640,ERR10150242,ERR12925511,2022-06-30,2022-08-21,2022-02-15,{'BA.4': 2},1595919,2,-1,2147483648,4,False,2
ERR6760184,SRR20117827,ERR11762961,2021-08-23,2021-12-11,2021-08-15,{'AY.60': 1},497476,1,497477,1,0,False,1
SRR21370028,ERR10000006,node_721311,2022-08-14,2022-07-02,2022-10-07,{'BA.5.2': 1},1622957,1,1622958,1,0,False,1
node_681898,ERR10021041,SRR20305384,2022-08-15,2022-07-20,2022-06-26,{'BF.5': 2},1625039,2,1625040,1,0,False,2
node_235041,SRR15893776,node_235039,2021-07-22,2021-07-26,2021-07-22,{'AY.39': 5},389942,6,242168,9,5,False,5
SRR20186727,SRR19270622,SRR15391358,2021-12-06,2021-11-14,2021-07-16,{'AY.119': 1},990012,1,242168,8,7,False,1
ERR9926825,ERR11795131,ERR12749433,2022-06-30,2021-12-20,2022-06-30,{'BA.2': 1},1547359,1,1547360,1,0,False,1
node_611226,node_611225,ERR13320448,2023-10-27,2023-10-27,2023-08-24,{'XBB.1.16.15': 2},1857916,2,1676682,16,7,True,2
ERR9908351,ERR10003741,ERR10000256,2022-06-23,2022-07-08,2022-07-01,{'BA.2': 1},1538593,1,1538594,1,0,False,1
SRR19223783,ERR11761851,SRR19269878,2021-12-15,2021-07-16,2021-11-14,{'AY.4': 1},1029305,1,1029306,1,0,False,1
node_188212,SRR16557577,ERR6445757,2021-08-31,2021-09-27,2021-07-14,{'AY.126': 3},534118,3,242168,14,7,False,3
ERR7310438,ERR7186603,ERR6491292,2021-10-26,2021-10-19,2021-08-05,{'AY.4': 1},774025,1,774026,1,0,False,1
SRR19684011,SRR19831460,SRR19683454,2022-02-14,2022-02-08,2022-02-14,{'BA.1.1': 1},1263887,1,-1,2147483648,7,False,1
SRR15585202,ERR11756739,SRR16050830,2021-08-09,2021-12-01,2021-08-31,{'AY.122': 1},454932,2,242168,6,4,False,1
ERR6333468,ERR11761851,ERR6175175,2021-07-10,2021-07-16,2021-06-24,{'AY.4': 1},361048,1,361049,1,0,False,1
ERR7395506,ERR6735585,ERR6148731,2021-11-03,2021-09-06,2021-06-21,{'AY.46.5': 1},814395,1,242168,6,5,False,1
node_188253,ERR6487581,ERR6435944,2021-08-23,2021-07-24,2021-07-14,{'AY.4': 1},496804,1,242168,9,4,False,1
node_715244,SRR19284948,ERR12538328,2022-06-16,2022-05-03,2022-06-19,{'BA.4.1': 2},1529675,2,1529675,0,0,False,2
ERR7239529,ERR6930264,ERR6440908,2021-10-16,2021-09-27,2021-07-26,{'AY.4': 1},729944,1,729945,1,0,False,1
SRR21266624,SRR16884534,ERR7239527,2021-12-08,2021-10-29,2021-10-16,{'AY.116.1': 1},1002197,1,1002198,1,0,False,1
SRR20189257,SRR20117901,SRR16706744,2021-12-07,2021-12-11,2021-10-06,{'AY.100': 1},996218,1,687760,3,4,False,1
SRR16196766,SRR16245660,ERR6531421,2021-09-10,2021-09-09,2021-08-10,{'AY.110': 1},578296,1,242168,5,4,False,1
node_328081,SRR15290457,SRR16829949,2021-11-30,2021-07-17,2021-10-06,{'AY.44': 2},959521,2,959522,1,0,False,2
ERR5552870,node_376208,ERR5552606,2021-03-15,2021-03-23,2021-03-14,{'B.1.1.7': 1},201868,1,-1,2147483648,4,False,1
SRR16527453,SRR16364634,ERR13153313,2021-09-23,2021-09-16,2021-07-30,{'AY.100': 1},636710,1,242168,8,4,False,1
node_96145,ERR6634211,ERR11753761,2021-10-20,2021-08-19,2021-10-17,{'AY.4': 2},748282,2,748282,0,0,False,2
node_644816,ERR10165738,SRR21486431,2022-08-29,2022-08-22,2022-07-31,{'BA.5.1': 2},1642040,2,1412770,4,14,False,2
node_188843,SRR15587578,SRR15313765,2021-08-05,2021-08-07,2021-07-23,{'AY.39.1': 2},450493,4,242168,9,1,False,2
node_192296,ERR11853088,SRR20254757,2021-10-12,2021-07-07,2021-10-15,{'B.1.617.2': 1},715280,1,715281,1,0,False,1
ERR6488290,ERR6495467,ERR6493055,2021-08-05,2021-08-07,2021-08-05,{'AY.4': 1},440141,1,440142,1,0,False,1
ERR7189964,ERR6822478,ERR6760263,2021-10-17,2021-09-17,2021-08-24,{'AY.4': 1},732270,1,242168,9,4,False,1
node_190171,SRR17264127,SRR16288101,2021-11-12,2021-11-23,2021-09-13,{'AY.113': 2},865816,2,865817,1,0,False,2
node_188295,ERR13182720,ERR6924426,2021-09-30,2021-08-22,2021-09-28,{'AY.4': 2},664556,2,664556,0,0,False,2
node_305766,SRR20178148,SRR22986029,2021-12-14,2021-11-17,2021-08-23,{'AY.3': 2},1024583,2,242168,8,6,False,2
SRR20251944,SRR16245696,SRR17252914,2021-11-10,2021-09-10,2021-11-04,{'AY.39': 1},854850,1,854851,1,0,False,1
node_197689,ERR11762590,ERR7229194,2021-10-18,2021-08-08,2021-10-18,{'AY.121': 2},836440,2,242168,5,4,False,2
node_189159,node_344968,ERR6112499,2021-10-17,2021-09-22,2021-06-08,{'AY.20': 12},242168,1240987,242168,0,13,False,12
ERR5181396,ERR5381053,ERR5025462,2021-01-04,2021-02-15,2020-12-11,{'B.1.1.7': 1},97884,1,-1,2147483648,5,False,1
SRR20178790,SRR17497583,node_203671,2021-11-27,2021-12-17,2021-09-19,{'AY.34.1': 1},940845,1,617864,2,5,False,1
node_195272,SRR20233381,ERR7443356,2021-09-13,2021-11-03,2021-11-22,{'AY.127': 6},589159,6,242168,8,7,False,6
SRR20263107,SRR20763295,SRR15199972,2021-11-23,2021-10-21,2021-06-25,{'AY.39': 1},923162,1,242168,9,8,False,1
ERR7312514,ERR6772652,ERR6486677,2021-11-02,2021-09-06,2021-07-03,{'AY.4': 1},805792,1,242168,7,4,False,1
SRR16829666,SRR20254290,SRR15948495,2021-10-09,2021-10-15,2021-08-19,{'AY.100': 1},702309,1,242168,9,4,False,1
SRR15983091,SRR16221830,ERR6760781,2021-09-05,2021-09-07,2021-08-26,{'AY.39.1': 1},553597,1,242168,9,5,False,1
node_515200,ERR11854306,ERR11847675,2022-02-16,2022-02-11,2021-12-30,{'BA.1.1': 1},1269979,1,-1,2147483648,7,False,1
SRR15983729,SRR16062991,SRR16384916,2021-09-03,2021-08-25,2021-09-20,{'AY.3.1': 1},547735,1,547736,1,0,False,1
ERR7367241,ERR7255800,SRR17267745,2021-11-05,2021-11-01,2021-11-08,{'AY.4': 1},824495,1,824496,1,0,False,1
node_777388,ERR10020918,node_777387,2022-12-07,2022-07-19,2022-12-07,"{'XAY.2.3': 127, 'XAY.2': 91, 'XAY.2.1': 81, 'XAY.2.2': 72}",1726834,371,1726834,0,17,True,371
SRR29023076,SRR14152463,node_434628,2021-04-23,2021-03-16,2021-02-14,{'B.1.1.7': 1},268367,1,-1,2147483648,5,False,1
ERR9618461,ERR11781415,ERR12887101,2022-04-05,2022-03-29,2022-01-10,{'BA.2': 1},1424312,1,1424313,1,0,False,1
SRR16351062,SRR16328955,SRR15200045,2021-09-17,2021-09-22,2021-07-02,{'AY.39': 1},609541,2,242168,6,1,False,1
SRR20258542,SRR20762631,ERR6491956,2021-10-15,2021-10-21,2021-07-21,{'AY.100': 1},727982,2,242168,9,7,False,1
SRR19681844,SRR19369140,ERR13306889,2022-05-25,2022-03-28,2022-01-11,{'BA.2.9': 1},1501174,1,-1,2147483648,5,False,1
node_347751,ERR11761444,ERR6191812,2021-09-08,2021-07-06,2021-06-25,{'AY.9': 2},566534,2,566535,1,0,False,2
node_346192,ERR7036425,ERR11754885,2021-10-24,2021-10-05,2021-10-19,{'AY.4': 2},764087,2,764087,0,0,False,2
SRR20249801,SRR20769737,SRR16307507,2021-11-09,2021-10-23,2021-09-15,{'AY.118': 1},848421,1,848422,1,0,False,1
node_698332,ERR10004697,ERR13009749,2022-10-17,2022-07-18,2022-10-09,{'BF.11.3': 2},1693014,2,1693015,1,0,False,2
node_642204,SRR21670845,SRR21546186,2022-08-28,2022-09-06,2022-09-01,"{'BA.5.1': 8, 'BA.5.2': 1}",1639946,9,1412770,6,5,False,9
SRR21371381,ERR10000161,SRR20663851,2022-08-12,2022-07-06,2022-07-06,{'BE.2': 1},1620400,1,1620401,1,0,False,1
node_188852,SRR19255500,node_188851,2021-11-12,2021-12-20,2021-11-12,{'AY.39.1': 2},865804,2,242168,8,5,False,2
SRR26456331,node_612856,node_610863,2023-10-07,2023-09-07,2023-08-31,{'XBB.1.16.9': 1},1852539,1,1676682,11,5,True,1
SRR16883439,node_236274,SRR16606479,2021-10-12,2021-10-08,2021-10-04,{'AY.39': 1},715275,1,715276,1,0,False,1
node_543966,SRR21348829,SRR17418795,2022-01-27,2022-02-10,2021-12-15,{'XS': 19},1173316,19,1173316,0,0,True,19
node_542770,DRR318759,SRR18279402,2022-02-24,2020-05-03,2022-02-22,{'BA.1.18': 1},3083740,1,1234418,4,0,False,1
node_189272,SRR19265206,ERR13153313,2021-11-24,2021-11-19,2021-07-30,{'AY.100': 2},928099,2,242168,11,4,False,2
ERR9216792,ERR8689592,SRR25727599,2022-02-28,2022-02-11,2022-05-02,{'BA.1': 1},1312417,1,1312418,1,0,False,1
node_189328,SRR16781537,SRR15518829,2021-10-18,2021-10-09,2021-07-30,{'AY.100': 1},739946,1,242168,11,4,False,1
node_627373,node_627372,node_580466,2023-01-06,2023-01-06,2022-10-28,"{'XBB.1': 6, 'XBB.2.3': 1}",1616921,44307,1412770,8,2,True,7
node_273395,ERR13160072,SRR15224107,2021-08-18,2021-07-29,2021-07-08,{'AY.25': 2},534706,2,482701,1,0,False,2
ERR7204000,ERR6643911,node_188499,2021-10-12,2021-08-15,2021-12-09,{'AY.4': 1},713737,1,713738,1,0,False,1
node_189253,SRR16527388,SRR20179725,2021-11-28,2021-09-27,2021-11-26,{'AY.100': 2},945701,2,945701,0,0,False,2
SRR15189070,ERR5340332,SRR16736728,2021-07-07,2021-02-12,2021-03-25,{'B.1.1.7': 1},356139,1,356140,1,0,False,1
node_45449,node_346203,node_46511,2021-04-06,2021-03-23,2021-07-31,"{'B.1.617.2': 3019, 'AY.48': 312, 'AY.35': 296}",399996,3629,-1,2147483648,5,False,3627
node_197312,ERR7240472,ERR13153313,2021-09-15,2021-10-11,2021-07-30,{'B.1.617.2': 1},599727,1,242168,10,8,False,1
node_197667,SRR16793175,ERR13153313,2021-11-26,2021-10-06,2021-07-30,{'AY.121': 9},953991,11,242168,7,3,False,9
ERR7715835,ERR7369199,ERR7352054,2021-11-12,2021-10-30,2021-11-04,{'AY.98': 1},864535,1,864536,1,0,False,1
node_528682,ERR7907581,ERR8020502,2022-02-15,2021-12-27,2022-01-06,{'BA.1': 1},1267715,1,1267716,1,0,False,1
node_274483,SRR15589379,SRR15138375,2021-10-31,2021-08-08,2021-06-28,{'B.1.617.2': 5},798209,5,798210,1,0,False,5
SRR16350995,SRR16500739,SRR15313765,2021-09-17,2021-09-20,2021-07-23,{'AY.39.1': 1},609491,2,242168,9,1,False,1
ERR7709970,ERR7663085,ERR6440908,2021-12-07,2021-12-02,2021-07-26,{'AY.129': 1},991394,1,991395,1,0,False,1
SRR15864066,SRR15717755,ERR7239527,2021-08-17,2021-08-27,2021-10-16,{'AY.39.1': 1},479075,23,242168,7,4,False,1
