recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,diffs,max_run_length,num_mutations_k1000,num_mutations_k4,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4
617042,SRR16829480,1,1,1,22027,22027,1,COVID-AMPLISEQ-V1,.,2021-10-08,21d253fde8,2,AY.39,Delta (B.1.617.2-like),511.8500424930232,2021-09-28,617041,AY.39,Delta (B.1.617.2-like),501.0,2021-10-08,525127,AY.39,Delta (B.1.617.2-like),525.0,2021-09-14,427746,AY.39,Delta (B.1.617.2-like),552.0,2021-08-18,238065,AY.4,Delta (AY.4-like),732.9555369414547,2021-02-19,21,5,8,1,2,11,2,False
617064,SRR16829698,4,1,1,11768,22027,1,COVID-AMPLISEQ-V1,.,2021-10-08,9323567813,2,AY.34.1,Delta (B.1.617.2-like),508.862077161315,2021-10-01,617063,AY.34.1,Delta (B.1.617.2-like),501.0,2021-10-08,541960,AY.34.1,Delta (B.1.617.2-like),521.0,2021-09-18,545274,AY.34.1,Delta (B.1.617.2-like),520.0000000001,2021-09-19,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,18,5,6,1,2,10,0,False
619112,ERR7142070,2,2,1,21996,22027,1,COVID-AMPLISEQ-V1,3,2021-10-09,144a212819,3,AY.4.2,Delta (AY.4.2-like),516.5493053335151,2021-09-23,619110,AY.4.2,Delta (AY.4.2-like),500.0,2021-10-09,573778,AY.4.2,Delta (AY.4.2-like),530.0,2021-09-09,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,12,5,5,1,2,4,1,False
619441,ERR7312629,1,1,1,22028,22029,3,COVID-ARTIC-V3,3,2021-10-09,e3a406fa4e,2,AY.4.2,Delta (AY.4.2-like),507.0778181998279,2021-10-02,619440,AY.4.2,Delta (AY.4.2-like),500.0,2021-10-09,576787,AY.4.2,Delta (AY.4.2-like),511.0,2021-09-28,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,238065,AY.4,Delta (AY.4-like),732.9555369414547,2021-02-19,16,5,7,3,2,6,-1,False
622234,ERR7147643,1,1,1,10318,22027,2,COVID-AMPLISEQ-V1,3,2021-10-10,62ecfaab21,2,AY.4,Delta (AY.4-like),514.9616727818752,2021-09-25,622233,AY.4,Delta (AY.4-like),499.0,2021-10-10,450606,AY.4,Delta (AY.4-like),544.0,2021-08-26,445594,AY.4,Delta (AY.4-like),611.0,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,2,2,5,0,False
622572,ERR7307104,1,1,1,21996,22026,2,COVID-ARTIC-V3,3,2021-10-10,f11b6159cb,2,AY.4.2,Delta (AY.4.2-like),507.81894815944753,2021-10-02,622571,AY.4.2,Delta (AY.4.2-like),499.0,2021-10-10,439482,AY.4.2,Delta (AY.4.2-like),547.0000000001,2021-08-23,503889,AY.4.2,Delta (AY.4.2-like),530.0,2021-09-09,238065,AY.4,Delta (AY.4-like),732.9555369414547,2021-02-19,16,5,7,2,2,6,1,False
622600,ERR7310393,1,1,1,21996,22027,1,COVID-ARTIC-V3,3,2021-10-10,263236ec97,2,AY.4.2.1,Delta (AY.4.2-like),503.0,2021-10-06,622599,AY.4.2.1,Delta (AY.4.2-like),499.0,2021-10-10,604702,AY.4.2.1,Delta (AY.4.2-like),503.0000000001,2021-10-06,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,17,5,7,1,1,8,0,False
622625,ERR7314279,1,1,1,21996,22026,0,COVID-ARTIC-V3,3,2021-10-10,5d70cdb47b,2,AY.4.2,Delta (AY.4.2-like),507.6848065083117,2021-10-02,622624,AY.4.2,Delta (AY.4.2-like),499.0,2021-10-10,582896,AY.4.2,Delta (AY.4.2-like),510.0,2021-09-29,503889,AY.4.2,Delta (AY.4.2-like),530.0,2021-09-09,238065,AY.4,Delta (AY.4-like),732.9555369414547,2021-02-19,13,5,4,0,2,4,0,False
622954,SRR16832825,1,1,1,14488,19220,2,COVID-ARTIC-V3,.,2021-10-10,7e0deb4a6f,2,B.1.617.2,Delta (B.1.617.2-like),517.9993136551617,2021-09-22,622953,B.1.617.2,Delta (B.1.617.2-like),499.0,2021-10-10,501794,AY.118,Delta (B.1.617.2-like),570.7517564078682,2021-07-31,341673,AY.26,Delta (B.1.617.2-like),637.9577805818291,2021-05-25,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,96,63,9,2,2,17,14,True
623743,SRR16883640,1,1,1,19019,22027,1,COVID-AMPLISEQ-V1,.,2021-10-10,f3ba00432e,2,AY.105,Delta (B.1.617.2-like),502.0,2021-10-07,623742,AY.105,Delta (B.1.617.2-like),499.0,2021-10-10,611686,AY.105,Delta (B.1.617.2-like),502.0000000001,2021-10-07,352764,AY.105,Delta (B.1.617.2-like),578.0,2021-07-23,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,13,5,5,1,2,5,0,False
625490,ERR7229021,1,1,1,21373,22027,1,COVID-AMPLISEQ-V1,3,2021-10-11,b24a695a73,2,AY.4,Delta (AY.4-like),513.7610645503977,2021-09-26,625489,AY.4,Delta (AY.4-like),498.0,2021-10-11,490441,AY.4,Delta (AY.4-like),565.4451516538159,2021-08-05,405524,AY.39,Delta (B.1.617.2-like),564.0,2021-08-06,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,24,5,6,1,2,15,1,False
625516,ERR7230989,1,1,1,22035,22104,2,COVID-AMPLISEQ-V1,3,2021-10-11,2b3c19dbdf,2,AY.4,Delta (AY.4-like),507.3373237082889,2021-10-02,625515,AY.4,Delta (AY.4-like),498.0,2021-10-11,443220,AY.4,Delta (AY.4-like),546.0,2021-08-24,564769,AY.4,Delta (AY.4-like),515.0,2021-09-24,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,2,2,-1,5,False
625562,ERR7235240,2,1,1,14119,22027,3,COVID-AMPLISEQ-V1,3,2021-10-11,81ed9942b2,2,AY.4,Delta (AY.4-like),570.3041740150228,2021-07-31,625561,AY.4,Delta (AY.4-like),498.0,2021-10-11,425170,AY.4,Delta (AY.4-like),590.0,2021-07-11,501734,AY.4,Delta (AY.4-like),611.0000000002003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,12,5,7,3,2,5,1,False
625582,ERR7236807,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-10-11,a7f5e48dfa,2,AY.4,Delta (AY.4-like),500.0,2021-10-09,625581,AY.4,Delta (AY.4-like),498.0,2021-10-11,618534,AY.4,Delta (AY.4-like),500.0000000001,2021-10-09,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,20,5,6,2,2,11,-1,False
625795,ERR7307731,1,1,1,21996,22027,2,COVID-ARTIC-V3,3,2021-10-11,ac47e5178d,2,AY.4.2.2,Delta (AY.4.2-like),502.0,2021-10-07,625794,AY.4.2.2,Delta (AY.4.2-like),498.0,2021-10-11,559311,AY.4.2.2,Delta (AY.4.2-like),516.0,2021-09-23,611067,AY.4.2.2,Delta (AY.4.2-like),502.0000000001,2021-10-07,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,17,5,6,2,2,7,-2,False
627114,SRR16835517,1,1,1,18658,24208,0,COVID-ARTIC-V3,.,2021-10-11,bfa67522f9,2,AY.103,Delta (B.1.617.2-like),505.0,2021-10-04,627113,AY.103,Delta (B.1.617.2-like),498.0,2021-10-11,599969,AY.103,Delta (B.1.617.2-like),505.0000000002,2021-10-04,322111,AY.44,Delta (B.1.617.2-like),594.0000000003001,2021-07-07,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,19,0,7,0,2,11,8,True
627628,SRR16884182,1,1,1,22035,22242,2,COVID-AMPLISEQ-V1,.,2021-10-11,bdc0252af3,2,AY.39,Delta (B.1.617.2-like),504.4566083589713,2021-10-05,627627,AY.39,Delta (B.1.617.2-like),498.0,2021-10-11,562656,AY.39,Delta (B.1.617.2-like),539.2253075229903,2021-08-31,599484,AY.39,Delta (B.1.617.2-like),505.0,2021-10-04,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,82,59,6,2,2,1,1,False
630236,ERR7204000,1,1,1,19533,22027,2,COVID-AMPLISEQ-V1,3,2021-10-12,6d480ce10e,2,AY.4,Delta (AY.4-like),513.5142545614124,2021-09-26,630235,AY.4,Delta (AY.4-like),497.0,2021-10-12,419280,AY.4,Delta (AY.4-like),573.7446159294692,2021-07-28,411825,AY.4,Delta (AY.4-like),609.420211073813,2021-06-22,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,2,2,5,0,False
630390,ERR7231659,1,1,1,18526,22027,2,COVID-AMPLISEQ-V1,3,2021-10-12,bdf3aff5b9,2,AY.126,Delta (B.1.617.2-like),503.5351732355788,2021-10-06,630389,AY.126,Delta (B.1.617.2-like),497.0,2021-10-12,574351,AY.126,Delta (B.1.617.2-like),512.0,2021-09-27,453614,AY.126,Delta (B.1.617.2-like),611.0000000000005,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,81,63,8,2,2,7,3,False
630568,ERR7301467,4,1,1,21996,22027,2,COVID-ARTIC-V3,3,2021-10-12,58a9756be4,2,AY.4.2,Delta (AY.4.2-like),500.0,2021-10-09,630567,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,618708,AY.4.2,Delta (AY.4.2-like),500.0000000001,2021-10-09,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,13,5,7,2,2,4,1,False
630591,ERR7302113,5,2,1,21996,22027,0,COVID-ARTIC-V3,3,2021-10-12,808b870df0,3,AY.4.2,Delta (AY.4.2-like),519.2169122020877,2021-09-20,630589,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,606246,AY.4.2,Delta (AY.4.2-like),529.0827176831197,2021-09-10,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,7,0,2,7,2,False
630600,ERR7302687,20,1,1,21996,22026,1,COVID-ARTIC-V3,3,2021-10-12,e3d93d3ed1,2,AY.4.2,Delta (AY.4.2-like),524.0,2021-09-15,630599,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,527865,AY.4.2,Delta (AY.4.2-like),524.0000000001,2021-09-15,623987,AY.4.2,Delta (AY.4.2-like),611.0000000000002,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,11,5,5,1,2,3,1,False
630661,ERR7309783,1,1,1,22028,22029,0,COVID-ARTIC-V3,3,2021-10-12,1e7a7082fe,2,AY.4.2,Delta (AY.4.2-like),514.4951485641628,2021-09-25,630660,AY.4.2,Delta (AY.4.2-like),497.0,2021-10-12,606246,AY.4.2,Delta (AY.4.2-like),529.0827176831197,2021-09-10,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,6,0,2,8,2,False
631610,SRR16883439,1,1,1,6318,22027,2,COVID-AMPLISEQ-V1,.,2021-10-12,271ff026ec,2,AY.39,Delta (B.1.617.2-like),498.0,2021-10-11,631609,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,616459,AY.39,Delta (B.1.617.2-like),501.0000000001,2021-10-08,626255,AY.39,Delta (B.1.617.2-like),498.0000000001,2021-10-11,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,76,61,6,2,2,5,0,False
631615,SRR16883450,1,1,1,21787,22027,3,COVID-AMPLISEQ-V1,.,2021-10-12,c08862ed08,2,B.1.617.2,Delta (B.1.617.2-like),504.640856372652,2021-10-05,631614,B.1.617.2,Delta (B.1.617.2-like),497.0,2021-10-12,568641,B.1.617.2,Delta (B.1.617.2-like),514.0,2021-09-25,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,23,5,7,3,1,13,-1,False
631765,SRR16884056,1,1,1,13447,22026,1,COVID-AMPLISEQ-V1,.,2021-10-12,5a92c1988e,2,AY.118,Delta (B.1.617.2-like),507.0704409881854,2021-10-02,631764,AY.118,Delta (B.1.617.2-like),497.0,2021-10-12,526466,AY.118,Delta (B.1.617.2-like),525.0,2021-09-14,361102,AY.118,Delta (B.1.617.2-like),616.0,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,16,5,7,1,2,7,1,False
631794,SRR16884109,1,1,1,18757,22027,1,COVID-AMPLISEQ-V1,.,2021-10-12,8b033c16cc,2,AY.39,Delta (B.1.617.2-like),499.0,2021-10-10,631793,AY.39,Delta (B.1.617.2-like),497.0,2021-10-12,623016,AY.39,Delta (B.1.617.2-like),499.0000000001,2021-10-10,405524,AY.39,Delta (B.1.617.2-like),564.0,2021-08-06,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,23,5,6,1,2,15,0,False
633813,ERR7239836,1,1,1,18653,22027,0,COVID-AMPLISEQ-V1,3,2021-10-13,413cb70159,2,AY.4,Delta (AY.4-like),510.425263168702,2021-09-29,633812,AY.4,Delta (AY.4-like),496.0,2021-10-13,523735,AY.4,Delta (AY.4-like),525.0,2021-09-14,313882,AY.4,Delta (AY.4-like),599.0,2021-07-02,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,13,5,5,0,2,6,1,False
633937,ERR7307967,4,1,1,21996,22027,1,COVID-ARTIC-V3,3,2021-10-13,c748be4cc6,2,AY.4.2.1,Delta (AY.4.2-like),506.6003122766712,2021-10-03,633936,AY.4.2.1,Delta (AY.4.2-like),496.0,2021-10-13,620702,AY.4.2.1,Delta (AY.4.2-like),515.0,2021-09-24,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,17,5,6,1,1,8,0,False
635291,SRR16883805,1,1,1,16645,22026,1,COVID-AMPLISEQ-V1,.,2021-10-13,dfee2a6f52,2,AY.39,Delta (B.1.617.2-like),503.0,2021-10-06,635290,AY.39,Delta (B.1.617.2-like),496.0,2021-10-13,607400,AY.39,Delta (B.1.617.2-like),503.0000000001,2021-10-06,294254,AY.39,Delta (B.1.617.2-like),644.0000000002001,2021-05-18,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,16,5,6,1,2,6,1,False
635304,SRR16883831,1,1,1,10616,22026,2,COVID-AMPLISEQ-V1,.,2021-10-13,f72f7a1022,2,AY.100,Delta (B.1.617.2-like),500.0,2021-10-09,635303,AY.100,Delta (B.1.617.2-like),496.0,2021-10-13,620041,AY.100,Delta (B.1.617.2-like),500.0000000001,2021-10-09,409690,AY.100,Delta (B.1.617.2-like),586.0000000001,2021-07-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,7,2,2,5,-1,False
637023,ERR7205472,1,1,1,21975,22027,0,COVID-AMPLISEQ-V1,3,2021-10-14,708d5582d6,2,AY.4,Delta (AY.4-like),523.0957323596253,2021-09-16,637022,AY.4,Delta (AY.4-like),495.0,2021-10-14,457797,AY.4,Delta (AY.4-like),580.0,2021-07-21,346148,AY.4,Delta (AY.4-like),580.0,2021-07-21,364243,AY.117,Delta (B.1.617.2-like),623.0000000002001,2021-06-08,15,5,4,0,2,6,2,False
639061,SRR20258796,2,1,1,22027,22027,1,COVID-AMPLISEQ-V1,.,2021-10-14,f89e4de5fe,2,AY.100,Delta (B.1.617.2-like),498.0,2021-10-11,639060,AY.100,Delta (B.1.617.2-like),495.0,2021-10-14,626871,AY.100,Delta (B.1.617.2-like),498.0000000001,2021-10-11,398900,AY.100,Delta (B.1.617.2-like),614.0000000001,2021-06-17,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,1,2,6,2,False
640848,ERR7244470,10,1,1,21847,22027,3,COVID-AMPLISEQ-V1,3,2021-10-15,1b0468d937,2,B.1.617.2,Delta (B.1.617.2-like),518.4995243390769,2021-09-21,640847,B.1.617.2,Delta (B.1.617.2-like),494.0000000001,2021-10-15,411794,B.1.617.2,Delta (B.1.617.2-like),626.2728474267934,2021-06-05,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,20,5,7,3,1,10,0,False
640989,ERR7303363,1,1,1,22035,25613,3,COVID-AMPLISEQ-V1,3,2021-10-15,569f71e257,2,AY.4,Delta (AY.4-like),497.0,2021-10-12,640988,AY.4,Delta (AY.4-like),494.0,2021-10-15,314694,AY.4,Delta (AY.4-like),611.0000000003004,2021-06-20,629206,AY.4,Delta (AY.4-like),497.0000000001,2021-10-12,269306,AY.117,Delta (B.1.617.2-like),690.7249774113081,2021-04-02,82,63,7,3,2,1,7,False
641092,ERR7314127,1,1,1,22028,22029,0,COVID-ARTIC-V3,3,2021-10-15,e99c18d918,2,AY.4.2,Delta (AY.4.2-like),500.0,2021-10-09,641091,AY.4.2,Delta (AY.4.2-like),494.0,2021-10-15,618700,AY.4.2,Delta (AY.4.2-like),500.0000000001,2021-10-09,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,5,0,2,7,2,False
641140,ERR7320938,1,1,1,21996,22026,2,COVID-ARTIC-V3,3,2021-10-15,dfe702d375,2,AY.4.2,Delta (AY.4.2-like),502.5612454135171,2021-10-07,641139,AY.4.2,Delta (AY.4.2-like),494.0,2021-10-15,601892,AY.4.2,Delta (AY.4.2-like),504.0,2021-10-05,623987,AY.4.2,Delta (AY.4.2-like),611.0000000000002,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,2,2,4,0,False
642397,SRR20254225,4,1,1,11323,22027,1,COVID-AMPLISEQ-V1,.,2021-10-15,80d7b39765,2,AY.4,Delta (AY.4-like),502.1273515352073,2021-10-07,642396,AY.4,Delta (AY.4-like),494.0,2021-10-15,607653,AY.4,Delta (AY.4-like),503.0,2021-10-06,563011,AY.4,Delta (AY.4-like),598.5780917869246,2021-07-03,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,6,1,2,7,0,False
642462,SRR20254431,2,1,1,22027,22027,0,COVID-AMPLISEQ-V1,.,2021-10-15,3dba17b8a2,2,AY.100,Delta (B.1.617.2-like),505.0,2021-10-04,642461,AY.100,Delta (B.1.617.2-like),494.0,2021-10-15,626328,AY.100,Delta (B.1.617.2-like),505.0000000001,2021-10-04,294152,AY.100,Delta (B.1.617.2-like),614.0000000003001,2021-06-17,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,4,0,2,8,1,False
642537,SRR20254697,2,1,1,22035,23159,3,COVID-AMPLISEQ-V1,.,2021-10-15,9946b4629c,2,AY.39,Delta (B.1.617.2-like),495.0000000001,2021-10-14,642536,AY.39,Delta (B.1.617.2-like),494.0,2021-10-15,626255,AY.39,Delta (B.1.617.2-like),498.0000000001,2021-10-11,637894,AY.39,Delta (B.1.617.2-like),495.0000000002,2021-10-14,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,7,3,2,-1,5,False
643701,ERR7171151,95,1,1,8209,15199,0,COVID-ARTIC-V4.1,.,2021-10-16,c7fdf00b08,2,AY.4.2,Delta (AY.4.2-like),496.0,2021-10-13,643700,AY.4.2,Delta (AY.4.2-like),493.0,2021-10-16,468896,AY.4.2,Delta (AY.4.2-like),539.0,2021-08-31,632541,AY.4.2,Delta (AY.4.2-like),496.0000000001,2021-10-13,352165,AY.121,Delta (B.1.617.2-like),578.0000000003001,2021-07-23,11,0,5,0,2,5,6,True
644206,ERR7231714,1,1,1,10987,22027,0,COVID-AMPLISEQ-V1,3,2021-10-16,ce833951a9,2,AY.4,Delta (AY.4-like),511.1769516796072,2021-09-28,644205,AY.4,Delta (AY.4-like),493.0,2021-10-16,502567,AY.4,Delta (AY.4-like),530.0000000001,2021-09-09,506623,AY.4,Delta (AY.4-like),611.0000000000002,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,12,5,4,0,2,4,0,False
644244,ERR7239529,1,1,1,21747,22027,3,COVID-AMPLISEQ-V1,3,2021-10-16,a03e65b42a,2,AY.4,Delta (AY.4-like),500.8298199134606,2021-10-09,644243,AY.4,Delta (AY.4-like),493.0,2021-10-16,574102,AY.4,Delta (AY.4-like),512.0,2021-09-27,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,21,5,7,3,2,10,-2,False
644512,ERR7310933,2,1,1,21996,22027,2,COVID-ARTIC-V3,3,2021-10-16,edb67d550d,2,AY.4.2,Delta (AY.4.2-like),506.5262149208037,2021-10-03,644511,AY.4.2,Delta (AY.4.2-like),493.0,2021-10-16,542362,AY.4.2,Delta (AY.4.2-like),547.527986768168,2021-08-23,472577,AY.4.2,Delta (AY.4.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,5,6,2,2,5,2,False
644568,ERR7319518,1,1,1,19678,22027,2,COVID-AMPLISEQ-V1,3,2021-10-16,45a39a249a,2,AY.4,Delta (AY.4-like),504.3751955886677,2021-10-05,644567,AY.4,Delta (AY.4-like),493.0,2021-10-16,473726,AY.4,Delta (AY.4-like),538.0,2021-09-01,293131,AY.114,Delta (B.1.617.2-like),616.0000000002001,2021-06-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,21,5,6,2,2,11,2,False
644638,SRR16672744,1,1,1,23759,24872,0,COVID-VARSKIP-V1a-2b,.,2021-10-16,3bd292f9b1,2,B.1.617.2,Delta (B.1.617.2-like),498.0,2021-10-11,644637,B.1.617.2,Delta (B.1.617.2-like),493.0,2021-10-16,541609,AY.3,Delta (B.1.617.2-like),521.0,2021-09-18,627719,AY.20,Delta (B.1.617.2-like),498.0000000001,2021-10-11,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,31,1,6,0,2,14,14,True
645408,SRR20254651,1,1,1,19973,22026,0,COVID-AMPLISEQ-V1,.,2021-10-16,c7d2d52b24,2,AY.34.1,Delta (B.1.617.2-like),495.0,2021-10-14,645407,AY.34.1,Delta (B.1.617.2-like),493.0,2021-10-16,638874,AY.34.1,Delta (B.1.617.2-like),495.0000000001,2021-10-14,631734,AY.34.1,Delta (B.1.617.2-like),497.0,2021-10-12,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,13,5,5,0,2,5,1,False
645455,SRR20258497,17,1,1,22027,22027,1,COVID-AMPLISEQ-V1,.,2021-10-16,add1c911c1,2,AY.100,Delta (B.1.617.2-like),507.0602871546889,2021-10-02,645454,AY.100,Delta (B.1.617.2-like),493.0000000001,2021-10-16,534247,AY.100,Delta (B.1.617.2-like),523.0000000001,2021-09-16,409690,AY.100,Delta (B.1.617.2-like),586.0000000001,2021-07-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,5,6,1,2,6,0,False
647013,ERR7244209,1,1,1,19649,22027,2,COVID-AMPLISEQ-V1,3,2021-10-17,8aa6b57595,2,AY.4,Delta (AY.4-like),513.2284702293449,2021-09-26,647012,AY.4,Delta (AY.4-like),492.0,2021-10-17,502512,AY.4,Delta (AY.4-like),549.0000000001,2021-08-21,347382,AY.119,Delta (B.1.617.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,17,5,7,2,2,8,0,False
649306,ERR7177067,10,1,1,9803,10870,1,COVID-ARTIC-V4.1,.,2021-10-18,8368c115a8,2,AY.4,Delta (AY.4-like),500.994976900075,2021-10-09,649305,AY.4,Delta (AY.4-like),491.0,2021-10-18,524000,AY.4,Delta (AY.4-like),525.0000000001,2021-09-14,559945,AY.4,Delta (AY.4-like),516.0,2021-09-23,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,21,0,8,1,2,7,10,True
650313,ERR7235713,1,1,1,15853,22027,3,COVID-AMPLISEQ-V1,3,2021-10-18,8fa0bb3ffb,2,AY.112,Delta (B.1.617.2-like),507.68205539608095,2021-10-02,650312,AY.112,Delta (B.1.617.2-like),491.0,2021-10-18,465320,B.1.617.2,Delta (B.1.617.2-like),561.6448368749589,2021-08-09,522602,AY.112,Delta (B.1.617.2-like),611.0000000001005,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,18,5,8,3,1,5,4,True
650320,ERR7235991,1,1,1,16429,22027,1,COVID-AMPLISEQ-V1,3,2021-10-18,6f0473f76b,2,AY.4.9,Delta (AY.4-like),509.2004815409341,2021-09-30,650319,AY.4.9,Delta (AY.4-like),491.0,2021-10-18,617248,AY.4.9,Delta (AY.4-like),541.9296570368494,2021-08-29,416018,AY.4,Delta (AY.4-like),611.0000000000002,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,13,5,5,1,1,5,0,False
650448,ERR7244647,2,1,1,20545,22027,2,COVID-AMPLISEQ-V1,3,2021-10-18,16c84617b9,2,AY.126,Delta (B.1.617.2-like),508.0679503884712,2021-10-01,650447,AY.126,Delta (B.1.617.2-like),491.0,2021-10-18,580269,AY.126,Delta (B.1.617.2-like),540.0714670081578,2021-08-30,579532,AY.119,Delta (B.1.617.2-like),511.0,2021-09-28,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,23,5,7,2,2,15,0,False
650553,ERR7306694,1,1,1,22001,22027,3,COVID-ARTIC-V3,3,2021-10-18,b4f0d62bfb,2,AY.4,Delta (AY.4-like),502.5516929349092,2021-10-07,650552,AY.4,Delta (AY.4-like),491.0,2021-10-18,435742,AY.4,Delta (AY.4-like),558.0,2021-08-12,642895,AY.119.2,Delta (B.1.617.2-like),552.2814699409432,2021-08-18,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,20,5,7,3,3,9,-2,False
