usher_node,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,usher_num_descendants
node_150842,{'AY.4': 5},670486,5,-1,2147483648,5
node_180646,{'AY.110': 8},220139,708356,-1,2147483648,8
SRR15916348,{'AY.107': 1},411344,1,411345,1,1
node_310715,{'AY.44': 7},231737,45165,-1,2147483648,7
SRR14496630,{'B.1.1.7': 1},237560,1,-1,2147483648,1
ERR7775950,{'AY.4.2': 1},876791,1,876792,1,1
ERR7405133,{'AY.4': 1},739664,1,-1,2147483648,1
node_407463,{'B.1.1.7': 5},113897,5,-1,2147483648,5
node_54700,{'AY.4': 5},688741,5,-1,2147483648,5
node_633519,"{'BA.2': 4, 'XM': 4}",1093549,8,1003220,1,8
node_644432,{'BA.2': 4},887654,527719,-1,2147483648,4
node_542069,{'DV.6': 1},1436547,1,-1,2147483648,1
node_603365,{'BA.5.2': 2},1294894,2,1189192,10,2
node_181941,{'AY.100': 9},863310,9,-1,2147483648,9
SRR18786707,{'BA.1.1.18': 1},1104684,1,-1,2147483648,1
SRR15391841,{'AY.39': 1},341737,1,-1,2147483648,1
node_320068,{'AY.122': 3},845348,3,-1,2147483648,3
node_120355,{'AY.4': 6},608941,6,-1,2147483648,6
node_352955,{'B.1.1.7': 3},2736072,3,-1,2147483648,3
SRR22587160,{'BF.7': 1},1390714,1,1189192,12,1
ERR6837908,{'AY.4': 1},512470,1,512471,1,1
ERR5224687,{'B.1.177.65': 1},102317,1,-1,2147483648,1
node_140295,{'AY.4': 9},492833,9,-1,2147483648,9
ERR6333468,{'AY.4': 1},326036,1,326037,1,1
ERR6576572,{'AY.4': 1},423296,1,-1,2147483648,1
ERR6224762,{'AY.4': 1},312019,1,-1,2147483648,1
node_19356,"{'B.1.526': 3451, 'B.1': 2}",1436809,3458,-1,2147483648,3453
SRR18684633,{'BA.2.9': 1},1168660,1,-1,2147483648,1
ERR5676478,{'B.1.1.7': 1},1618753,1,-1,2147483648,1
SRR17178357,{'AY.25': 1},822581,1,-1,2147483648,1
ERR6927773,{'AY.4': 1},570761,1,-1,2147483648,1
node_508920,{'BA.2.12.1': 2},1259749,2,1259749,0,2
SRR21211445,{'BA.4': 1},1332533,1,-1,2147483648,1
SRR16942239,{'AY.44': 1},676774,1,-1,2147483648,1
node_219432,{'AY.39': 3},681870,3,-1,2147483648,3
SRR20918300,{'AY.39': 1},891389,1,-1,2147483648,1
node_123735,{'AY.4': 3},473726,4,-1,2147483648,3
node_191998,{'AY.119': 1},620186,1,-1,2147483648,1
node_572040,{'BQ.1.1': 4},1410844,4,1410844,0,4
ERR5072673,{'B.1.177': 1},69212,1,-1,2147483648,1
node_298042,{'AY.44': 2},494963,2,-1,2147483648,2
SRR16706057,{'AY.3': 1},590861,1,-1,2147483648,1
ERR7308843,{'AY.4': 1},647149,1,-1,2147483648,1
node_131732,{'AY.4': 2},658623,2,658623,0,2
node_180881,{'AY.4': 1},499305,1,295320,6,1
ERR5747822,{'B.1.1.7': 1},209057,1,-1,2147483648,1
SRR21263192,{'AY.125': 1},834029,2,-1,2147483648,1
ERR6741814,{'AY.5': 1},372405,1,-1,2147483648,1
node_88777,{'AY.4': 3},841354,3,-1,2147483648,3
ERR7204000,{'AY.4': 1},630235,1,630236,1,1
node_580448,{'BA.5.6': 4},2745275,5,1189192,6,4
node_91808,{'AY.4': 25},307998,25,-1,2147483648,25
node_431457,{'BA.1': 2},1093988,2,-1,2147483648,2
SRR16856868,{'AY.100': 1},651161,1,-1,2147483648,1
node_608608,{'BA.5.2': 2},1327297,2,1189192,8,2
SRR16251606,{'AY.39': 1},521043,1,-1,2147483648,1
node_161968,"{'AY.4': 34, 'B.1.617.2': 11, 'AY.103': 2}",220185,1061795,-1,2147483648,47
ERR7375921,{'AY.4': 1},729648,1,-1,2147483648,1
node_77561,{'AY.4': 39},523735,40,-1,2147483648,39
SRR22117910,{'BF.10': 1},1395199,1,1189192,9,1
node_221180,{'AY.39': 11},720755,11,-1,2147483648,11
node_166367,{'AY.4.7': 1},413381,2,-1,2147483648,1
node_322333,{'AY.20': 2},2737315,2,-1,2147483648,2
node_483530,{'BA.1': 1},929638,1,-1,2147483648,1
node_456528,{'BA.1.1.18': 2},791357,341822,-1,2147483648,2
node_606711,{'BA.5.2.20': 1},1411736,1,1189192,9,1
node_117448,{'AY.4': 1},739797,1,-1,2147483648,1
node_489651,{'BA.1.17.2': 8},962188,8,-1,2147483648,8
node_157145,{'AY.4': 6},757109,6,-1,2147483648,6
node_204402,{'AY.6': 19},313270,20,-1,2147483648,19
ERR7237438,{'AY.4': 1},644234,1,295320,7,1
ERR8075292,{'BA.1': 1},943152,1,-1,2147483648,1
node_178749,{'AY.100': 100},530285,100,-1,2147483648,100
SRR20259474,{'AY.44': 1},663483,1,663484,1,1
SRR21450946,{'BA.4.6': 1},1345696,1,-1,2147483648,1
node_182216,{'AY.119.2': 3},656758,4,295320,8,3
SRR19708375,{'XAM': 1},1242107,1,1058654,7,1
ERR6620492,{'AY.4': 1},407868,1,-1,2147483648,1
ERR8675369,{'BA.1': 1},1050932,1,-1,2147483648,1
ERR10022048,{'BE.1.1.2': 1},1314812,1,1189192,9,1
SRR20258363,{'AY.100': 1},645431,1,-1,2147483648,1
node_181940,{'AY.100': 10},607543,10,-1,2147483648,10
ERR8504699,{'BA.1.1': 1},1012202,1,-1,2147483648,1
SRR21545858,{'BA.5.1.25': 1},1357098,1,1189192,7,1
node_181868,{'AY.100': 3},579546,3,-1,2147483648,3
SRR16629180,{'P.1': 1},282325,1,-1,2147483648,1
node_182047,{'AY.120': 4},584504,4,-1,2147483648,4
SRR16660594,{'B.1.429': 1},253448,1,-1,2147483648,1
SRR17235285,{'AY.112.2': 1},692746,1,-1,2147483648,1
SRR20350853,{'BA.1.1.18': 1},983136,1,-1,2147483648,1
SRR16221830,{'AY.39.1': 1},496409,1,-1,2147483648,1
node_100040,{'AY.4.2': 2},672356,2,643701,1,2
SRR21571173,{'BA.5.1': 1},1356713,1,1189192,6,1
SRR16197990,{'AY.44': 1},494905,1,-1,2147483648,1
node_527406,{'BA.2': 1},1254040,1,-1,2147483648,1
node_181031,{'AY.4': 1},625612,2,295320,4,1
ERR6757288,{'AY.36': 1},478610,1,478611,1,1
node_181115,{'AY.107': 7},642565,10,295320,13,7
SRR21272111,{'BA.5.2.1': 1},1328536,1,1189192,9,1
SRR20940284,{'AY.119.2': 1},868171,1,295320,8,1
SRR21459581,{'BA.5.2.9': 1},1345742,1,1189192,7,1
node_323024,"{'B.1.617.2': 1, 'AY.126': 1}",901334,2,394632,3,2
SRR17003382,{'AY.103': 1},737468,1,-1,2147483648,1
node_296396,{'AY.44': 2},634834,28,-1,2147483648,2
ERR8108551,{'BA.1.12': 1},944911,1,-1,2147483648,1
ERR6593542,{'B.1.1.7': 1},234208,1,-1,2147483648,1
node_414948,{'BA.1.15': 2},820352,29475,-1,2147483648,2
SRR20146062,{'AY.100': 1},827254,1,-1,2147483648,1
ERR6649245,{'AY.4': 1},443058,1,-1,2147483648,1
SRR20188953,{'AY.39': 1},872107,1,-1,2147483648,1
node_189164,{'AY.119.2': 1},771792,1,295320,10,1
SRR15391405,{'AY.3': 1},336515,1,336516,1,1
SRR14569393,{'B.1.1.7': 1},227246,1,-1,2147483648,1
ERR7779801,{'AY.5': 1},877123,1,-1,2147483648,1
SRR16606566,{'AY.34.1': 1},599579,1,-1,2147483648,1
node_598931,{'BF.6': 8},1291596,8,1288968,1,8
SRR17371399,{'AY.119': 1},846977,1,-1,2147483648,1
node_448307,{'BA.1.1.15': 1},981596,1,-1,2147483648,1
SRR18799573,{'BA.1.1': 1},987058,1,-1,2147483648,1
node_87415,{'AY.4': 4},608359,4,-1,2147483648,4
node_172823,{'AY.100': 2},652450,3,652451,1,2
node_263286,{'AY.25': 3},809077,6,-1,2147483648,3
SRR16373762,{'B.1.617.2': 1},602841,1,602842,1,1
node_290869,{'AY.3': 3},820169,3,-1,2147483648,3
node_45176,{'AY.46': 1},456613,1,456614,1,1
ERR6998487,{'AY.4': 1},528806,1,-1,2147483648,1
node_665585,{'P.1': 3},126461,3006,-1,2147483648,3
SRR15993851,{'AY.39': 1},448464,1,-1,2147483648,1
ERR7305190,{'AY.4': 1},662322,2,662323,1,1
SRR20740916,{'BA.5.5': 1},1297670,1,1189192,8,1
node_115786,{'AY.4': 2},465408,2,-1,2147483648,2
node_432257,"{'BA.1.1': 9, 'BA.2.2.1': 2}",2689309,91707,-1,2147483648,11
SRR17443934,{'AY.26': 1},347209,1,-1,2147483648,1
node_130030,{'AY.4': 4},625572,4,-1,2147483648,4
node_92766,{'AY.4': 1},852064,1,-1,2147483648,1
SRR21948388,{'BA.5.2': 1},1382883,1,1382884,1,1
node_177931,{'AY.100': 3},776551,3,-1,2147483648,3
node_215871,{'AY.120.2.1': 1},396447,1,-1,2147483648,1
SRR20186634,{'AY.100': 1},854291,1,-1,2147483648,1
SRR21154983,{'BA.5.1.30': 1},1273994,1,1189192,6,1
node_651830,{'BA.2': 2},1152788,2,-1,2147483648,2
node_75892,{'AY.4': 1},529110,1,-1,2147483648,1
node_182039,{'AY.42': 2},410760,4,336012,3,2
node_346385,{'B.1.1.7': 3},251089,3,-1,2147483648,3
node_179088,{'AY.100': 39},332478,39,-1,2147483648,39
SRR22092742,{'BA.5.1': 1},1392605,1,1189192,5,1
SRR20917993,{'AY.100': 1},901159,1,-1,2147483648,1
ERR7367241,{'AY.4': 1},723112,1,723113,1,1
node_181080,{'AY.4': 10},610891,11,295320,3,10
ERR10431229,{'BA.5.1': 1},1392442,1,1189192,7,1
ERR7236133,{'AY.4': 1},650323,1,-1,2147483648,1
node_250719,{'AY.103': 3},839299,3,-1,2147483648,3
ERR6764194,{'AY.4': 1},482839,1,295320,7,1
node_585636,{'BA.5.2.1': 4},1436802,871748,-1,2147483648,4
node_342693,{'B.1.1': 10},44305,10,-1,2147483648,10
ERR5765975,{'B.1.1.7': 1},234064,1,-1,2147483648,1
node_86562,{'AY.4': 1},450158,1,-1,2147483648,1
node_181319,{'AY.39': 1},758672,1,-1,2147483648,1
node_21260,{'B.1.526': 3},254202,3,254203,1,3
ERR7119642,{'AY.4': 1},628525,1,-1,2147483648,1
node_306836,{'AY.44': 3},504779,3,-1,2147483648,3
node_181525,{'AY.114': 7},329054,27,293131,3,7
SRR16546753,{'AY.103': 1},568825,1,-1,2147483648,1
node_19360,{'B.1.526': 444},164938,449,-1,2147483648,444
SRR16374303,{'AY.20': 1},606623,1,295320,9,1
SRR16829089,{'AY.119': 1},616950,1,295320,5,1
node_380568,{'B.1.1.7': 5},86486,14622,-1,2147483648,5
node_219673,{'AY.39': 1},872761,1,-1,2147483648,1
SRR17157536,{'AY.3.1': 1},380338,1,380339,1,1
ERR4921730,{'B.1.177': 1},60844,1,-1,2147483648,1
node_181228,{'AY.118': 1},512455,8,-1,2147483648,1
SRR14451569,{'B.1.1.7': 1},238750,1,-1,2147483648,1
node_566139,"{'BQ.1.1.3': 1, 'BQ.1.1': 1}",1340763,16800,1189192,10,2
node_316188,{'AY.122': 3},404348,3,-1,2147483648,3
SRR17497494,{'AY.100': 1},908857,1,-1,2147483648,1
SRR16162134,{'AY.25': 1},509652,1,-1,2147483648,1
node_172688,{'AY.100': 4},759681,4,-1,2147483648,4
SRR21263083,{'AY.100': 1},834011,1,652451,2,1
node_199315,{'AY.5': 2},763794,2,-1,2147483648,2
SRR20917699,{'AY.114': 1},897839,2,293131,2,1
node_46762,{'AY.112.2': 2},913058,2,-1,2147483648,2
ERR7318562,{'AY.121': 1},688397,1,688398,1,1
ERR8506803,{'BA.1': 1},1005431,1,-1,2147483648,1
node_314596,{'AY.122': 2},651027,2,-1,2147483648,2
node_325937,{'AY.26': 16},664137,16,-1,2147483648,16
ERR6456252,{'AY.4': 1},368961,1,-1,2147483648,1
node_628112,{'BA.2.3': 4},1210350,4,-1,2147483648,4
node_583537,{'BF.5': 2},1341862,2,1189192,10,2
ERR8269705,{'BA.1.1': 1},970177,1,-1,2147483648,1
SRR22237356,{'BA.5.1.5': 1},1395296,1,1395297,1,1
node_201926,{'AY.6': 2},589887,2,589888,1,2
ERR6479685,{'AY.4': 1},378869,1,378870,1,1
SRR20706313,{'BA.4': 1},1298542,1,1298543,1,1
node_121635,{'AY.4': 3},775143,3,-1,2147483648,3
node_331867,{'AY.47': 2},596177,2,-1,2147483648,2
node_519309,"{'BA.2': 9, 'BA.2.9': 1}",887654,527719,-1,2147483648,10
node_260080,{'AY.25': 3},398742,3,-1,2147483648,3
ERR6763100,{'AY.34.1': 1},456045,1,-1,2147483648,1
ERR5220706,{'B.1.177': 1},103389,1,103390,1,1
node_375705,{'B.1.1.7': 3},214172,3,-1,2147483648,3
node_22990,{'B.1.637': 1},212864,1,-1,2147483648,1
node_72771,{'AY.4': 1},344960,2,-1,2147483648,1
node_650685,{'BA.2.36': 1},1191911,1,-1,2147483648,1
node_181560,{'AY.20': 9},220139,708356,-1,2147483648,9
ERR6888780,{'AY.4': 1},536865,1,295320,7,1
node_485590,{'BA.1.17.2': 1},995483,1,-1,2147483648,1
node_60989,{'AY.4': 135},365322,137,-1,2147483648,135
node_181951,{'AY.100': 2},834050,2,-1,2147483648,2
node_240749,{'AY.103': 16},791112,17,-1,2147483648,16
node_352813,{'B.1.1.7': 2},217097,2,-1,2147483648,2
node_181233,{'AY.39': 6},448283,6,448284,1,6
SRR21539715,{'BA.5.1.6': 1},1356544,1,1189192,7,1
node_180798,{'AY.4.2.2': 9},662437,9,662437,0,9
SRR18782463,{'BA.1.1.18': 1},1093649,1,-1,2147483648,1
ERR7311364,{'AY.4': 1},688383,1,295320,5,1
node_423139,{'BA.1.15': 1},1006403,1,-1,2147483648,1
SRR23003253,{'AY.103': 1},834110,1,-1,2147483648,1
node_174266,{'AY.100': 12},537977,12,-1,2147483648,12
node_180687,{'AY.4': 2},534726,2,295320,6,2
SRR16753061,{'B.1.1.7': 1},206811,1,-1,2147483648,1
node_180872,{'AY.4.2': 1},665842,1,665843,1,1
node_46306,{'AY.117': 2},692965,3,295320,9,2
SRR15877305,{'AY.114': 1},413739,1,293131,6,1
node_248400,{'AY.103': 1},685212,1,-1,2147483648,1
node_181699,{'AY.100': 3},843289,3,843289,0,3
node_560057,{'BA.5.1': 2},1388651,2,1189192,8,2
node_123287,{'AY.4': 2},854608,2,-1,2147483648,2
ERR6655421,{'AY.43': 1},454593,1,454594,1,1
ERR7307607,{'AY.4': 1},684491,1,684492,1,1
SRR21457228,{'BF.24': 1},1343888,1,1189192,9,1
node_608837,{'BA.5.2.1': 1},1386797,1,1189192,8,1
node_562336,{'BA.5': 3},1317771,3,1317771,0,3
node_294807,{'AY.44': 1},891232,1,-1,2147483648,1
node_452305,{'BA.1.1': 3},2739245,3,-1,2147483648,3
node_232822,{'B.1.617.2': 2},843595,2,843595,0,2
node_46608,{'B.1.617.2': 13},682393,14,-1,2147483648,13
SRR20250176,{'AY.39': 1},748873,1,748874,1,1
node_182706,{'AY.116.1': 1},349901,1,-1,2147483648,1
node_193018,{'AY.34.1': 1},842090,1,-1,2147483648,1
SRR22470571,{'BF.7.21': 1},1397439,1,1189192,11,1
node_181715,{'AY.100': 8},639037,8,-1,2147483648,8
node_182037,{'AY.42': 3},867805,3,336012,10,3
SRR20979225,{'BF.10': 1},1313200,1,1189192,9,1
node_191067,{'AY.119': 2},925569,2,-1,2147483648,2
node_251642,{'AY.103': 6},497083,12,-1,2147483648,6
SRR21348829,{'BA.1': 1},1053478,1,1053479,1,1
ERR6767364,{'AY.4': 1},456088,1,295320,6,1
node_212089,{'B.1.617.2': 2},220185,1061795,-1,2147483648,2
node_315115,{'B.1.617.2': 3},503890,3,503891,1,3
node_143664,{'AY.4': 1},709192,1,-1,2147483648,1
node_598916,{'BA.5': 3},1275434,3,1189192,7,3
node_585057,{'BF.28': 2},1396579,2,1189192,9,2
node_665857,{'P.1': 2},126461,3006,-1,2147483648,2
SRR17418578,{'AY.3': 1},899981,1,899982,1,1
node_206342,{'AY.43': 3},643822,3,-1,2147483648,3
node_151646,{'AY.4': 1},684567,1,684568,1,1
node_588078,{'BF.39': 1},1395087,1,1189192,8,1
node_174657,{'AY.100': 1},854268,1,-1,2147483648,1
ERR7204515,{'AY.4': 1},599009,1,295320,6,1
SRR16729055,{'B.1.1.7': 1},251427,1,251428,1,1
SRR20251359,{'AY.100': 1},754057,1,-1,2147483648,1
ERR7327882,{'AY.4': 1},699749,1,-1,2147483648,1
node_63542,{'AY.4': 7},822053,7,822053,0,7
node_194109,{'AY.126': 2},517916,2,-1,2147483648,2
node_122254,{'AY.4': 9},617231,9,-1,2147483648,9
ERR7561646,{'AY.46.5': 1},813562,1,813563,1,1
ERR10120476,{'BE.1': 1},1343631,1,1189192,8,1
node_222236,{'AY.118': 5},590512,6,-1,2147483648,5
ERR7109163,{'AY.5': 1},615035,1,-1,2147483648,1
node_363896,{'B.1.1.7': 6},100786,6,-1,2147483648,6
ERR7324012,{'AY.4': 1},695734,1,-1,2147483648,1
node_321457,{'AY.20': 8},568844,8,295320,8,8
ERR9611962,{'BA.2': 1},1189258,1,-1,2147483648,1
ERR10477253,{'BA.5.1.2': 1},1400126,1,1189192,4,1
ERR7239824,{'AY.4': 1},678516,1,678517,1,1
node_180690,{'AY.4': 1},602619,1,295320,6,1
SRR23000085,{'BQ.1': 1},1421259,1,1189192,13,1
node_552142,{'BA.5.1.23': 1},1410311,1,1189192,7,1
node_600511,{'BA.2.75': 5},1291791,7182,-1,2147483648,5
SRR16660873,{'B.1.1.7': 1},254874,1,-1,2147483648,1
SRR16973791,{'AY.103': 1},724753,1,-1,2147483648,1
ERR5484756,{'B.1.1.7': 1},82537,1,-1,2147483648,1
node_367630,{'B.1.1.7': 2},180705,2,-1,2147483648,2
SRR15910801,{'B.1.617.1': 1},238957,1,-1,2147483648,1
node_322042,{'AY.20': 2},785606,7,-1,2147483648,2
node_176864,{'AY.100': 10},460231,10,-1,2147483648,10
SRR16899147,{'AY.26': 1},662963,1,-1,2147483648,1
node_544473,"{'XBB.1.5.78': 1, 'XBB.1.5.25': 12}",1411226,1707,1396207,6,13
ERR9396441,{'BA.2': 1},1144137,1,-1,2147483648,1
node_59481,{'AY.4': 4},789570,4,-1,2147483648,4
node_116858,{'AY.110': 24},584779,24,-1,2147483648,24
node_181907,{'AY.100': 1},398456,1,-1,2147483648,1
SRR20135831,{'BA.2': 1},1269834,1,-1,2147483648,1
ERR8248180,{'AY.4': 1},873866,1,-1,2147483648,1
ERR7259570,{'AY.120': 1},668102,1,-1,2147483648,1
node_606501,{'BA.5.2.20': 4},1281844,4,1189192,8,4
node_181262,{'AY.39.1': 2},758803,2,-1,2147483648,2
node_322576,{'AY.20': 4},332765,13,-1,2147483648,4
node_190221,{'AY.119': 4},677023,4,295320,9,4
SRR16884182,{'AY.39': 1},627627,1,627628,1,1
SRR16795615,{'AY.37': 1},604224,1,-1,2147483648,1
ERR5934187,{'B.1.1.7': 1},261248,1,-1,2147483648,1
node_153064,{'AY.4': 82},468696,84,-1,2147483648,82
node_181162,{'AY.118': 1},867791,1,-1,2147483648,1
node_178849,{'AY.100': 4},716138,22,716139,1,4
SRR16730512,{'B.1.2': 1},254906,1,-1,2147483648,1
node_182536,{'AY.113': 2},758813,2,758814,1,2
node_343448,{'D.2': 4},2718286,4,-1,2147483648,4
node_13956,{'B.1.2': 1},219243,1,-1,2147483648,1
SRR20178527,{'AY.100': 1},790418,1,-1,2147483648,1
node_181645,{'AY.100': 1},808474,1,-1,2147483648,1
SRR20946507,{'AY.25.1': 1},808759,1,-1,2147483648,1
node_614253,"{'BA.4.1': 7, 'BA.4': 4}",1254919,11,-1,2147483648,11
node_220846,{'AY.39': 44},652212,44,-1,2147483648,44
node_181901,{'AY.100': 1},666745,1,-1,2147483648,1
SRR15982371,{'B.1.617.2': 1},483757,1,483758,1,1
node_364804,{'B.1.1.7': 3},243910,3,-1,2147483648,3
node_611276,{'BA.5.1.5': 5},1392192,5,1189192,4,5
node_181318,{'AY.39': 1},652525,1,-1,2147483648,1
node_212258,{'AY.120.1': 30},635417,31,-1,2147483648,30
node_181499,{'AY.39': 1},534001,51,534002,1,1
ERR7208955,{'AY.4.2.2': 1},611067,1,295320,7,1
SRR14158289,{'B.1.2': 1},167785,1,-1,2147483648,1
node_619573,{'BA.4': 2},1292895,2,1292896,1,2
SRR21889729,{'CM.4': 1},1383980,1,1383981,1,1
ERR9618461,{'BA.2': 1},1192715,1,966905,2,1
ERR6495233,{'AY.4': 1},395804,1,395805,1,1
node_156649,{'AY.4': 2},529327,11,-1,2147483648,2
SRR16246021,{'AY.103': 1},510691,1,-1,2147483648,1
node_253070,{'AY.103': 2},738911,2,-1,2147483648,2
SRR20117201,{'AY.119': 1},891207,1,891208,1,1
node_237335,{'AY.103': 2},747672,2,-1,2147483648,2
ERR5185097,{'B.1.1.7': 1},92286,1,-1,2147483648,1
ERR7371205,{'AY.4': 1},726327,1,-1,2147483648,1
ERR9417001,{'BA.1.1': 1},1152264,1,-1,2147483648,1
SRR20570960,{'BA.2.12': 1},1208862,1,-1,2147483648,1
SRR16153298,{'AY.25.1': 1},480351,1,-1,2147483648,1
SRR17235283,{'AY.112.2': 1},692745,1,-1,2147483648,1
node_129633,{'AY.4': 1},731989,1,731990,1,1
SRR21178072,{'AY.44': 1},738212,1,-1,2147483648,1
ERR7651607,{'AY.4.2.1': 1},836096,1,-1,2147483648,1
SRR16833095,{'AY.113': 1},617154,1,295320,8,1
ERR7608959,{'AY.4': 1},820693,1,820694,1,1
SRR20178407,{'AY.113': 1},786112,1,786113,1,1
node_179200,{'AY.124': 1},325977,1,-1,2147483648,1
SRR20917576,{'AY.121': 1},897814,1,-1,2147483648,1
ERR7491381,{'AY.4': 1},764501,1,-1,2147483648,1
node_181237,{'AY.39': 2},720756,2,448284,4,2
ERR7377723,{'AY.4': 1},695323,1,295320,3,1
node_172915,{'AY.100': 32},798915,35,-1,2147483648,32
ERR6206025,{'AY.4': 1},305422,1,-1,2147483648,1
SRR18537306,{'BA.1.18': 1},941072,1,-1,2147483648,1
node_181483,{'AY.39': 1},689516,1,689517,1,1
node_541354,{'CH.1.1': 7},1424240,7,-1,2147483648,7
ERR9880038,{'BA.5.3': 1},1270344,1,1189192,3,1
SRR20186996,{'AY.103': 1},854327,1,-1,2147483648,1
SRR16883972,{'AY.100': 1},631646,1,-1,2147483648,1
node_581280,"{'BA.4.1': 1, 'BA.4.6': 1}",1149783,189616,-1,2147483648,2
node_547710,{'XBB.1': 2},1429710,2,1429711,1,2
ERR8210501,{'AY.122': 1},846477,1,-1,2147483648,1
node_389670,{'B.1.1.7': 2},130445,2,-1,2147483648,2
node_173085,{'AY.100': 5},632065,5,-1,2147483648,5
SRR19931572,{'AY.26': 1},725280,1,-1,2147483648,1
ERR7548929,{'AY.98': 1},804886,1,-1,2147483648,1
node_195210,{'AY.5.3': 2},538428,2,-1,2147483648,2
ERR7239529,{'AY.4': 1},644243,1,644244,1,1
SRR20233478,{'AY.39': 1},710828,2,398296,2,1
ERR8710546,{'BA.1': 1},1069493,1,-1,2147483648,1
SRR18084356,{'BA.1.1.18': 1},1018960,1,-1,2147483648,1
node_182293,{'AY.112.2': 6},2738273,10,-1,2147483648,6
node_557274,{'BA.5.1': 2},1388466,2,1388466,0,2
node_598935,{'BA.5.2.1': 1},1276532,1,1276533,1,1
ERR5404343,{'B.1.1.7': 1},132414,1,-1,2147483648,1
node_179958,"{'AY.113': 1, 'B.1.617.2': 1}",314491,1796,-1,2147483648,2
node_615402,{'BA.4.6': 1},1329681,1,-1,2147483648,1
ERR9305777,{'BA.1.15': 1},1124240,1,-1,2147483648,1
SRR20189751,{'AY.39': 1},872244,1,-1,2147483648,1
ERR7147095,{'B.1.617.2': 1},602541,1,-1,2147483648,1
node_75039,{'AY.4.2': 4},695154,4,695155,1,4
SRR20694518,{'B.1.239': 1},59763,1,-1,2147483648,1
node_650994,{'BA.2': 2},1190787,2,-1,2147483648,2
node_382711,{'B.1.1.7': 8},189035,8,-1,2147483648,8
node_101417,{'AY.4.2.1': 5},828282,5,-1,2147483648,5
node_191693,{'AY.119': 4},522448,4,-1,2147483648,4
node_615685,{'BA.4.6': 2},1349593,2,-1,2147483648,2
node_322253,{'AY.20': 72},220139,708356,-1,2147483648,72
ERR6769200,{'AY.4.4': 1},478677,1,-1,2147483648,1
SRR19684288,{'BA.1.1': 1},1074984,1,-1,2147483648,1
ERR6886715,{'AY.4.7': 1},544214,1,544215,1,1
node_550050,{'BA.5.1.30': 10},1314351,10,1189192,6,10
node_651505,{'BA.2': 3},1050925,128,-1,2147483648,3
node_372062,{'B.1.1.7': 4},135079,5,-1,2147483648,4
node_492140,{'BA.1.17.2': 2},1003521,2,-1,2147483648,2
ERR7288362,{'AY.4': 1},679999,1,-1,2147483648,1
node_16535,{'B.1.2': 1},99182,1,-1,2147483648,1
node_386700,{'B.1.1.7': 3},108568,3,-1,2147483648,3
ERR9216279,{'BA.1.1.14': 1},1110092,1,-1,2147483648,1
SRR23052008,{'BQ.1.1.5': 1},1420149,1,1189192,14,1
ERR9086146,{'BA.1': 1},1080149,1,-1,2147483648,1
ERR10380270,{'BA.5.2.1': 1},1382515,1,1189192,7,1
ERR9664042,{'BA.2.1': 1},1213482,1,-1,2147483648,1
SRR17650965,{'AY.112.2': 1},904706,1,-1,2147483648,1
node_321945,{'AY.20': 2},623460,2,-1,2147483648,2
node_423922,{'BA.1.16': 17},1007091,17,-1,2147483648,17
node_576062,{'BE.1.1': 2},1389992,2,1189192,8,2
node_619661,{'BA.2': 4},1248351,4,1239723,1,4
node_182203,{'AY.119.2': 2},617349,2,295320,7,2
node_181820,{'AY.100': 5},642700,6,-1,2147483648,5
node_24105,{'B.1.311': 1},167839,1,-1,2147483648,1
ERR6101447,{'B.1.1.7': 1},286974,1,286975,1,1
node_181953,{'AY.100': 3},854289,3,-1,2147483648,3
ERR8037512,{'AY.43': 1},937349,1,-1,2147483648,1
node_615353,{'BA.4.6': 4},1386616,4,-1,2147483648,4
SRR16829318,{'AY.39.1': 1},616992,1,-1,2147483648,1
ERR8249594,{'AY.4': 1},875063,1,-1,2147483648,1
ERR9194350,{'BA.1.1': 1},1098648,1,-1,2147483648,1
ERR7606407,{'AY.4': 1},817172,1,-1,2147483648,1
ERR5189564,{'B.1.177.10': 1},99566,1,-1,2147483648,1
ERR6999671,{'AY.4': 1},533003,1,-1,2147483648,1
ERR8500000,{'BA.1.1': 1},995803,1,-1,2147483648,1
node_181254,{'AY.39.1': 2},220139,708356,-1,2147483648,2
ERR7605456,{'AY.98': 1},816843,1,816844,1,1
SRR15986193,{'AY.44': 1},471720,1,-1,2147483648,1
node_500443,{'BA.1.20': 2},1122657,2,-1,2147483648,2
ERR10045311,{'BA.5.1': 1},1323884,1,1189192,6,1
ERR4760005,{'B.1.177': 1},34810,1,34811,1,1
SRR16794739,{'AY.118': 1},612806,1,-1,2147483648,1
SRR21703859,{'BA.5': 1},1344191,1,1344192,1,1
SRR19266568,{'AY.103': 1},794657,1,-1,2147483648,1
node_594971,{'BF.7': 7},1395627,7,1189192,7,7
SRR21266228,{'AY.118': 1},898308,1,-1,2147483648,1
SRR19817538,{'BA.1.1.18': 1},993749,1,-1,2147483648,1
SRR20261847,{'AY.120.1': 1},758942,1,-1,2147483648,1
SRR16732684,{'B.1.526': 1},249119,1,-1,2147483648,1
ERR8621168,{'BA.1.17': 1},1025273,3,-1,2147483648,1
node_181100,{'AY.4': 2},867111,2,295320,5,2
ERR7626779,{'AY.4': 1},815071,1,-1,2147483648,1
node_181367,{'AY.39': 16},656793,19,-1,2147483648,16
